{196.0673775734434, -22.65836429069632}
{196.06195156611443, -22.600975165659932}
{196.05959091205045, -22.597045709875797}
{196.05730180673515, -22.593235351442157}
{196.05487000275642, -22.589187462191507}
{196.05125640761915, -22.583172407919015}
{196.04749620606006, -22.576913318122163}
{196.04329516337097, -22.569920420795203}
{196.03816526522576, -22.561381385683735}
{196.0317368594314, -22.550680903678895}
{196.02484287603957, -22.539205438752543}
{196.01427001152476, -22.521606246962406}
{196.0026727233286, -22.502301838121834}
{195.98729010360378, -22.476696509084235}
{195.9643239096066, -22.438467848130514}
{195.93129687224203, -22.38349228649112}
{195.87976942731913, -22.297721643692878}
{195.78493593914152, -22.13986539345644}
{196.06662265133878, -22.65925293406166}
{196.0693884096647, -22.663757226968333}
{196.0705715993665, -22.665684160688922}
{196.05607030914157, -22.642067470074384}
{196.06194107314886, -22.651628551542302}
{196.06958720313875, -22.664080980503382}

{196.065134064898, -22.656828633542215}
{196.07233976795942, -22.668563786568086}
{196.06575207701263, -22.657835123356598}
{196.0728597815914, -22.66941067680136}
{196.073098495539, -22.669799444515}
{196.07328088423068, -22.67009648134666}

{196.07392243062887, -22.671141298915682}
{196.07426295713393, -22.67169587778363}
{196.0743296034393, -22.671804417448005}
{196.07464522573704, -22.6723184375139}
{196.07484771623405, -22.672648211992325}
{196.07527660005488, -22.673346688910485}
{196.07546081814948, -22.673646705093777}
{196.07563645946672, -22.6739327532029}
{196.07579157221232, -22.674185368636866}
{196.0762809208189, -22.674982318043792}
{196.07640678407577, -22.675187297983566}
{196.07651873023897, -22.675369612650776}
{196.07694654956916, -22.676066355947665}
{196.0772751426292, -22.676601500098037}
{196.07743782998722, -22.676866451488017}
{196.07788550082353, -22.67759552479628}
{196.0780901806568, -22.677928864811015}
{196.07836830832798, -22.678381821414156}
{196.07881588073377, -22.67911073441918}
{196.0793085715948, -22.679913126996222}
{196.07983605224518, -22.680772177958744}
{196.08047578588156, -22.681814043277683}
{196.08126457082426, -22.683098652416923}
{196.0824681991422, -22.685058872311735}
{196.08500374083397, -22.689188236164625}
{196.09003203737228, -22.697377281540653}
{196.11999637810766, -22.746176978232413}
{196.0529743242013, -22.637025372623192}
{196.06925189337576, -22.66353489758177}
{196.0734242760214, -22.670330008122956}
{196.07488465018395, -22.672708362341286}
{196.07623587715608, -22.674908960278167}
{196.0771041847761, -22.676323079442867}
{196.07731898853746, -22.676672907209678}
{196.07793867197248, -22.677682118923688}
{196.07843859169714, -22.67849628437289}
{196.07882685245147, -22.6791286028749}
{196.07916672627323, -22.679682118787802}
{196.07960397372642, -22.680394216653816}
{196.0798578434454, -22.680807666941163}
{196.07996124276355, -22.680976062281722}
{196.08042170270292, -22.68172596382563}
{196.08108234591583, -22.68280188232142}
{196.0809952700909, -22.68266007129737}
{196.08126934799546, -22.68310643248149}
{196.0817368153552, -22.68386774625677}
{196.08208645146846, -22.68443716096306}
{196.08218851604715, -22.684603382557118}
{196.08316748422197, -22.686197722657045}
{196.08241480724405, -22.684971918673767}
{196.08320158889833, -22.68625326527276}
{196.08406720135517, -22.68766299511525}
{196.08350741843392, -22.686751336920924}
{196.083129076374, -22.686135171928942}
{196.08355977003686, -22.686836596342033}
{196.08344661556967, -22.686652313840185}
{196.0707166032746, -22.654433810070472}
{196.07348677580165, -22.658758681718886}
{196.07463383004378, -22.66054949522322}
{196.05972677385185, -22.63727617774724}
{196.06567220108235, -22.64655834678747}
{196.07342778832498, -22.65866658880299}
{196.07554736117865, -22.661975725852102}
{196.06874049664884, -22.651348656551477}
{196.07603265072905, -22.66273337361492}
{196.06923411757614, -22.652119311495436}
{196.07641757548336, -22.66333432902127}
{196.07658603445688, -22.66359733193225}
{196.07669543832503, -22.663768136343478}
{196.07695929356862, -22.664180074607675}
{196.07719113719116, -22.664542035424272}
{196.0774561642343, -22.664955803135005}
{196.07744028236854, -22.664931007917303}
{196.07767571686048, -22.665298574900692}
{196.07779375056865, -22.66548285246209}
{196.07813949808101, -22.666022643250976}
{196.07823393167877, -22.666170075652975}
{196.07831698615465, -22.66629974264824}
{196.07837637495425, -22.666392462120832}
{196.07877173988794, -22.667009717030357}
{196.0787951076618, -22.66704619945935}
{196.07880101810576, -22.667055427011565}
{196.079123101912, -22.66755827335356}
{196.07934057735275, -22.667897802158674}
{196.07938591715205, -22.667968587934837}
{196.07971471904824, -22.668481922748782}
{196.07979300774394, -22.66860414927339}
{196.0799401705466, -22.668833904000426}
{196.08025241595274, -22.669321390354114}
{196.0806036554235, -22.669869755343694}
{196.08098288254823, -22.67046181544971}
{196.0814672990881, -22.67121810024385}
{196.08209292119054, -22.672194839153406}
{196.0831252113972, -22.673806479801843}
{196.0854813101551, -22.677484887778025}
{196.0903173547818, -22.68503505734041}
{196.1200606338439, -22.731471105308533}
{196.05286834481788, -22.626568604485232}
{196.06891453726297, -22.65162037367756}
{196.07284659865908, -22.657759219069213}
{196.0740547646945, -22.659645442032605}
{196.0751345284178, -22.66133119967707}
{196.0757131937147, -22.662234628294573}
{196.07562164823491, -22.662091704904025}
{196.0759070454396, -22.662537275086756}
{196.07604643422746, -22.662754892802226}
{196.07604490364116, -22.662752503207606}
{196.07596114931954, -22.66262174359334}
{196.07593329956427, -22.662578263768218}
{196.07568049646414, -22.662183580422834}
{196.07522920928523, -22.66147901812347}
{196.07506468353282, -22.661222155868447}
{196.07502074392445, -22.66115355610989}
{196.07416908697627, -22.65982392521027}
{196.07356449946082, -22.65888002609243}
{196.07302018113393, -22.65803022093529}
{196.0722095472676, -22.65676463643049}
{196.0709748182213, -22.654836942543692}
{196.0703155193941, -22.653807626579543}
{196.06773415534593, -22.649777528065083}
{196.0661525438417, -22.64730827148028}
{196.0640478263055, -22.64402232697278}
{196.05985084120297, -22.637469875202537}
{196.0546072943803, -22.629283501693706}
{196.04808280480444, -22.619097284152577}
{196.03781043307958, -22.603059767066256}

{196.08026680960353, -22.650489458174974}
{196.08133008275965, -22.65208542208181}
{196.06599319959565, -22.629064891719803}
{196.07195751420102, -22.638017276894377}
{196.0797637114322, -22.64973431212567}
{196.08181209173554, -22.652808913429137}
{196.0747527927423, -22.642212966060242}
{196.08207176261072, -22.653198677190257}
{196.07502244180532, -22.642617706995928}
{196.0822209977469, -22.65342267785235}
{196.08226784841062, -22.65349300029766}
{196.08225220911223, -22.653469525844592}
{196.08239125802606, -22.653678237074164}
{196.08249499925728, -22.65383395177427}
{196.0826295907468, -22.654035972448067}
{196.08247561348418, -22.65380485389474}
{196.08257389713557, -22.653952376814328}
{196.08254953504687, -22.653915809527675}
{196.08275272507487, -22.65422079602065}
{196.0826969958892, -22.654137146989893}
{196.08262574797973, -22.654030204487658}
{196.08252628753203, -22.6538809152069}
{196.08276263702282, -22.654235673769673}
{196.08261728705014, -22.654017504704743}
{196.08244923792785, -22.653765264410474}
{196.0825954932053, -22.653984792330174}
{196.08262994023443, -22.65403649702604}
{196.08248411396943, -22.653817613050407}
{196.08261776999925, -22.65401822960716}
{196.08249127809023, -22.65382836633438}
{196.0824265171107, -22.653731160658364}
{196.082519680489, -22.653870998091858}
{196.0826428426905, -22.654055863502144}
{196.08278413990297, -22.654267949408737}
{196.08302024399939, -22.654622339636656}
{196.08338615929495, -22.655171575363443}
{196.08414663035379, -22.656313035913968}
{196.08621836024975, -22.659422684756027}
{196.09075212490424, -22.666227826698265}
{196.12015288479037, -22.710358115648454}
{196.0526912886631, -22.609098837260156}
{196.06837720622244, -22.632643265262082}
{196.07193803489923, -22.637988038629118}
{196.07275696417702, -22.639217244465925}
{196.0734217069032, -22.640215017608405}
{196.0735595683738, -22.640421946495856}
{196.07300168034257, -22.639584561335898}
{196.07278423868775, -22.639258183273107}
{196.07238456637282, -22.638658278549137}
{196.07180369680592, -22.637786398300808}
{196.07109473851187, -22.63672225796938}
{196.070387345145, -22.635660466580287}
{196.0693984981217, -22.634176215661753}
{196.06814662110918, -22.632297158980652}
{196.06709509474575, -22.630718826909124}
{196.06606670707836, -22.629175225822237}
{196.064145634472, -22.626291712282438}
{196.06233678239442, -22.623576640795804}
{196.06043253276272, -22.62071837839694}
{196.05808764031823, -22.61719871490754}
{196.05511439170954, -22.61273589419366}
{196.05240537791926, -22.608669687680713}
{196.04754151239055, -22.60136906715155}
{196.04316748422332, -22.59480368830954}
{196.03771606948774, -22.58662116144969}
{196.02957902850375, -22.574407532577034}
{196.01944694739012, -22.559199365545222}
{196.00666297053067, -22.540010725696263}
{195.98853394779943, -22.512799217741637}
{196.08183951148, -22.64134067301744}
{196.08455069885818, -22.645264640877755}
{196.0855649324317, -22.646732565956466}
{196.06985838658008, -22.624000097660737}
{196.07586991918936, -22.632700735963972}
{196.08375305919722, -22.644110197470862}
{196.08576593665452, -22.647023484288557}
{196.07850396525814, -22.63651305531883}
{196.08587919653752, -22.6471874080897}
{196.078630125592, -22.636695650258407}
{196.08587521605497, -22.647181647039915}
{196.08584301877622, -22.647135047130195}
{196.08574590859027, -22.646994497180902}
{196.08580449401208, -22.647079289295963}
{196.0858255689154, -22.64710979151946}
{196.0858762303153, -22.647183115003738}
{196.0856322224828, -22.646829956494596}
{196.08564234067765, -22.64684460080567}
{196.08552605629518, -22.64667629957238}
{196.08563829607021, -22.646838746946315}
{196.0854858430333, -22.646618097934027}
{196.085315352798, -22.646371343243047}
{196.08511384666042, -22.64607969847738}
{196.08524943599957, -22.646275940247076}
{196.0849960061605, -22.645909145037216}
{196.0847167372319, -22.645504952280543}
{196.08475182791813, -22.645555739889748}
{196.0846704275126, -22.645437927090207}
{196.08440337450963, -22.645051414741697}
{196.08441434053563, -22.645067286139586}
{196.08415873451065, -22.64469734128262}
{196.08396088568162, -22.644410989829126}
{196.0839171716926, -22.64434772150274}
{196.08389823342554, -22.644320311685217}
{196.08389167917298, -22.644310825555092}
{196.08397399371216, -22.64442996140263}
{196.08417958272204, -22.644727515409315}
{196.08477294964152, -22.645586309877057}
{196.08667087892212, -22.648333229384757}
{196.09102027516047, -22.654628217030535}
{196.12021178556523, -22.69687780462588}
{196.05258899451565, -22.59900568378399}
{196.0680587265039, -22.621395405578138}
{196.07139760783733, -22.626227850265355}
{196.07198583642128, -22.627079207894315}
{196.07240547113713, -22.62768655549092}
{196.07228494574585, -22.627512116141737}
{196.07145686106585, -22.62631360891349}
{196.07094920782137, -22.6255788699458}
{196.07024122278784, -22.624554185875795}
{196.06933236736086, -22.62323877716823}
{196.06827321229937, -22.62170583612041}
{196.06718888941705, -22.620136469069394}
{196.06579782594295, -22.618123148851126}
{196.06411559189198, -22.615688410329298}
{196.06259195502744, -22.613483213397746}
{196.06104664815868, -22.611246652938625}
{196.05858212737883, -22.60767969168428}
{196.05617128151104, -22.60419041544418}
{196.05360217539055, -22.600472085266155}
{196.0505310958372, -22.59602723665084}
{196.0467681488684, -22.590581031388737}
{196.04315048960794, -22.58534510458344}
{196.03736398039027, -22.576970148143225}
{196.03189585295632, -22.569055993452377}
{196.0252379613369, -22.559419863931343}
{196.01588973040404, -22.54588994046447}
{196.0044986654931, -22.529403373374002}
{195.99048577631763, -22.509122175845235}
{195.97161899804559, -22.48181582580737}
{196.06486258502497, -22.661324765370853}
{196.0679044701892, -22.665567103969945}
{196.06921653511444, -22.66739696386815}
{196.05348427732807, -22.64545610783463}
{196.0598994235408, -22.65440293551812}
{196.068220458339, -22.66600779408559}
{196.07056098786808, -22.669271993168593}
{196.06346127467367, -22.659370440117993}
{196.0712672932047, -22.670257035742743}
{196.06419413062244, -22.660392511271628}
{196.07187113678737, -22.671099180925797}
{196.07214940733496, -22.671487268516664}
{196.07236684341632, -22.67179051385004}

{196.07309669491968, -22.672808394880214}
{196.07348158034037, -22.673345171973452}
{196.0735739854411, -22.673474043940743}
{196.07393124968738, -22.673972299404166}
{196.07416772302906, -22.674302094886563}
{196.07464367510497, -22.674965877295783}
{196.07485975706896, -22.67526723412122}
{196.0750665450856, -22.675555629224103}
{196.07525151228654, -22.67581359211676}
{196.07578762059543, -22.67656127089134}
{196.07594096667057, -22.676775133656918}
{196.07607976879495, -22.676968712828423}
{196.0765484803782, -22.677622397347726}
{196.076912427661, -22.678129973249685}
{196.07710300502035, -22.678395760300834}
{196.07758887670317, -22.679073377003323}
{196.07782184384791, -22.67939828259872}
{196.07813017685865, -22.679828296541434}
{196.0786119784774, -22.680500236964598}
{196.07913822525157, -22.68123416243588}
{196.07969785203056, -22.68201464103956}
{196.08036937857526, -22.682951179675037}
{196.08118894197605, -22.684094176619983}
{196.08242395757614, -22.68581658034925}
{196.084995006851, -22.68940227178406}
{196.09005331633307, -22.696456798961684}
{196.1200309493339, -22.738264843225192}
{196.0530536834202, -22.644855583798584}
{196.06936719603067, -22.667607081800245}
{196.07356839883218, -22.673466252625378}
{196.07506543861356, -22.675554086092504}
{196.07644417587952, -22.67747692998889}
{196.07734169269997, -22.678728643990283}
{196.077600266906, -22.679089262250255}
{196.07824875910265, -22.679993676233217}
{196.07877839438515, -22.680732327458124}
{196.07919892227224, -22.68131881300607}
{196.07957202540842, -22.68183915803906}
{196.08003459508078, -22.68248427679597}
{196.0803246317598, -22.682888773919306}
{196.08047706407763, -22.683101362321203}
{196.08095531669525, -22.683768353160886}
{196.08160773160924, -22.684678237927333}
{196.08159196977093, -22.68465625581706}
{196.08189797202516, -22.68508301919059}
{196.08236791024518, -22.68573841442823}
{196.08273226186287, -22.686246554232305}
{196.08289086576025, -22.68646774977372}
{196.08375011450931, -22.68766609354333}
{196.08324447541577, -22.686960908393964}
{196.08392977574906, -22.687916656523488}
{196.08463428652715, -22.688899196332265}
{196.08434435478395, -22.688494845556708}
{196.0842396043473, -22.6883487562743}
{196.0846555211736, -22.688928811046623}
{196.0847976589821, -22.689127042300843}
{196.0712406149602, -22.653816978870374}
{196.07423628658597, -22.657844545830283}
{196.07546591653502, -22.65949773669189}
{196.0593271699173, -22.637799803548972}
{196.0657564997743, -22.64644379385971}
{196.07412091409046, -22.657689431882954}
{196.07639092960304, -22.66074138170236}
{196.06905229953608, -22.650874871723286}
{196.07687885050743, -22.661397372865277}
{196.06956901407167, -22.651569574832067}
{196.07725532829255, -22.66190353297824}
{196.07741657683215, -22.662120325528157}
{196.07751392253812, -22.662251203140283}
{196.07777525149075, -22.662602550012302}
{196.07800127510393, -22.66290643019356}
{196.07826139718316, -22.663256154470062}
{196.0782221476547, -22.6632033849667}
{196.0784487142964, -22.663507995229185}
{196.07854982226962, -22.663643931067057}
{196.07889035230298, -22.664101760790246}
{196.07896423538872, -22.664201093798695}
{196.07902519752344, -22.664283055078286}
{196.07906035769506, -22.6643303265964}
{196.07944660296536, -22.664849618722997}
{196.07944151652086, -22.664842780191147}
{196.07941732829659, -22.664810260040372}
{196.0797214894351, -22.665219193162876}
{196.07991461078527, -22.66547883749862}
{196.07992728831837, -22.665495881961363}
{196.0802318656871, -22.665905374689633}
{196.08027520274243, -22.665963639718008}
{196.08038778097216, -22.666114996880975}
{196.0806677095822, -22.66649135028745}
{196.08098439490217, -22.666917121697228}

{196.08177082345767, -22.667974445083207}
{196.08235397795124, -22.66875847419732}
{196.08334236779692, -22.670087326883237}
{196.08565623241654, -22.673198230165113}
{196.09044223893494, -22.679632834531667}
{196.12011283619225, -22.71952382798046}
{196.0528945209616, -22.629151350835844}
{196.06888714135502, -22.650652822808595}
{196.0727592643983, -22.655858745480526}
{196.073912716787, -22.65740951849942}
{196.07492704163465, -22.658773239812565}
{196.0754394612298, -22.659462168536677}
{196.07529256439415, -22.659264671308797}
{196.0755066484508, -22.65955249920882}
{196.0755734216559, -22.659642273252242}
{196.07549970578364, -22.659543165056}
{196.07534314681425, -22.659332677455463}
{196.07523450848745, -22.65918661734265}
{196.0749106077956, -22.658751145138826}
{196.07440077934626, -22.658065700111997}
{196.0741529403529, -22.65773248997894}
{196.07400843444992, -22.657538207269354}
{196.0731346960549, -22.65636349911336}
{196.0724873661041, -22.65549318852939}
{196.0718960953823, -22.654698247454043}
{196.07108075501722, -22.6536020532359}
{196.06992343841245, -22.65204608492498}
{196.06926566234824, -22.651161729937417}
{196.06709319153342, -22.648240925267054}
{196.0657992762415, -22.64650130519859}
{196.06419651115377, -22.64434644828552}
{196.06125049838138, -22.640385645771687}
{196.0579528166786, -22.63595203770979}
{196.0544285804274, -22.6312138356443}
{196.04973767220972, -22.624907087338617}
{196.0807027182282, -22.642678829331604}
{196.08359553273607, -22.6464296029437}
{196.08468602099248, -22.647843511289885}
{196.06808690393098, -22.626321381167322}
{196.07447206473714, -22.63460027101518}
{196.08282057196527, -22.645424802116857}
{196.08496145527855, -22.648200634655097}
{196.0773268310659, -22.638301712011682}
{196.08511299055522, -22.64839711269252}
{196.07750834733434, -22.638537062888123}
{196.08514172679702, -22.64843437161007}
{196.08512475990443, -22.648412372628556}
{196.0850400998697, -22.64830260388139}
{196.0851189003936, -22.648404775287485}
{196.08515863034245, -22.648456288456856}
{196.08522950785468, -22.648548187021984}
{196.0849932448407, -22.64824185245541}
{196.08502267224037, -22.648280007516476}
{196.08492093013868, -22.64814809045468}
{196.08505734729968, -22.64832496660295}
{196.08491919619442, -22.64814584225232}
{196.08476321483872, -22.647943599505222}
{196.08457609027906, -22.647700977014697}
{196.08473845262287, -22.647911493241427}
{196.08449948264777, -22.647601648875543}
{196.08423523401035, -22.64725902863028}
{196.08429595039524, -22.647337752452206}
{196.0842375558446, -22.64726203908067}
{196.08398973315056, -22.64694071643149}
{196.0840282857833, -22.64699070311302}
{196.08379513732385, -22.64668840682442}

{196.0836090874335, -22.64644717773162}
{196.08362184325648, -22.646463716712667}
{196.08364838362493, -22.646498128498603}
{196.08376617416926, -22.64665085369554}
{196.08400950119184, -22.646966347334313}
{196.08464431224095, -22.64778943243888}
{196.08659011922555, -22.65031233235949}
{196.0909882204666, -22.656014834899295}
{196.12022469910315, -22.693922351016475}
{196.05266315773886, -22.606323216729187}
{196.06820244581505, -22.626471190789974}
{196.0716119384246, -22.630891880355765}
{196.07228336121995, -22.631762435621713}
{196.07278929213774, -22.6324184169613}
{196.07276643167057, -22.632388776472155}
{196.07205696795384, -22.631468898000826}
{196.07167245487332, -22.6309703449439}
{196.0711043174151, -22.630233707672257}
{196.07035578285914, -22.629263170621716}
{196.06947979491275, -22.628127379693908}
{196.0686003456075, -22.626987100827705}
{196.0674520427862, -22.62549823110957}
{196.066057705973, -22.623690357942788}
{196.06484947199826, -22.622123782520337}
{196.06366069894796, -22.620582439798333}
{196.06166587487712, -22.617995985165514}
{196.05978728422943, -22.615560236793037}
{196.05784103922946, -22.61303676894931}
{196.055534946492, -22.61004672870883}
{196.05273242187042, -22.606413023412692}
{196.0502146551996, -22.603148530385347}
{196.04600938455434, -22.59769604868449}
{196.04236522484055, -22.592971093781397}
{196.03808050196906, -22.587415595688462}
{196.0321027339903, -22.57966492438442}
{196.0252691752456, -22.57080464946989}
{196.01754641647952, -22.560791453077996}
{196.00792193984708, -22.548312521959144}
{196.0649993920052, -22.66116372542431}
{196.06821600302925, -22.665187144994718}
{196.06959760611517, -22.666915289570788}
{196.0529750538756, -22.646123374884624}
{196.05975319379297, -22.654601646142943}
{196.06852680789402, -22.665575907691267}
{196.07098532559368, -22.668651084687525}
{196.06350842842647, -22.659298789939008}
{196.07171019560258, -22.66955777068654}
{196.06427573500466, -22.66025855668731}
{196.0723240689301, -22.670325619189605}
{196.0726050145537, -22.670677033181402}
{196.07282151927964, -22.670947842845663}
{196.07320842083197, -22.67143178923082}
{196.07356044792547, -22.671872113748385}
{196.07394913071528, -22.67235828815102}
{196.0740320184761, -22.672461966288182}
{196.07438997376912, -22.672909705949756}
{196.0746212587197, -22.67319900309808}
{196.0751001715107, -22.673798039500486}
{196.0753081833062, -22.674058225989466}
{196.07550565513662, -22.6743052288199}
{196.0756796350426, -22.67452284734862}
{196.0762151845389, -22.675192726394684}
{196.07635418524785, -22.675366592046625}
{196.07647729028207, -22.67552057498087}
{196.0769385685229, -22.67609755363564}
{196.07729032175223, -22.676537535596847}
{196.07746264969126, -22.676753087802943}
{196.07793580095333, -22.677344917537212}
{196.07814828295164, -22.67761069547055}
{196.07843600880614, -22.6779705903491}
{196.0788983307494, -22.678548874493668}
{196.0794030785301, -22.679180225963847}
{196.07993861676275, -22.679850090921008}
{196.08058402054914, -22.680657378530732}
{196.08137488106198, -22.681646607144618}
{196.08257946139523, -22.683153327121218}
{196.0851203138052, -22.686331490484886}
{196.09014217497264, -22.692612963236755}
{196.12006687143278, -22.730043541095135}
{196.0530677070633, -22.646239267868218}
{196.06933842893187, -22.666591104102352}
{196.07349115911333, -22.67178544552497}
{196.07494124843362, -22.67359925443956}
{196.07626383017933, -22.67525357360939}
{196.07710211564745, -22.67630212257377}
{196.07730543032537, -22.676556433787635}
{196.07788489609644, -22.677281244436575}
{196.078340561036, -22.6778512018301}
{196.07868250946672, -22.678278919697778}
{196.07897083432306, -22.67863956382321}
{196.07933676073856, -22.679097273969212}
{196.07952780434846, -22.679336236216457}
{196.07957869926884, -22.67939989688826}
{196.07992818536312, -22.679837043058814}
{196.0804268210462, -22.68046074936048}
{196.08028471586098, -22.680283000550038}
{196.0804286589088, -22.680463048206203}
{196.08070466466214, -22.680808283281635}
{196.08086104373507, -22.681003886236926}
{196.08080707067785, -22.680936375352662}
{196.08134863525882, -22.68161377822089}
{196.0806489680027, -22.680738616471423}
{196.08095500819078, -22.6811214193882}
{196.08121629593242, -22.681448244797075}
{196.08057930390845, -22.680651478835586}
{196.08003878950737, -22.679975389559242}
{196.07982880687553, -22.6797127378976}
{196.0792903645558, -22.6790392404338}
{196.07678209635566, -22.647293920867195}
{196.07985035746435, -22.650997381281957}
{196.0810476002643, -22.65244248036557}
{196.06392494695868, -22.631775051334436}
{196.0706116928324, -22.63984610453678}
{196.07932100164405, -22.650358436858294}
{196.0816037507524, -22.653113766558118}
{196.07378762982322, -22.64367953217171}
{196.08189946661903, -22.653470702284036}
{196.07412644741973, -22.64408849265844}
{196.0820713813837, -22.653678207285434}
{196.08212637689348, -22.65374458810706}
{196.08211270147058, -22.653728081562967}
{196.08226832048186, -22.653915917222193}
{196.0823847767033, -22.65405648251008}
{196.08253434438768, -22.654237014081193}
{196.08236987489627, -22.654038495692646}
{196.08247956348893, -22.654170892299884}
{196.082456235023, -22.654142734314945}
{196.08267841238725, -22.654410907408568}
{196.08262111047227, -22.654341742703732}
{196.0825475317076, -22.654252931473984}
{196.08244424563134, -22.654128262848573}
{196.08269981802547, -22.654436744497076}
{196.08254804058666, -22.654253545702474}
{196.08237314950762, -22.65404244822243}
{196.0825317656667, -22.654233901506725}
{196.08257166623966, -22.65428206239895}
{196.0824219837134, -22.654101392211132}
{196.08256615138916, -22.65427540584988}
{196.08243790932312, -22.65412061478153}
{196.0823749186617, -22.654044583631382}
{196.08247625805043, -22.65416690256098}
{196.0826080167827, -22.654325938324885}
{196.08275760615638, -22.654506496075463}
{196.08300333026315, -22.654803090618756}
{196.08337964596686, -22.655257312167347}
{196.08415371876248, -22.65619163550393}
{196.08624709970618, -22.65871839355462}
{196.09079871820052, -22.664212299816086}
{196.1201994557979, -22.69969965372731}
{196.0527848331789, -22.61832868254848}
{196.06850930004393, -22.637308468986067}
{196.0721063237243, -22.641650157760008}
{196.07297839929248, -22.642702772655205}
