{-93.05827752942201, -2.558804050354751}	{-93.05827752942143, 2.558804050354721}
{-93.0455613565876, 2.5583816041837077}	{-93.04556135658663, -2.5583816041836864}
{-93.04610562679224, 2.558394806424959}	{-93.04610562679106, -2.558394806424931}
{-93.04415452595906, 2.558348675465571}	{-93.04415452595852, -2.5583486754655596}
{-93.0444999492992, -2.5583566349124656}	{-93.04449994929806, 2.5583566349124403}
{-93.04609590308269, 2.5583924694395783}	{-93.046095903081, -2.5583924694395423}
{-93.0411617811143, -2.5582845398089744}	{-93.04116178111137, 2.558284539808911}
{-93.03947172587766, -2.5582485344107573}	{-93.03947172587715, 2.5582485344107466}
{-93.04514639800625, -2.5583662522637662}	{-93.04514639800544, 2.5583662522637503}
{-93.0359511031098, -2.558180581440531}	{-93.03595110310826, 2.5581805814405}
{-93.04105752248886, -2.5582809061092675}	{-93.0410575224852, 2.5582809061091965}
{-93.03712990080379, -2.5582058539508106}	{-93.03712990080223, 2.5582058539507813}
{-93.03349768251998, -2.5581383825696586}	{-93.0334976825199, 2.5581383825696573}
{-93.04019123994964, -2.558259195631606}	{-93.04019123994892, 2.558259195631593}
{-93.03125735264892, -2.5581026168843253}	{-93.03125735264538, 2.558102616884264}
{-93.03798315767324, -2.5582170052380926}	{-93.03798315767304, 2.558217005238089}
{-93.02583782728937, -2.5580167161340612}	{-93.02583782728834, 2.5580167161340435}	{-93.02583782728726, 2.5580167161340266}	{-93.02583782728684, -2.5580167161340195}
{-93.03441027372551, 2.5581536800476044}	{-93.03441027372541, -2.5581536800476026}
{-93.02799799128653, 2.5580545100053853}	{-93.02799799128641, -2.558054510005385}
{-93.03152428594126, -2.5581072432779597}	{-93.03152428593852, 2.5581072432779166}
{-93.02343047292214, -2.5579903459093174}	{-93.02343047292021, 2.557990345909288}
{-93.02924093658689, -2.5580712907099206}	{-93.0292409365849, 2.5580712907098926}
{-93.01870184776833, 2.5579298871794243}	{-93.0187018477648, -2.557929887179379}
{-93.02568619753961, 2.558019992306497}	{-93.02568619753882, -2.5580199923064866}
{-93.0193522700439, -2.5579415644258017}	{-93.01935227004346, 2.5579415644257972}
{-93.02570307115302, 2.5580168791642186}	{-93.02570307115064, -2.5580168791641924}
{-93.01320649658498, -2.5578752940234195}	{-93.01320649658479, 2.5578752940234177}
{-93.01621029616193, -2.557907717037766}	{-93.01621029615943, 2.55790771703774}
{-93.01965159606624, -2.557943000567319}	{-93.01965159606095, 2.557943000567268}
{-93.01645171067547, 2.5579119538345205}	{-93.01645171067439, -2.557911953834511}
{-93.00775520434122, -2.557832466394091}	{-93.0077552043383, 2.5578324663940633}
{-93.01129518822817, 2.5578627955131332}	{-93.01129518822559, -2.557862795513113}
{-93.0117537610804, -2.557866456611763}	{-93.0117537610794, 2.557866456611756}
{-93.01021197588938, 2.557855071407574}	{-93.01021197588848, -2.5578550714075683}
{-93.00772624252353, 2.557838247240088}	{-93.00772624252286, -2.557838247240084}
{-93.00531758078478, -2.5578234735564216}	{-93.00531758078382, 2.557823473556413}
{-93.00396092627591, 2.557816041291943}	{-93.00396092627422, -2.5578160412919315}
{-93.00457470419684, -2.5578189878258315}	{-93.00457470419468, 2.557818987825823}
{-93.00034768809483, 2.557801672735128}	{-93.00034768809142, -2.5578016727351183}
{-92.99982452872244, -2.557799913621804}	{-92.99982452871926, 2.557799913621792}
{-92.99636192828196, -2.557790924592622}	{-92.99636192828093, 2.557790924592621}
{-92.99809364012603, -2.557794030193975}	{-92.99809364012566, 2.5577940301939712}
{-92.99155204319558, -2.557787827251547}	{-92.99155204319479, 2.5577878272515435}
{-92.99838368968497, -2.557788222938729}	{-92.99838368968622, 2.557788222938729}
{-92.99211565575585, -2.55779377241136}	{-92.99211565575585, 2.55779377241136}
{-92.9934775620766, -2.5577911972593568}	{-92.99347756207911, 2.5577911972593483}
{-92.9903069725157, 2.5578005947572957}	{-92.9903069725162, -2.5578005947572953}
{-92.98955722152861, 2.557803681312087}	{-92.98955722152873, -2.557803681312086}
{-92.98600288023134, 2.557822734861886}	{-92.98600288023222, -2.55782273486188}
{-92.99140162465618, 2.5577865327611855}	{-92.99140162465953, -2.5577865327611553}
{-92.9847871095742, -2.5578406044629087}	{-92.98478710957468, 2.557840604462906}
{-92.98765034222187, 2.5578125775875598}	{-92.98765034222436, -2.557812577587537}
{-92.98558152404877, 2.5578365095627578}	{-92.9855815240509, -2.5578365095627293}
{-92.9840905373032, 2.5578567172370628}	{-92.98409053730383, -2.5578567172370503}
{-92.98364114366537, 2.5578638086960206}	{-92.98364114366561, -2.557863808696015}
{-92.98079945602694, -2.5579158278152647}	{-92.98079945602721, 2.557915827815261}
{-92.98345951301438, 2.5578594562248833}	{-92.9834595130179, -2.5578594562247954}
{-92.98147131342647, -2.5579082365346184}	{-92.98147131342705, 2.557908236534605}
{-92.9790491545415, -2.557977214675082}	{-92.97904915454335, 2.5579772146750264}
{-92.9820337994246, 2.557878214782988}	{-92.98203379942599, -2.5578782147829333}
{-92.9801312698415, 2.557952188579387}	{-92.98013126984257, -2.5579521885793426}
{-92.97902420899275, 2.558003149049799}	{-92.9790242089928, -2.558003149049782}
{-92.97886270571186, -2.55801206518238}	{-92.97886270571232, 2.5580120651823495}
{-92.97966609079816, -2.5579578977353594}	{-92.97966609079889, 2.5579578977353115}
{-92.97880455055748, -2.5580307859864906}	{-92.97880455055785, 2.5580307859864457}
{-92.97913569426636, 2.5579941736409944}	{-92.97913569426723, -2.5579941736408984}
{-92.97880245808274, 2.5580456250624435}	{-92.97880245808291, -2.558045625062408}
{-92.97833006122057, 2.5581613164900157}	{-92.97833006122062, -2.558161316489998}
{-92.97848183287225, -2.558079449817532}	{-92.97848183287226, 2.5580794498175248}
{-92.9784925854417, 2.5581256558671517}	{-92.97849258544173, -2.5581256558670877}
{-92.97853877603431, 2.558146671763154}	{-92.97853877603407, -2.5581466717630654}
{-92.97837734862257, -2.558106807201754}	{-92.9783773486224, 2.558106807201716}
{-92.97901576525359, -2.5582168173373394}	{-92.97901576525335, 2.5582168173373225}
{-92.97875590184512, 2.558182017612837}	{-92.97875590184437, -2.5581820176127574}
{-92.97903150137006, -2.558212474903333}	{-92.97903150136831, 2.5582124749031707}
{-92.97816275663615, -2.5581301753418706}	{-92.9781627566345, 2.5581301753417356}
{-92.97983162803285, -2.55826926970327}	{-92.97983162803206, 2.55826926970321}
{-92.98035271463623, -2.558308211077007}	{-92.98035271463552, 2.55830821107696}
{-92.98045700320907, -2.5583153022878173}	{-92.98045700320867, 2.55831530228779}
{-92.97897174110497, 2.558222354169653}	{-92.97897174110467, -2.5582223541696263}
{-92.98108795113112, -2.5583453407616124}	{-92.98108795113062, 2.558345340761589}
{-92.98089887612201, -2.5583350604747253}	{-92.98089887612076, 2.558335060474654}
{-92.98145901036611, 2.5583637320223893}	{-92.98145901036459, -2.558363732022318}
{-92.98340909686604, -2.5584581917317766}	{-92.98340909686314, 2.558458191731641}
{-92.98167336241785, 2.5583782698095607}	{-92.98167336241703, -2.558378269809519}
{-92.9819901081686, 2.558392187348868}	{-92.98199010816832, -2.5583921873488538}
{-92.98424545053511, 2.5584870630601095}	{-92.98424545053304, -2.5584870630600256}
{-92.98174392064126, -2.558386015739273}	{-92.98174392063969, 2.55838601573921}
{-92.98602558886755, 2.5585525183604765}	{-92.98602558886613, -2.5585525183604187}
{-92.98252603250674, -2.5584212053383304}	{-92.98252603250381, 2.558421205338218}
{-92.9854858364625, -2.558528589179262}	{-92.98548583645972, 2.558528589179159}
{-92.98494152344668, 2.558509460155827}	{-92.98494152344568, -2.558509460155798}
{-92.98703218069636, 2.558580748348146}	{-92.98703218069444, -2.5585807483480787}
{-92.98631439848896, 2.558556965190447}	{-92.98631439848263, -2.55855696519024}
{-92.98650546639345, 2.5585631255011867}	{-92.98650546639195, -2.5585631255011396}
{-92.98599024179494, -2.5585469414018918}	{-92.98599024179325, 2.5585469414018402}
{-92.98812353209811, 2.558612301111045}	{-92.98812353209415, -2.5586123011109256}
{-92.9864143101399, 2.558561170339417}	{-92.98641431013594, -2.558561170339298}
{-92.98903022082482, -2.558637650398911}	{-92.98903022082094, 2.558637650398798}
{-92.98892995716702, -2.5586347829576432}	{-92.9889299571654, 2.558634782957595}
{-92.99165875795785, 2.558711185249211}	{-92.9916587579541, -2.5587111852491073}
{-92.98859407424393, 2.558627115828192}	{-92.98859407423883, -2.558627115828051}
{-92.99012326422385, -2.558668244166775}	{-92.99012326422219, 2.558668244166734}
{-92.99354936331866, 2.5587586487336185}	{-92.9935493633183, -2.5587586487336114}
{-92.99019687693851, 2.5586718047128154}	{-92.99019687693298, -2.5586718047126724}
{-92.9915971314068, -2.5587074346303043}	{-92.99159713140307, 2.5587074346302083}
{-92.99133261761686, 2.558700819698426}	{-92.99133261761659, -2.5587008196984207}
{-92.99416709335732, -2.558770520878652}	{-92.99416709334542, 2.558770520878362}
{-92.99355119773678, -2.5587556213202913}	{-92.99355119773352, 2.558755621320212}
{-92.99434556979611, -2.558774535437005}	{-92.99434556979283, 2.5587745354369247}
{-92.99256266231882, 2.5587327358373217}	{-92.99256266231549, -2.5587327358372427}
