{-224.4787405772954, -8.599429964612453}	{-224.4787405772525, 8.599429964610662}
{-223.99347297851077, -8.58562310015031}	{-223.99347297846674, 8.585623100147975}
{-223.983763533781, -8.585098309478097}	{-223.98376353377455, 8.585098309477726}
{-224.0130379593194, -8.58662917468181}	{-224.0130379592652, 8.586629174679226}
{-224.00584674183173, 8.586263697065945}	{-224.00584674180453, -8.5862636970645}
{-224.01095274959567, -8.586516811582833}	{-224.01095274953127, 8.58651681157967}
{-224.01039068896836, -8.586489557274817}	{-224.01039068887678, 8.586489557270548}
{-224.03343150614856, 8.587584964604824}	{-224.0334315061267, -8.58758496460383}
{-224.05702192959947, -8.588686694997508}	{-224.05702192953547, 8.588686694994616}
{-224.05370885938558, -8.588534445898862}	{-224.05370885931677, 8.588534445895759}
{-224.04897684971905, -8.588320174365656}	{-224.04897684969822, 8.588320174364727}
{-224.0962124935822, 8.590430160631257}	{-224.0962124934172, -8.590430160623983}
{-224.06700624570823, -8.589141830823609}	{-224.06700624560102, 8.589141830818942}
{-224.10107660251055, -8.590627274394562}	{-224.1010766024035, 8.590627274389949}
{-224.08660365391955, -8.590003113565702}	{-224.08660365385938, 8.590003113563093}
{-224.1263193028416, 8.591698446174298}	{-224.1263193027351, -8.591698446169769}
{-224.12450040630105, 8.591621548336207}	{-224.12450040609295, -8.591621548327591}
{-224.13971193475956, 8.59225882450227}	{-224.13971193448864, -8.592258824490882}
{-224.1232471965972, 8.59157496500755}	{-224.1232471965625, -8.591574965006119}
{-224.14665978254055, 8.592539465277312}	{-224.1466597823358, -8.592539465268937}
{-224.16844209300734, 8.593429815139684}	{-224.16844209297307, -8.593429815138187}
{-224.19822457489394, -8.594638108826295}	{-224.1982245748104, 8.59463810882298}
{-224.1626848422515, 8.593206504747718}	{-224.16268484218384, -8.593206504744977}
{-224.19470398237544, -8.594487475180783}	{-224.19470398212255, 8.594487475170624}
{-224.20071225544933, 8.594726262226349}	{-224.20071225544282, -8.594726262226018}
{-224.21813855504607, 8.595414443904106}	{-224.21813855489654, -8.595414443898214}
{-224.2100922065387, -8.595098630962339}	{-224.21009220617927, 8.595098630948348}
{-224.2444597068945, -8.596439539985129}	{-224.24445970676362, 8.596439539980036}
{-224.2299490583807, 8.59587662843554}	{-224.2299490583059, -8.595876628432586}
{-224.23850092019612, 8.596206535402745}	{-224.2385009201139, -8.596206535399588}
{-224.25818492936787, 8.596961785298998}	{-224.25818492890775, -8.596961785281334}
{-224.28143471102706, -8.597849160071746}	{-224.28143471081623, 8.59784916006375}
{-224.2566202977981, 8.596906914607004}	{-224.25662029766107, -8.596906914601842}
{-224.28260131782648, -8.597888535605769}	{-224.28260131758262, 8.597888535596622}
{-224.27491763043852, -8.5975996422748}	{-224.27491763040055, 8.597599642273424}
{-224.314818124548, -8.59909269632274}	{-224.31481812387534, 8.599092696297667}
{-224.28292224206518, -8.597904721208119}	{-224.2829222419898, 8.597904721205358}
{-224.31492860034248, -8.599091383757044}	{-224.31492860017084, 8.599091383750714}
{-224.32436154373846, -8.599439559315297}	{-224.32436154367437, 8.599439559312874}
{-224.31857203396422, -8.599226799117389}	{-224.31857203358135, 8.599226799103338}
