{-71.32161732790956, 0.7364036788810212}	{-71.32161732790955, -0.736403678881021}
{-71.29860995048034, -0.7360635061669655}	{-71.29860995047791, 0.7360635061669466}
{-71.30869797382373, -0.7361372215472244}	{-71.3086979738236, 0.7361372215472243}
{-71.30022168505474, 0.7360772964003165}	{-71.30022168505343, -0.7360772964003077}
{-71.30203169520946, -0.7360896621136611}	{-71.30203169520652, 0.736089662113642}
{-71.29991398688564, 0.7360756950652346}	{-71.29991398688377, -0.736075695065223}
{-71.29396824369128, -0.7360378911489471}	{-71.29396824368764, 0.7360378911489254}
{-71.29910490245608, -0.7360693387236881}	{-71.29910490245453, -0.7360693387236784}	{-71.29910490245383, 0.7360693387236749}	{-71.29910490245358, 0.736069338723673}
{-71.30084469375579, -0.7360795815361775}	{-71.3008446937526, 0.7360795815361592}
{-71.29929911261203, 0.7360708467101307}	{-71.29929911260984, -0.7360708467101185}
{-71.29458720699564, 0.7360453349259828}	{-71.29458720699024, -0.7360453349259546}
{-71.30185182093929, -0.7360829514293625}	{-71.30185182093891, 0.7360829514293614}
{-71.29131238140761, 0.7360308844272626}	{-71.29131238140737, -0.7360308844272608}
{-71.29307931024904, 0.7360391902059839}	{-71.29307931024897, -0.7360391902059833}
{-71.29234819430155, 0.736035928182805}	{-71.29234819430133, -0.7360359281828033}
{-71.30435226316276, -0.7360866241738849}	{-71.30435226316156, 0.7360866241738797}
{-71.28403640947874, -0.7360057648696314}	{-71.28403640947813, 0.7360057648696297}
{-71.29173390979685, 0.7360345125079315}	{-71.29173390979369, -0.7360345125079208}
{-71.29756879221621, -0.7360548874450976}	{-71.29756879221492, 0.736054887445093}
{-71.28663938664617, -0.7360194334998598}	{-71.286639386643, 0.7360194334998499}
{-71.28908706149251, -0.7360267594967558}	{-71.28908706148843, 0.736026759496743}
{-71.2900897641809, 0.7360295087857627}	{-71.29008976417785, -0.7360295087857532}
{-71.2897903844083, -0.7360287640739053}	{-71.28979038440578, 0.7360287640738991}
{-71.28833329835018, 0.7360255151656804}	{-71.28833329834691, -0.7360255151656728}
{-71.30061867553923, 0.7360497325962395}	{-71.3006186755383, -0.7360497325962382}
{-71.282651534735, -0.7360190818081828}	{-71.28265153473055, 0.7360190818081752}
{-71.2931735652471, 0.7360341966705534}	{-71.29317356524443, -0.7360341966705496}
{-71.27409637322548, 0.7360120173070398}	{-71.27409637322454, -0.7360120173070385}
{-71.29775934065862, 0.7360330115088309}	{-71.29775934065766, -0.7360330115088289}
{-71.27819362289796, 0.7360211366798659}	{-71.27819362289786, -0.7360211366798651}
{-71.28681364982789, 0.7360238789513718}	{-71.28681364982481, -0.7360238789513708}
{-71.28130463606827, -0.7360237299071539}	{-71.28130463606989, 0.736023729907154}
{-71.28973206220294, 0.7360214554282559}	{-71.28973206220414, -0.7360214554282555}
{-71.28456042135683, 0.736024419154343}	{-71.2845604213583, -0.7360244191543424}
{-71.27974684623166, 0.7360286863000253}	{-71.27974684623182, -0.7360286863000236}
{-71.27540961257014, 0.7360339217616777}	{-71.27540961257259, -0.736033921761675}
{-71.28481828791422, 0.7360195111624387}	{-71.284818287917, -0.7360195111624339}
{-71.28173545240547, -0.7360252579720317}	{-71.28173545240922, 0.7360252579720247}
{-71.2794459122473, -0.7360303156907106}	{-71.27944591224777, 0.7360303156907088}
{-71.27804282443542, 0.7360339120958415}	{-71.27804282443698, -0.7360339120958366}
{-71.28998039304958, -0.7359990174463985}	{-71.28998039305111, 0.7359990174463923}
{-71.27840031241014, -0.7360372020584547}	{-71.27840031241098, 0.7360372020584528}
{-71.26821628660589, -0.7360747976675283}	{-71.26821628660684, 0.7360747976675248}
{-71.28289919279504, -0.736014753513047}	{-71.28289919279977, 0.7360147535130286}
{-71.27559303503497, -0.7360476303536848}	{-71.2755930350366, 0.7360476303536787}
{-71.2811008259251, -0.7360204837043605}	{-71.2811008259272, 0.7360204837043494}
{-71.27694353093531, 0.7360428190047015}	{-71.27694353093709, -0.7360428190046917}
{-71.27445185896795, -0.736057363700972}	{-71.27445185896907, 0.7360573637009657}
{-71.27365190885872, -0.736062419074817}	{-71.27365190885895, 0.7360624190748156}
{-71.27456033747642, -0.7360562229093043}	{-71.27456033747774, 0.7360562229092954}
{-71.27718446436894, -0.7360369560311483}	{-71.27718446436923, 0.736036956031146}
{-71.271825343683, -0.7360792457803845}	{-71.27182534368427, 0.7360792457803743}
{-71.27793990962027, 0.73602749014783}	{-71.27793990962063, -0.736027490147828}
{-71.2765771160955, 0.736039841852683}	{-71.2765771160961, -0.7360398418526767}
{-71.26833646695682, 0.7361198059402866}	{-71.26833646695896, -0.7361198059402638}
{-71.27961957465637, 0.7360028092086983}	{-71.27961957465922, -0.7360028092086679}
{-71.26748542435057, -0.736137201944836}	{-71.26748542435129, 0.7361372019448286}
{-71.2740131591562, -0.7360599962928687}	{-71.27401315915782, 0.7360599962928485}
{-71.27456750363558, 0.7360530038798195}	{-71.2745675036359, -0.7360530038798159}
{-71.26971867151371, 0.7361182778872625}	{-71.2697186715138, -0.7361182778872607}
{-71.2744094842531, 0.736050908229281}	{-71.27440948425364, -0.7360509082292742}
{-71.26717684220033, 0.7361617738100359}	{-71.26717684220043, -0.7361617738100346}
{-71.27569054442634, -0.7360224863950807}	{-71.27569054442704, 0.7360224863950715}
{-71.26686396368908, 0.7361767243445579}	{-71.26686396369065, -0.7361767243445296}
{-71.2727561696257, 0.7360666489978162}	{-71.27275616962717, -0.7360666489977882}
{-71.268881614845, -0.7361440734941639}	{-71.26888161484511, 0.7361440734941621}
{-71.27281703854719, 0.7360598434209428}	{-71.27281703854733, -0.7360598434209416}
{-71.26817263259835, -0.7361664745549935}	{-71.26817263259834, 0.7361664745549932}
{-71.27079331573242, 0.7361018157844812}	{-71.27079331573256, -0.7361018157844762}
{-71.27059755786692, 0.7361070137773422}	{-71.27059755786777, -0.7361070137773199}
{-71.26802033564815, -0.736180881083588}	{-71.26802033564962, 0.7361808810835456}
{-71.2716349416899, -0.7360688104603743}	{-71.27163494169112, 0.7360688104603338}
{-71.26919983293072, 0.7361507411937358}	{-71.26919983293165, -0.7361507411937054}
{-71.2687697090726, 0.7361665133900301}	{-71.26876970907256, -0.7361665133900291}
{-71.2701058589215, -0.7361129183642037}	{-71.27010585892154, 0.7361129183642032}
{-71.26696742022745, -0.7362514115938654}	{-71.26696742022749, 0.736251411593864}
{-71.27119042977836, -0.7360452976406746}	{-71.27119042977831, 0.736045297640673}
{-71.26652325807443, 0.7362992308091288}	{-71.26652325807464, -0.7362992308091186}
{-71.27044422694534, -0.7360593063686183}	{-71.27044422694566, 0.7360593063686005}
{-71.26726795554805, 0.736280256342963}	{-71.26726795554829, -0.7362802563429459}
{-71.26912915727293, 0.7361308930441689}	{-71.26912915727311, -0.736130893044151}
{-71.26878696924261, 0.7361631114672635}	{-71.26878696924308, -0.7361631114672196}
{-71.26817571402985, 0.7362324370177769}	{-71.26817571402987, -0.7362324370177686}
{-71.26844428037329, -0.736194452389588}	{-71.26844428037367, 0.7361944523895348}
{-71.26848906290542, 0.7361861251346613}	{-71.26848906290549, -0.7361861251346319}
{-71.26842835755473, 0.7362024131397651}	{-71.26842835755478, -0.7362024131397322}
{-71.26835301045656, 0.736238013021679}	{-71.26835301045656, -0.736238013021672}
{-71.26840405268669, 0.736145834202981}	{-71.26840405268676, -0.7361458342029484}
{-71.26846264809063, -0.7362061303296737}	{-71.26846264809059, 0.7362061303296322}
{-71.26861644995927, -0.7362684043256589}	{-71.26861644995927, 0.7362684043256357}
{-71.2682864740006, -0.7361843255217073}	{-71.2682864740004, 0.7361843255216683}
{-71.26855602994333, 0.7362347513588248}	{-71.26855602994316, -0.7362347513588026}
{-71.26877906656935, 0.7362678361402567}	{-71.26877906656927, -0.736267836140246}
{-71.26885116009586, -0.7362767311510091}	{-71.26885116009576, 0.7362767311510016}
{-71.26730292748789, 0.7361125575310696}	{-71.26730292748745, -0.7361125575310254}
{-71.2697275734206, -0.736338337780453}	{-71.2697275734204, 0.736338337780436}
{-71.26840512028664, 0.7362283559948087}	{-71.26840512028627, -0.7362283559947785}
{-71.26810730246679, -0.7362059190005378}	{-71.26810730246618, 0.7362059190004925}
{-71.26887733258398, 0.7362590013854422}	{-71.26887733258337, -0.7362590013854035}
{-71.27070260609732, 0.7363750959959304}	{-71.270702606097, -0.7363750959959081}
{-71.26879595183193, 0.7362623417720963}	{-71.26879595183189, -0.736262341772095}
{-71.26757469790978, -0.7361947544148199}	{-71.26757469790894, 0.7361947544147723}
{-71.26953977765652, 0.7362970097111089}	{-71.26953977765633, -0.7362970097111}
{-71.26909307083466, 0.7362750567343499}	{-71.26909307083427, -0.7362750567343304}
{-71.26869325818333, -0.7362564231034717}	{-71.26869325818285, 0.7362564231034495}
{-71.27107830958555, 0.7363621817151065}	{-71.27107830958462, -0.736362181715065}
{-71.26964912910395, 0.7363016974508154}	{-71.2696491291039, -0.7363016974508141}
{-71.27042343224623, -0.7363330619176176}	{-71.27042343224505, 0.73633306191757}
{-71.26961039499727, -0.7363014645549946}	{-71.26961039499564, 0.736301464554934}
{-71.26664180395944, 0.7361905116232133}	{-71.26664180395807, -0.7361905116231642}
{-71.27160443963199, 0.7363692019274442}	{-71.27160443963196, -0.7363692019274432}
{-71.27664896495111, -0.7364562786998863}	{-71.27664896495052, 0.7364562786998764}
