{-75.24698955903592, 1.264212937039393}	{-75.2469895590359, -1.2642129370393913}
{-75.23240202296728, -1.2639311409090859}	{-75.23240202296617, 1.2639311409090743}
{-75.2333364203513, -1.2639411707058825}	{-75.23333642034973, 1.2639411707058656}
{-75.23288273621745, -1.2639364403947975}	{-75.23288273621684, 1.263936440394791}
{-75.2218568919244, -1.2638248491303188}	{-75.2218568919241, 1.263824849130316}
{-75.23939778215069, -1.2639971150267877}	{-75.2393977821502, 1.2639971150267832}
{-75.22784337282948, 1.2638870760647118}	{-75.22784337282921, -1.263887076064709}
{-75.22653429570438, -1.2638749978690267}	{-75.22653429570326, 1.2638749978690167}
{-75.22622607708729, 1.263872244488587}	{-75.22622607708682, -1.2638722444885824}
{-75.22741409548914, 1.2638825116748886}	{-75.22741409548476, -1.263882511674852}
{-75.23059474753337, -1.2639090814692298}	{-75.23059474753319, 1.2639090814692289}
{-75.22578393821192, -1.2638702796333472}	{-75.22578393821065, 1.2638702796333365}
{-75.22370283518312, 1.2638540927035369}	{-75.22370283518286, -1.2638540927035355}
{-75.22485007743654, 1.2638626881540211}	{-75.2248500774358, -1.2638626881540147}
{-75.21897409498662, -1.263820342176883}	{-75.21897409498348, 1.263820342176861}
{-75.22789861537025, -1.263882121341953}	{-75.22789861536893, 1.2638821213419444}
{-75.21973363387546, 1.2638279226178115}	{-75.21973363387558, -1.2638279226178109}
{-75.21631418302549, -1.2638062037274702}	{-75.21631418302489, 1.2638062037274667}
{-75.22909090182817, 1.2638837284102953}	{-75.22909090182755, -1.2638837284102915}
{-75.21461699309944, -1.263800049893667}	{-75.21461699309872, 1.263800049893663}
{-75.21698714990687, 1.263813067769201}	{-75.21698714990409, -1.2638130677691861}
{-75.21463859921573, -1.2638008463541437}	{-75.2146385992141, 1.2638008463541348}
{-75.21892217752824, -1.2638218948169286}	{-75.21892217752713, 1.2638218948169235}
{-75.21912861562147, -1.2638228489747472}	{-75.21912861562095, 1.2638228489747436}
{-75.21553038987736, -1.263807280960617}	{-75.21553038987712, 1.2638072809606165}
{-75.21947642233442, 1.263823179280331}	{-75.2194764223331, -1.2638231792803247}
{-75.20920823241212, 1.2637849100008363}	{-75.20920823241033, -1.263784910000831}
{-75.21801517775535, -1.2638150492949667}	{-75.21801517775366, 1.2638150492949614}
{-75.2132845063853, 1.2638003163103966}	{-75.21328450638504, -1.2638003163103964}
{-75.2062454178365, 1.2637806123841548}	{-75.20624541783609, -1.2637806123841535}
{-75.21885735319017, 1.263811918156064}	{-75.2188573531882, -1.2638119181560588}
{-75.2081867247014, 1.2637888791935052}	{-75.20818672469926, -1.2637888791935017}
{-75.20676863933944, 1.2637862879623105}	{-75.20676863933738, -1.2637862879623065}
{-75.20417007890318, -1.2637824151783603}	{-75.20417007890049, 1.2637824151783565}
{-75.21113089346481, 1.2637904059072735}	{-75.21113089346464, -1.263790405907272}
{-75.20701603007593, 1.2637871247469974}	{-75.20701603007521, -1.263787124746997}
{-75.20253529477615, -1.263785172397891}	{-75.20253529477775, 1.2637851723978908}
{-75.20803265824813, -1.2637855398303461}	{-75.2080326582509, 1.2637855398303457}
{-75.20358716037323, 1.2637869279106815}	{-75.20358716037589, -1.2637869279106801}
{-75.20930954277125, -1.2637829089883517}	{-75.20930954277317, 1.263782908988351}
{-75.20583925725144, 1.2637867409844608}	{-75.20583925725285, -1.2637867409844596}
{-75.20318914534177, -1.263790773393569}	{-75.20318914534272, 1.2637907733935672}
{-75.20155868371535, 1.263793957577215}	{-75.20155868371704, -1.2637939575772124}
{-75.20113143063503, -1.263794982711726}	{-75.20113143063564, 1.263794982711724}
{-75.19317936707559, 1.263817765868975}	{-75.19317936707694, -1.263817765868971}
{-75.20437330568205, -1.2637803151060374}	{-75.20437330568278, 1.2637803151060352}
{-75.19999273111875, 1.2637971599625804}	{-75.19999273111947, -1.2637971599625768}
{-75.1976320143666, -1.2638074822455159}	{-75.19763201436677, 1.2638074822455145}
{-75.19739162096806, 1.2638086656772414}	{-75.19739162096852, -1.2638086656772392}
{-75.1993507972018, 1.2637978929899336}	{-75.19935079720204, -1.2637978929899316}
{-75.19596951409015, 1.2638185378224882}	{-75.19596951409223, -1.2638185378224747}
{-75.19517420516462, 1.2638239039181904}	{-75.19517420516458, -1.2638239039181898}
{-75.19698393467154, 1.2638104707826752}	{-75.19698393467155, -1.263810470782675}
{-75.1945160776333, 1.2638305590095598}	{-75.19451607763446, -1.2638305590095502}
{-75.19493309758424, 1.2638268460984685}	{-75.1949330975862, -1.2638268460984485}
{-75.19818848955897, 1.2637952243181116}	{-75.19818848955998, -1.263795224318101}
{-75.19195288541876, -1.263861233342343}	{-75.19195288541982, 1.263861233342332}
{-75.19490867643842, -1.263827174969531}	{-75.19490867643857, 1.2638271749695291}
{-75.19512530425853, 1.2638244614275402}	{-75.1951253042593, -1.263824461427529}
{-75.19304653780843, 1.2638527691097559}	{-75.19304653781008, -1.263852769109733}
{-75.18909564860016, 1.2639112773330305}	{-75.18909564860091, -1.2639112773330212}
{-75.19335048860907, -1.2638427685048426}	{-75.19335048861016, 1.2638427685048255}
{-75.19127216684404, -1.2638791746603484}	{-75.19127216684484, 1.2638791746603342}
{-75.19243882747257, -1.263856909894805}	{-75.19243882747284, 1.2638569098947992}
{-75.19252729995237, 1.2638550679157547}	{-75.19252729995256, -1.263855067915752}
{-75.191832930613, -1.2638708745856908}	{-75.1918329306132, 1.2638708745856857}
{-75.19062104657209, 1.2639011207680897}	{-75.19062104657293, -1.2639011207680657}
{-75.18912561160326, -1.263942176472887}	{-75.18912561160374, 1.2639421764728729}
{-75.19058750902693, -1.2638978714154883}	{-75.19058750902704, 1.263897871415485}
{-75.19183483064452, -1.2638559617718346}	{-75.19183483064495, 1.2638559617718215}
{-75.19046880626406, -1.263907165771826}	{-75.19046880626466, 1.2639071657717984}
{-75.189430933036, 1.2639508966971909}	{-75.18943093303604, -1.2639508966971862}
{-75.18878658416227, -1.2639816832677422}	{-75.18878658416297, 1.2639816832677135}
{-75.19037986184739, -1.2638944614420144}	{-75.19037986184776, 1.2638944614419862}
{-75.19054793475075, 1.2638837723508014}	{-75.19054793475186, -1.2638837723507288}
{-75.18841077906565, -1.2640449137586982}	{-75.1884107790659, 1.2640449137586713}
{-75.19044378155189, -1.26385866992375}	{-75.19044378155196, 1.2638586699237382}
{-75.18885417797539, 1.2640422538307967}	{-75.18885417797549, -1.2640422538307945}
{-75.18937722571016, 1.263961497577326}	{-75.18937722571027, -1.26396149757731}
{-75.18953866220178, 1.2639247239288616}	{-75.18953866220184, -1.263924723928855}
{-75.18929401144287, -1.264028271689153}	{-75.18929401144284, 1.2640282716891453}
{-75.1893283117171, 1.26394381102688}	{-75.18932831171713, -1.2639438110268781}
{-75.18938659157519, 1.2639831061383917}	{-75.1893865915751, -1.2639831061383788}
{-75.18953309358987, -1.2640272211809167}	{-75.18953309358974, 1.2640272211808885}
{-75.18918178807408, 1.2639583034178832}	{-75.18918178807405, -1.2639583034178792}
{-75.18933612355143, 1.263980929464671}	{-75.18933612355113, -1.2639809294646414}
{-75.190182843272, -1.2640804919797513}	{-75.19018284327186, 1.2640804919797308}
{-75.18964757363949, -1.2640276954208147}	{-75.18964757363919, 1.2640276954207945}
{-75.18963064458032, -1.2640262515477885}	{-75.18963064458019, 1.2640262515477854}
{-75.19007205132993, 1.2640595041369762}	{-75.19007205132975, -1.2640595041369593}
{-75.18924574123699, 1.2640036107178951}	{-75.18924574123692, -1.2640036107178931}
{-75.19010570286036, 1.264056506616914}	{-75.19010570285978, -1.2640565066168783}
{-75.18882452222552, -1.2639841114583152}	{-75.18882452222515, 1.2639841114582921}
{-75.19079215915264, 1.2640870978056178}	{-75.19079215915214, -1.2640870978055936}
{-75.19161653277139, 1.2641273354037257}	{-75.1916165327705, -1.2641273354036833}
{-75.18839614871894, -1.2639798324525584}	{-75.18839614871784, 1.2639798324525107}
{-75.19223818129682, 1.2641457671233132}	{-75.19223818129637, -1.2641457671232936}
{-75.19037675825416, 1.264069638946234}	{-75.19037675825346, -1.2640696389462067}
{-75.18961087366065, -1.2640398590207556}	{-75.18961087366023, 1.2640398590207378}
{-75.19187934835298, -1.2641239832460074}	{-75.19187934835264, 1.2641239832459956}
{-75.19067182148272, 1.2640811488542574}	{-75.19067182148177, -1.2640811488542247}
{-75.19062665939401, 1.2640796123025462}	{-75.19062665939282, -1.2640796123025058}
{-75.19354230425776, -1.2641749700627996}	{-75.19354230425719, 1.2641749700627807}
{-75.19188228356697, 1.2641226681640765}	{-75.19188228356626, -1.2641226681640532}
{-75.19032751310061, 1.2640753831371516}	{-75.19032751309996, -1.2640753831371316}
{-75.19353906247298, -1.2641698191219013}	{-75.1935390624728, 1.2641698191218973}
{-75.1895896204263, -1.2640573515901103}	{-75.18958962042603, 1.2640573515901032}
{-75.19292556592278, -1.2641494832562825}	{-75.19292556592248, 1.2641494832562752}
{-75.19402013491495, 1.2641788379491605}	{-75.19402013491343, -1.2641788379491203}
{-75.19331155367792, -1.2641603612201604}	{-75.19331155367587, 1.2641603612201096}
{-75.19085296964056, -1.2640979546501916}	{-75.19085296963864, 1.2640979546501445}
{-75.19323233129533, 1.2641568059096124}	{-75.19323233129388, -1.2641568059095765}
{-75.19220432370126, -1.2641320055876688}	{-75.19220432369869, 1.2641320055876069}
{-75.19677063104835, 1.2642395476150687}	{-75.19677063104757, -1.2642395476150512}
{-75.1934810865448, -1.2641638511344109}	{-75.19348108654303, 1.26416385113437}
{-75.19334450047101, 1.2641607776401786}	{-75.19334450046998, -1.2641607776401553}
{-75.19142802585495, -1.264118575903046}	{-75.19142802585317, 1.2641185759030074}
{-75.19569021954425, 1.2642104832751568}	{-75.195690219543, -1.2642104832751313}
{-75.19412670953622, 1.2641774471212066}	{-75.19412670953444, -1.2641774471211704}
{-75.19420263481767, 1.264179020104939}	{-75.19420263481592, -1.2641790201049041}
{-75.19637861599502, -1.2642232467595294}	{-75.19637861599358, 1.2642232467595003}
{-75.19390432628029, 1.2641738824611117}	{-75.19390432627813, -1.2641738824610698}
{-75.19592332204945, 1.2642134424215732}	{-75.19592332204455, -1.2642134424214777}
{-75.19428722421391, 1.2641819433548693}	{-75.19428722421121, -1.264181943354818}
{-75.19571518095763, -1.2642089688501617}	{-75.19571518095727, 1.2642089688501563}
{-75.19735627677751, -1.264239514394979}	{-75.19735627677682, 1.2642395143949672}
{-75.1955165739818, -1.2642058242164307}	{-75.19551657398009, 1.264205824216399}
{-75.19565421715355, 1.264208305215455}	{-75.19565421715176, -1.2642083052154238}
{-75.19774574704164, -1.2642454254523219}	{-75.19774574703881, 1.264245425452271}
{-75.19509054409812, -1.2641990082386205}	{-75.19509054409755, 1.26419900823861}
{-75.1960391695967, 1.2642153485945957}	{-75.19603916959572, -1.264215348594579}
{-75.19912804688205, -1.2642677917011045}	{-75.1991280468802, 1.2642677917010734}
