{-70.98093786281652, -0.609752320693394}	{-70.98093786281652, 0.6097523206933937}
{-70.97546823117511, 0.6095471971483623}	{-70.97546823117473, -0.6095471971483546}
{-70.97182541851025, -0.609478225467169}	{-70.97182541850846, 0.6094782254671358}
{-70.97630251335632, 0.609561172693936}	{-70.97630251335544, -0.6095611726939195}
{-70.97140588753362, -0.6094723969857753}	{-70.97140588753275, 0.6094723969857594}
{-70.97581168620988, -0.6095505654225832}	{-70.97581168620965, 0.6095505654225805}
{-70.97122644416184, 0.609470951410586}	{-70.97122644416108, -0.6094709514105726}
{-70.97718187525768, 0.609572149048217}	{-70.97718187525703, -0.6095721490482059}
{-70.97458099189704, -0.6095288965765188}	{-70.9745809918962, 0.6095288965765047}
{-70.97352772021902, -0.6095117550502873}	{-70.97352772021735, 0.6095117550502608}
{-70.9744752964156, 0.6095268467387268}	{-70.9744752964154, -0.6095268467387235}
{-70.96719071937449, 0.6094133153941873}	{-70.96719071937366, -0.6094133153941742}
{-70.9733341029821, -0.6095070059631489}	{-70.97333410298111, 0.6095070059631335}
{-70.97178940012849, 0.609483954762919}	{-70.97178940012732, -0.6094839547629021}
{-70.9737438254213, 0.6095124903997141}	{-70.97374382542104, -0.6095124903997106}
{-70.96817967864074, -0.6094330139583374}	{-70.96817967864021, 0.6094330139583303}
{-70.9667083248817, 0.6094124562484955}	{-70.96670832488093, -0.6094124562484841}
{-70.96984319306567, -0.6094552976956296}	{-70.9698431930654, 0.6094552976956252}
{-70.97810205919215, -0.6095656854245951}	{-70.97810205919035, 0.6095656854245719}
{-70.96737836768769, -0.6094255344885788}	{-70.96737836768516, 0.6094255344885458}
{-70.97453167092085, 0.6095169320819914}	{-70.97453167092073, -0.6095169320819899}
{-70.96257865865638, -0.6093676543807764}	{-70.96257865865505, 0.6093676543807606}
{-70.96955831085144, -0.6094528372802611}	{-70.96955831084993, 0.6094528372802428}
{-70.97042792600332, 0.6094632076068977}	{-70.97042792600261, -0.6094632076068895}
{-70.96514857721166, -0.6094017121150934}	{-70.96514857721081, 0.609401712115084}
{-70.96713855230043, -0.6094243479613242}	{-70.96713855229946, 0.609424347961313}
{-70.96331162969808, 0.6093818503874767}	{-70.96331162969616, -0.6093818503874557}
{-70.9674545159104, 0.6094267514289126}	{-70.9674545159097, -0.6094267514289047}
{-70.96613262386373, -0.609412773201933}	{-70.96613262386248, 0.6094127732019198}
{-70.97348350737279, 0.6094885883724073}	{-70.97348350737174, -0.6094885883723969}
{-70.96143674756193, 0.6093674660501049}	{-70.96143674755899, -0.6093674660500767}
{-70.95841034625252, -0.6093378191452348}	{-70.958410346252, 0.6093378191452303}
{-70.96493315689534, -0.6094000607175335}	{-70.96493315689501, 0.6094000607175305}
{-70.96675995856083, 0.6094170330891728}	{-70.96675995856033, -0.6094170330891685}
{-70.96392266066913, 0.6093913836744951}	{-70.96392266066701, -0.6093913836744761}
{-70.97150438180557, 0.6094580408136183}	{-70.9715043818046, -0.6094580408136103}
{-70.95965039286573, -0.6093567613382109}	{-70.95965039286534, 0.6093567613382078}
{-70.95858174758503, -0.6093478955639066}	{-70.9585817475843, 0.6093478955639003}
{-70.95335855808561, -0.6093058453779538}	{-70.95335855808396, 0.6093058453779417}
{-70.97512183835654, -0.609475799576113}	{-70.97512183835651, 0.6094757995761131}
{-70.94648396439028, -0.6092591414575166}	{-70.9464839643881, 0.6092591414575008}
{-70.96088891402975, 0.6093646067794177}	{-70.96088891402935, -0.6093646067794154}
{-70.97195555249674, 0.609442999041463}	{-70.97195555249552, -0.6094429990414553}
{-70.94790214309755, -0.6092784547608873}	{-70.9479021430954, 0.6092784547608726}
{-70.96823091566057, -0.6094126170092323}	{-70.96823091565793, 0.6094126170092142}
{-70.9535216968121, -0.6093190674126904}	{-70.95352169681179, 0.6093190674126877}
{-70.95175085501326, -0.6093082353296133}	{-70.9517508550102, 0.6093082353295963}
{-70.96328291358635, 0.6093760181065115}	{-70.96328291358459, -0.6093760181065019}
{-70.95594846326578, 0.6093346706349992}	{-70.95594846325976, -0.6093346706349662}
{-70.94592985018998, -0.6092806387101013}	{-70.9459298501864, 0.6092806387100823}
{-70.965996365522, 0.6093840357950335}	{-70.9659963655195, -0.6093840357950213}
{-70.95119799350577, 0.6093113661629197}	{-70.9511979935049, -0.6093113661629159}
{-70.9504456217187, 0.6093078570326429}	{-70.95044562171842, -0.6093078570326415}
{-70.9639890946285, 0.6093677363654116}	{-70.96398909462776, -0.6093677363654089}
{-70.9429324053502, -0.6092798563863755}	{-70.94293240534915, 0.6092798563863707}
{-70.952679727154, -0.6093181002233732}	{-70.95267972715216, 0.609318100223365}
{-70.9607889064882, -0.6093479191632338}	{-70.96078890648599, 0.6093479191632247}
{-70.95106207619193, 0.609314601743841}	{-70.95106207619068, -0.6093146017438386}
{-70.93989036586281, -0.6092792145606473}	{-70.93989036586085, 0.6092792145606414}
{-70.95985971605533, 0.6093373914063103}	{-70.9598597160528, -0.6093373914063033}
{-70.9463265210326, 0.6093014471209326}	{-70.9463265210306, -0.6093014471209283}
{-70.94785746059603, -0.6093051094084263}	{-70.94785746059497, 0.6093051094084242}
{-70.94846147451798, 0.6093063948966958}	{-70.94846147451415, -0.6093063948966879}
{-70.9482598817391, 0.6093060197992516}	{-70.94825988173696, -0.6093060197992483}
{-70.94737396606877, -0.6093046118751922}	{-70.94737396606801, 0.609304611875192}
{-70.94592453871233, 0.6093027077845378}	{-70.9459245387122, -0.6093027077845372}
{-70.94403149589445, 0.6093007507966258}	{-70.94403149589405, -0.6093007507966256}
{-70.94181337448174, 0.6092990888756837}	{-70.94181337448016, -0.6092990888756827}
{-70.93938690876523, 0.6092979731643788}	{-70.93938690876374, -0.6092979731643785}
{-70.95212301153568, -0.6093001266176965}	{-70.95212301153357, 0.6093001266176953}
{-70.94962038810218, 0.6093004444695884}	{-70.94962038810253, -0.6093004444695883}
{-70.93228573446869, -0.6093080180165769}	{-70.93228573447206, 0.6093080180165753}
{-70.94494075652854, -0.6092985393461557}	{-70.9449407565308, 0.6092985393461539}
{-70.94311907066641, -0.609300476586126}	{-70.94311907066715, 0.6093004765861244}
{-70.9417252294814, -0.6093024125602272}	{-70.94172522948377, 0.6093024125602242}
{-70.94085181405208, -0.6093039164334981}	{-70.94085181405494, 0.6093039164334936}
{-70.94058647330286, -0.6093044637053429}	{-70.94058647330296, 0.6093044637053422}
{-70.94101162287794, -0.6093034384529602}	{-70.94101162288214, 0.60930343845295}
{-70.94220417144709, -0.609300135930787}	{-70.94220417144906, 0.6093001359307808}
{-70.93079222137096, -0.609335983112432}	{-70.93079222137094, 0.6093359831124316}
{-70.94699807114395, -0.6092789640996354}	{-70.94699807114485, 0.6092789640996336}
{-70.93789551313441, -0.6093145202251207}	{-70.93789551313654, 0.6093145202251115}
{-70.93009988765684, 0.6093481615836116}	{-70.93009988765975, -0.6093481615835998}
{-70.94870891174585, -0.6092602010020955}	{-70.94870891174808, 0.6092602010020844}
{-70.9312758005402, 0.6093500893950952}	{-70.93127580054275, -0.6093500893950812}
{-70.93966220391748, -0.6093030822148829}	{-70.93966220391927, 0.6093030822148716}
{-70.93743461821649, 0.6093165895725582}	{-70.93743461821684, -0.6093165895725564}
{-70.92520499254464, -0.6093966902211031}	{-70.92520499254667, 0.6093966902210884}
{-70.9373264463337, -0.6093112614829406}	{-70.93732644633494, 0.6093112614829292}
{-70.93966048039088, -0.6092936201558471}	{-70.93966048039194, 0.6092936201558401}
{-70.93282130323757, -0.6093490257982537}	{-70.93282130323844, 0.6093490257982478}
{-70.93829744557902, 0.6093015678971935}	{-70.93829744557996, -0.6093015678971839}
{-70.92498455749481, -0.6094248691306211}	{-70.92498455749647, 0.609424869130606}
{-70.93362666633254, 0.6093394532948863}	{-70.93362666633385, -0.6093394532948753}
{-70.934145058345, 0.6093339963641979}	{-70.93414505834583, -0.6093339963641892}
{-70.93645652918403, -0.6093080909729808}	{-70.93645652918542, 0.6093080909729653}
{-70.93150583272968, -0.6093671482251648}	{-70.93150583272975, 0.6093671482251632}	{-70.93150583273054, 0.6093671482251541}	{-70.93150583273052, -0.6093671482251539}
{-70.92862905625088, -0.6094036717420637}	{-70.92862905625243, 0.6094036717420456}
{-70.93619353853974, 0.6093015832496421}	{-70.93619353854099, -0.6093015832496226}
{-70.92905542243894, 0.6094040039540086}	{-70.92905542243936, -0.6094040039540031}
{-70.9320087929725, 0.6093589356782058}	{-70.93200879297252, -0.6093589356782049}
{-70.9292027727183, 0.6094044683228763}	{-70.92920277271924, -0.6094044683228598}
{-70.93572310000997, -0.6092919599368155}	{-70.93572310001007, 0.6092919599368136}
{-70.92992216811312, 0.609398474427804}	{-70.92992216811324, -0.6093984744278016}
{-70.92636442513168, 0.6094680920236317}	{-70.92636442513256, -0.609468092023616}
{-70.93129306612713, 0.6093653246304651}	{-70.93129306612856, -0.6093653246304349}
{-70.93176974870268, -0.6093547269748792}	{-70.93176974870342, 0.6093547269748616}
{-70.92832395729785, -0.6094365689670252}	{-70.9283239572985, 0.6094365689670098}
{-70.93245336572645, 0.6093316805454096}	{-70.93245336572753, -0.6093316805453789}
{-70.92774692133403, 0.6094597565028907}	{-70.92774692133463, -0.609459756502872}
{-70.9300818604653, 0.6093915391202239}	{-70.9300818604661, -0.6093915391202006}
{-70.92939128314761, 0.6094132380976133}	{-70.92939128314848, -0.609413238097585}
{-70.93047742036259, -0.6093764344947225}	{-70.93047742036265, 0.6093764344947225}
{-70.929092864577, -0.6094271840143759}	{-70.92909286457704, 0.609427184014373}
{-70.925665795526, -0.6095636383641704}	{-70.92566579552633, 0.6095636383641574}
{-70.9311058483406, -0.609327678035192}	{-70.93110584834109, 0.6093276780351738}
{-70.92784832578836, 0.6094823235245683}	{-70.92784832578842, -0.6094823235245658}
{-70.92929425351967, 0.6094067165695337}	{-70.92929425351977, -0.609406716569532}
{-70.92655355939996, -0.6095656207035278}	{-70.92655355940042, 0.6095656207034991}
{-70.93023334103907, -0.609327333526743}	{-70.93023334104022, 0.6093273335266627}
{-70.92813652070329, 0.6094804535828352}	{-70.92813652070379, -0.6094804535827991}
{-70.92739191015896, -0.6095426402516921}	{-70.92739191015934, 0.6095426402516604}
{-70.92937292317549, 0.6093508350391885}	{-70.92937292317582, -0.6093508350391444}
{-70.92766875010663, 0.609546268935786}	{-70.92766875010696, -0.6095462689357375}
{-70.92817224285234, 0.609475819452892}	{-70.92817224285271, -0.6094758194528439}
{-70.9282489746867, 0.6094621880014472}	{-70.92824897468684, -0.6094621880014182}
{-70.92809029734786, 0.6095004831825627}	{-70.9280902973479, -0.6095004831825597}
{-70.92786162023155, -0.6095855083423303}	{-70.92786162023154, 0.609585508342328}
{-70.92811924396143, 0.6093848993680707}	{-70.9281192439614, -0.6093848993680595}
{-70.92813472653967, 0.6095532042116639}	{-70.92813472653968, -0.6095532042116526}
{-70.9279473176414, -0.6094231124237895}	{-70.92794731764126, 0.609423112423748}
{-70.92857654644077, -0.6096509729532891}	{-70.92857654644067, 0.6096509729532553}
{-70.92757310247238, 0.6094030915918874}	{-70.92757310247222, -0.6094030915918588}
{-70.92810848886639, -0.6095040926918983}	{-70.92810848886643, 0.6095040926918947}
{-70.92881365217546, 0.6096118458499937}	{-70.92881365217524, -0.6096118458499732}
{-70.92837546503694, -0.6095553451410397}	{-70.9283754650369, 0.6095553451410384}
{-70.9278373750489, 0.6094951240898333}	{-70.92783737504865, -0.6094951240898002}
{-70.92892959782405, 0.6096032710940672}	{-70.92892959782398, -0.6096032710940658}
{-70.93213486528221, -0.6096789545774183}	{-70.932134865281, 0.6096789545773901}
{-70.93359570544698, -0.6097128640582872}	{-70.93359570544602, 0.6097128640582655}
{-70.93216712310085, -0.6096802487196836}	{-70.93216712309875, 0.6096802487196364}	{-70.9321671230985, 0.6096802487196181}
{-70.92951544503242, 0.6096206773154241}	{-70.92951544503157, -0.6096206773154045}
{-70.93504485174849, -0.609742945447069}	{-70.93504485174691, 0.6097429454470346}
{-70.93255458796992, -0.6096887261629939}	{-70.93255458796996, -0.609688726162991}	{-70.93255458796801, 0.6096887261629487}
{-70.93232232067128, 0.6096837446687912}	{-70.93232232066941, -0.6096837446687515}
{-70.93190109407112, -0.6096748428044356}	{-70.93190109407081, 0.6096748428044297}
{-70.9342520218617, -0.6097238117215515}	{-70.93425202186046, 0.6097238117215259}	{-70.93425202185993, 0.6097238117215212}	{-70.9342520218594, -0.6097238117215092}
{-70.93303674377003, -0.6096988537136097}	{-70.93303674376813, 0.6096988537135705}
{-70.93336598546927, -0.6097055224157503}	{-70.93336598546632, 0.6097055224156911}
{-70.9314669474531, 0.6096675753930575}	{-70.93146694745187, -0.6096675753930325}
{-70.93264043511566, -0.6096907148179469}	{-70.93264043511373, 0.6096907148179097}
{-70.93687462698472, -0.6097731198661143}	{-70.93687462698472, 0.609773119866114}
{-70.93233844344354, -0.6096859589967242}	{-70.93233844344218, 0.6096859589966976}
{-70.9347442197967, -0.6097316097713364}	{-70.93474421979515, 0.6097316097713082}
{-70.93245391682386, 0.6096886822423965}	{-70.93245391682099, -0.609688682242344}
{-70.93598243155819, -0.6097540218508194}	{-70.93598243155522, 0.6097540218507654}
