{-72.98200123780715, 0.9881280848256752}	{-72.98200123780704, -0.988128084825669}
{-72.97454519801796, -0.987937525300268}	{-72.97454519801789, 0.9879375253002668}
{-72.97761382185547, -0.987993423819494}	{-72.97761382185492, 0.9879934238194847}
{-72.97896512628209, 0.9880174482264996}	{-72.97896512628161, -0.988017448226491}
{-72.97232943899472, 0.9879023044893064}	{-72.97232943899367, -0.9879023044892884}
{-72.9791996071102, -0.9880186711906496}	{-72.97919960710946, 0.9880186711906371}
{-72.97218874613058, 0.9879027495139042}	{-72.97218874612867, -0.9879027495138727}
{-72.9734055895775, -0.987922390431144}	{-72.9734055895771, 0.9879223904311385}
{-72.97650532594123, -0.9879712366529351}	{-72.97650532594088, 0.9879712366529292}
{-72.97442141782132, -0.9879391770914917}	{-72.9744214178198, 0.9879391770914688}
{-72.97546846222403, -0.9879549026922422}	{-72.97546846222288, 0.9879549026922252}
{-72.9722491588985, -0.987907701573895}	{-72.97224915889753, 0.9879077015738806}
{-72.97349266981428, -0.9879254995497272}	{-72.97349266981368, 0.9879254995497185}
{-72.97146789148148, -0.9878972112564113}	{-72.97146789148115, 0.9878972112564071}
{-72.97531268937153, 0.9879496420597633}	{-72.9753126893703, -0.9879496420597461}
{-72.96797575494205, -0.9878519977125466}	{-72.96797575494077, 0.9878519977125296}
{-72.97676917260243, 0.9879662008144158}	{-72.97676917260185, -0.9879662008144086}
{-72.96580043436222, 0.987827209465785}	{-72.96580043436155, -0.9878272094657762}
{-72.972474087812, 0.9879097043135513}	{-72.97247408781155, -0.9879097043135462}
{-72.96918666704501, 0.9878700672066798}	{-72.96918666704448, -0.9878700672066737}
{-72.97558089334119, -0.9879452515053191}	{-72.97558089334034, 0.9879452515053093}
{-72.97252527211761, -0.9879102222823155}	{-72.97252527211691, 0.9879102222823076}
{-72.97015578317617, -0.9878837480150219}	{-72.97015578317608, 0.9878837480150212}
{-72.96892941703658, 0.9878703971321445}	{-72.96892941703543, -0.987870397132132}
{-72.95875149639964, 0.9877624798326993}	{-72.95875149639836, -0.9877624798326863}
{-72.9717432635377, 0.9878966208065937}	{-72.97174326353631, -0.987896620806579}
{-72.96588083349756, -0.9878376974312251}	{-72.96588083349612, 0.9878376974312104}
{-72.97374562130248, 0.9879146115381644}	{-72.97374562130133, -0.9879146115381534}
{-72.96276687593547, -0.9878101991393091}	{-72.96276687593439, 0.9878101991392997}
{-72.96646059570408, 0.987844342142189}	{-72.96646059570405, -0.9878443421421883}
{-72.96284985415602, -0.9878119173940975}	{-72.96284985415541, 0.9878119173940925}
{-72.96357566795817, -0.9878182454590567}	{-72.96357566795763, 0.9878182454590527}
{-72.96912912908343, 0.9878652296116193}	{-72.96912912908137, -0.9878652296116022}
{-72.95627932552183, 0.9877598324293864}	{-72.95627932552011, -0.9877598324293717}
{-72.96062374267167, 0.9877943518117049}	{-72.9606237426699, -0.9877943518116905}
{-72.97095268696, -0.9878738185739047}	{-72.97095268695766, 0.9878738185738859}
{-72.9511442164707, -0.9877264512131143}	{-72.95114421646852, 0.9877264512130987}
{-72.96206781539048, -0.9878049569181273}	{-72.96206781538811, 0.9878049569181095}
{-72.96770966800209, -0.9878441012489444}	{-72.96770966800084, 0.9878441012489352}
{-72.95570995821956, 0.9877638568580888}	{-72.95570995821785, -0.9877638568580775}
{-72.9635625913199, 0.9878144038618748}	{-72.9635625913192, -0.9878144038618694}
{-72.95411136559493, 0.9877559265900447}	{-72.95411136559001, -0.9877559265900153}
{-72.95261786293273, -0.9877470606691549}	{-72.95261786292829, 0.9877470606691288}
{-72.95949501498865, -0.987786174455867}	{-72.95949501498494, 0.9877861744558458}
{-72.96233806791476, -0.9878016375472383}	{-72.96233806791278, 0.9878016375472274}
{-72.94848009637943, 0.9877297605642202}	{-72.9484800963779, -0.9877297605642124}
{-72.95650640007524, 0.987769365527943}	{-72.95650640007521, -0.987769365527942}
{-72.96115605154569, -0.9877911435138315}	{-72.96115605154066, 0.9877911435138087}
{-72.94971195632118, 0.9877404584589842}	{-72.9497119563202, -0.9877404584589796}
{-72.94805329508397, 0.9877335393205638}	{-72.94805329508189, -0.9877335393205551}
{-72.95647079580064, 0.9877664973520485}	{-72.95647079579967, -0.9877664973520446}
{-72.94946596201325, -0.9877408849157343}	{-72.94946596201038, 0.9877408849157233}
{-72.9529024224576, 0.987752549075911}	{-72.9529024224569, -0.9877525490759085}
{-72.95417861505499, 0.9877565446228511}	{-72.95417861505325, -0.987756544622846}
{-72.94071935801222, -0.987718029592642}	{-72.94071935800905, 0.9877180295926333}
{-72.95093384796984, -0.9877444921290573}	{-72.95093384796941, 0.9877444921290565}
{-72.94692780535266, -0.9877352065920094}	{-72.9469278053511, 0.9877352065920062}
{-72.954155634388, 0.9877499563921577}	{-72.95415563438672, -0.9877499563921552}
{-72.94769420135965, 0.9877385921359778}	{-72.94769420135813, -0.9877385921359751}
{-72.94029201115863, -0.9877277156468128}	{-72.94029201115792, 0.9877277156468122}
{-72.94446245888568, 0.9877326240035358}	{-72.9444624588843, -0.9877326240035361}
{-72.94800950460639, 0.9877357499565058}	{-72.94800950460562, -0.9877357499565061}
{-72.93903489930395, 0.9877305723596087}	{-72.93903489930233, -0.987730572359607}
{-72.95381627385943, -0.9877345428162112}	{-72.95381627385967, 0.987734542816211}
{-72.93293363867636, -0.9877355745418569}	{-72.9329336386785, 0.9877355745418557}
{-72.9474222257812, -0.9877301413114339}	{-72.94742222578239, 0.9877301413114336}
{-72.93896424476671, 0.9877361110314637}	{-72.93896424477218, -0.9877361110314601}
{-72.94242187286437, 0.9877324870820656}	{-72.9424218728658, -0.9877324870820633}
{-72.93524114534897, -0.987742537690087}	{-72.93524114534975, 0.9877425376900859}
{-72.93993445704602, 0.9877342719953802}	{-72.93993445704659, -0.987734271995379}
{-72.94543086841644, -0.9877225640799999}	{-72.94543086841664, 0.9877225640799991}
{-72.94123033944743, -0.9877331223056142}	{-72.94123033944939, 0.9877331223056091}
{-72.93829635808082, -0.9877416678730172}	{-72.93829635808218, 0.9877416678730141}
{-72.93673630398229, 0.9877468551114118}	{-72.93673630398317, -0.9877468551114077}
{-72.93664522976198, -0.9877471968047391}	{-72.93664522976356, 0.9877471968047333}
{-72.92833732808847, -0.9877820711968793}	{-72.92833732809, 0.9877820711968733}
{-72.94101542888835, -0.9877230320507181}	{-72.94101542888933, 0.9877230320507131}
{-72.93645859405062, -0.9877464257394633}	{-72.93645859405066, 0.9877464257394625}
{-72.93391887065599, -0.9877607457648021}	{-72.93391887065647, 0.9877607457648}
{-72.9334316796235, 0.9877637491765907}	{-72.93343167962338, -0.9877637491765897}
{-72.93501809169204, 0.9877530970500491}	{-72.93501809169268, -0.9877530970500449}
{-72.93034912295661, -0.9877871553085319}	{-72.93034912295735, 0.9877871553085261}
{-72.93615636471341, 0.9877412613108693}	{-72.93615636471796, -0.9877412613108321}
{-72.92836249639294, 0.9878078751371241}	{-72.92836249639481, -0.9878078751371059}
{-72.93080654958487, 0.9877853151377302}	{-72.93080654958531, -0.987785315137728}
{-72.93554293595156, -0.9877382034807941}	{-72.93554293595157, 0.987738203480793}
{-72.92843148740724, 0.9878144081303901}	{-72.92843148740856, -0.9878144081303742}
{-72.93091886416512, -0.9877857090589469}	{-72.93091886416533, 0.9877857090589434}
{-72.93580079449711, -0.9877251427387177}	{-72.93580079449876, 0.9877251427386958}
{-72.93049938085528, 0.9877958948151924}	{-72.93049938085687, -0.9877958948151707}
{-72.92804869914966, -0.9878311021548055}	{-72.92804869915075, 0.9878311021547911}
{-72.92830619032469, -0.9878271205546203}	{-72.92830619032573, 0.9878271205546006}
{-72.93111703320973, 0.9877803319097489}	{-72.93111703321057, -0.987780331909734}
{-72.926010046464, 0.9878719692690112}	{-72.92601004646491, -0.9878719692689936}
{-72.93354445167503, 0.9877261374538789}	{-72.93354445167587, -0.9877261374538618}
{-72.92463036507691, 0.9879126047828889}	{-72.92463036507783, -0.9879126047828688}
{-72.93187393556398, 0.9877485543915945}	{-72.93187393556512, -0.9877485543915692}
{-72.92877793496629, 0.9878245888967997}	{-72.92877793496693, -0.9878245888967854}
{-72.92831645825267, 0.9878369223395013}	{-72.92831645825338, -0.9878369223394823}
{-72.92667013471247, -0.9878849487412613}	{-72.92667013471261, 0.9878849487412608}
{-72.92742309050085, 0.9878608875093329}	{-72.92742309050104, -0.987860887509328}
{-72.92724662538535, -0.9878670909154957}	{-72.9272466253874, 0.9878670909154197}
{-72.92916643046938, 0.9877924719229748}	{-72.92916643046942, -0.9877924719229735}
{-72.92528998327268, 0.9879602754755757}	{-72.92528998327364, -0.9879602754755323}
{-72.92826130842329, 0.9878159447008261}	{-72.92826130842342, -0.9878159447008211}
{-72.92651904588658, -0.9879117849764378}	{-72.92651904588668, 0.9879117849764304}
{-72.9283901706457, -0.9877937803018365}	{-72.92839017064593, 0.9877937803018181}
{-72.92679146379612, -0.9879111958430559}	{-72.92679146379626, 0.9879111958430478}
{-72.92674048017551, -0.9879156519914917}	{-72.92674048017584, 0.9879156519914603}
{-72.92672255687874, -0.9879175688094833}	{-72.9267225568791, 0.9879175688094428}
{-72.92676661268786, 0.9879115574567239}	{-72.9267666126881, -0.9879115574566918}
{-72.92687172935648, -0.987891990902292}	{-72.92687172935652, 0.9878919909022901}
{-72.92700727074268, -0.9878530164321796}	{-72.9270072707429, 0.9878530164321252}
{-72.92692120620308, 0.9879056911221769}	{-72.92692120620303, -0.9879056911221652}
{-72.92692421212872, -0.9879243488639261}	{-72.92692421212867, 0.9879243488639131}
{-72.92688240951475, -0.9879023642828371}	{-72.92688240951465, 0.9879023642828134}
{-72.92705694955634, 0.9879508912358532}	{-72.92705694955632, -0.9879508912358506}
{-72.92701208741195, -0.9879423440060454}	{-72.92701208741184, 0.987942344006031}
{-72.92732236570889, 0.9879875831319773}	{-72.9273223657089, -0.9879875831319666}
{-72.92707420405223, -0.987958138212425}	{-72.92707420405218, 0.9879581382124195}
{-72.92713602530279, -0.9879643464143877}	{-72.92713602530254, 0.9879643464143709}
{-72.926138124902, 0.9878771939063055}	{-72.92613812490144, -0.9878771939062585}
{-72.92826155050865, 0.988041598334885}	{-72.9282615505083, -0.9880415983348629}
{-72.927217462353, 0.987968842566266}	{-72.9272174623528, -0.9879688425662518}
{-72.925946893726, -0.9878881425605972}	{-72.92594689372558, 0.9878881425605724}
{-72.92820511737817, 0.9880200641181297}	{-72.928205117378, -0.9880200641181206}
{-72.92773775362042, -0.987994755258846}	{-72.92773775362018, 0.9879947552588335}
{-72.92622956834688, -0.9879185098936837}	{-72.9262295683452, 0.9879185098936006}
{-72.92810327827401, -0.9880074192970946}	{-72.92810327827306, 0.9880074192970528}
{-72.92814216545594, 0.9880091594326872}	{-72.9281421654557, -0.9880091594326792}
{-72.9284573998184, -0.9880225198414684}	{-72.92845739981766, 0.9880225198414393}
{-72.92857666865035, -0.9880273250792139}	{-72.92857666865031, 0.988027325079213}
{-72.92793860227825, -0.98800280727957}	{-72.92793860227799, 0.9880028072795627}
{-72.92891603942962, 0.988038729473622}	{-72.92891603942826, -0.9880387294735735}
{-72.92774581617978, 0.98799748909854}	{-72.92774581617932, -0.987997489098524}
{-72.92680592700786, 0.9879656515005073}	{-72.92680592700773, -0.987965651500504}
{-72.92854407834466, 0.9880223565051072}	{-72.92854407834356, -0.9880223565050713}
{-72.92862146808734, -0.9880247925964649}	{-72.92862146808723, 0.9880247925964606}
{-72.92938588915152, -0.9880480509567613}	{-72.9293858891512, 0.9880480509567507}
{-72.92959659913232, 0.9880542574803628}	{-72.92959659913008, -0.9880542574802987}
{-72.92785196003028, 0.9880044339615822}	{-72.92785196003005, -0.9880044339615767}
{-72.92995083341451, 0.9880626226719629}	{-72.92995083341302, -0.988062622671922}
{-72.93035083644185, 0.9880734010128567}	{-72.9303508364417, -0.9880734010128522}
{-72.93085068584102, -0.9880865069598017}	{-72.93085068583939, 0.9880865069597602}
{-72.92918163056171, -0.9880438775199448}	{-72.92918163056166, 0.9880438775199434}
{-72.93056024738095, 0.9880782103514125}	{-72.93056024738044, -0.9880782103514006}
{-72.92809578206406, 0.9880183121844158}	{-72.92809578206368, -0.9880183121844065}
{-72.93035354782558, 0.9880719113770509}	{-72.93035354782249, -0.9880719113769783}
{-72.92943655014739, -0.9880506313778259}	{-72.92943655014696, 0.9880506313778167}
{-72.93297037365659, -0.9881308527947499}	{-72.93297037365527, 0.9881308527947201}
{-72.93179325959238, -0.9881046944329851}	{-72.93179325959024, 0.9881046944329379}
{-72.92826254188222, -0.9880278313872228}	{-72.9282625418811, 0.9880278313871996}
{-72.931587968482, -0.9880987915279769}	{-72.93158796847993, 0.9880987915279326}
{-72.93353775032695, 0.9881395950565653}	{-72.93353775032656, -0.988139595056558}
{-72.92891677249331, 0.9880446966109312}	{-72.92891677249058, -0.9880446966108749}
{-72.93058889332738, 0.988078412462404}	{-72.93058889332539, -0.9880784124623646}
{-72.93285361571623, -0.988123267811688}	{-72.93285361571515, 0.9881232678116668}
{-72.93154704814857, -0.9880978360025389}	{-72.9315470481483, 0.9880978360025344}
{-72.9343659670418, 0.9881517828978565}	{-72.9343659670398, -0.9881517828978186}
{-72.92905091405562, -0.9880517311684982}	{-72.92905091405261, 0.9880517311684419}
{-72.93478223621675, -0.988157894065388}	{-72.93478223621442, 0.9881578940653449}
{-72.93232375706829, 0.9881130666049427}	{-72.93232375706712, -0.9881130666049222}
{-72.93194332254176, 0.9881062354851853}	{-72.93194332253749, -0.9881062354851092}
{-72.93396679640539, -0.988142027408186}	{-72.93396679640395, 0.9881420274081619}
{-72.93307737066733, 0.9881265242997803}	{-72.9330773706659, -0.9881265242997558}
{-72.93278891263076, 0.9881215680029297}	{-72.93278891262933, -0.9881215680029056}
{-72.93306682290962, -0.9881262764224022}	{-72.93306682290884, 0.9881262764223896}
{-72.9329638964025, -0.9881245564539822}	{-72.93296389639973, 0.9881245564539365}
{-72.93454775636818, -0.9881506691855505}	{-72.93454775636631, 0.9881506691855225}	{-72.93454775636562, 0.9881506691855092}
