{-83.65258249655233, 1.933689235502429}	{-83.6525824965521, -1.9336892355024153}
{-83.59415811158733, 1.9330407043294386}	{-83.59415811158782, -1.933040704329436}
{-83.59051559510883, 1.933081117944053}	{-83.59051559511131, -1.9330811179440215}
{-83.59120609293849, -1.9330724946900355}	{-83.59120609293898, 1.9330724946900262}
{-83.58715421574304, -1.9331293075859042}	{-83.5871542157433, 1.9331293075858993}
{-83.59190563512101, 1.9330546527673949}	{-83.59190563512115, -1.9330546527673922}
{-83.58882930660357, 1.9331087798016904}	{-83.58882930660509, -1.9331087798016608}
{-83.58669950754036, -1.9331507802058665}	{-83.58669950754064, 1.9331507802058652}
{-83.58913210659065, 1.9330969768269}	{-83.58913210659215, -1.9330969768268644}
{-83.58616866061719, 1.9331706568637261}	{-83.58616866061838, -1.9331706568636977}
{-83.58775056044296, 1.9331262981916335}	{-83.58775056044428, -1.9331262981915944}
{-83.58799798596907, 1.9331184411150804}	{-83.5879979859695, -1.9331184411150701}
{-83.58500370616709, 1.9332268306957419}	{-83.58500370616717, -1.9332268306957396}
{-83.58617641583305, 1.9331780688836133}	{-83.58617641583375, -1.9331780688835862}
{-83.5869670577762, -1.9331399467943475}	{-83.58696705777649, 1.9331399467943358}
{-83.58598632546517, -1.9331955450955172}	{-83.58598632546527, 1.9331955450955063}
{-83.58534075968659, -1.9332393755626534}	{-83.58534075968663, 1.9332393755626471}
{-83.58628222513067, 1.9331609376213015}	{-83.58628222513087, -1.9331609376212846}
{-83.5855140817858, 1.93324239208192}	{-83.58551408178603, -1.9332423920818824}
{-83.5853269680058, 1.9332691533562232}	{-83.58532696800606, -1.933269153356192}
{-83.58553344431823, 1.9332251068390935}	{-83.58553344431823, -1.9332251068390847}
{-83.58534717419616, -1.9332997428375824}	{-83.58534717419636, 1.9332997428375407}
{-83.58536097829031, -1.9332658544489547}	{-83.58536097829031, 1.9332658544489134}
{-83.58543900397916, -1.9333150869600895}	{-83.58543900397906, 1.9333150869600597}
{-83.58545432803027, 1.933319475404999}	{-83.58545432803005, -1.9333194754049574}
{-83.58512210699793, -1.9332569756605444}	{-83.58512210699782, 1.9332569756605356}
{-83.58556055866447, -1.9333190054690153}	{-83.585560558664, 1.9333190054689557}
{-83.58599908503243, 1.9333690787157838}	{-83.58599908503226, -1.9333690787157642}
{-83.58610210248808, 1.933379000103214}	{-83.5861021024881, -1.9333790001032132}
{-83.58538743475702, -1.9333191897116904}	{-83.58538743475656, 1.9333191897116588}
{-83.58614107886555, -1.933375169966345}	{-83.58614107886403, 1.9333751699662405}
{-83.5865012005102, 1.9333992917146996}	{-83.58650120050989, -1.9333992917146818}
{-83.5857579600726, 1.9333538280510658}	{-83.58575796007146, -1.9333538280509992}
{-83.5868393280701, -1.9334148364735386}	{-83.58683932806893, 1.933414836473474}
{-83.58703281913408, 1.9334249864614297}	{-83.58703281913374, -1.9334249864614181}
{-83.58740990572674, -1.9334435042091682}	{-83.58740990572566, 1.9334435042091176}
{-83.58681095477644, -1.9334158115828486}	{-83.5868109547751, 1.9334158115827889}
{-83.58623454085523, -1.9333905970440048}	{-83.58623454085499, 1.9333905970439922}
{-83.58916912849564, -1.93351254647803}	{-83.58916912849459, 1.9335125464779888}
{-83.58610240696542, -1.933391032207636}	{-83.58610240696387, 1.9333910322075785}
{-83.58835175710882, 1.9334762878381129}	{-83.58835175710685, -1.933476287838043}
{-83.58808191449378, 1.9334664774253114}	{-83.58808191449054, -1.9334664774251966}
{-83.59116596386689, 1.933574295944154}	{-83.59116596386325, -1.9335742959440305}
{-83.58860232355543, -1.9334879168324686}	{-83.58860232355515, 1.933487916832459}
{-83.58884939280982, -1.9334959564833847}	{-83.58884939280982, 1.933495956483383}
{-83.5908200671666, -1.9335579955451028}	{-83.59082006716623, 1.9335579955450934}
{-83.58970377689188, 1.93352394071921}	{-83.58970377689164, -1.9335239407192009}
{-83.58950019492036, -1.9335179130519367}	{-83.58950019491911, 1.933517913051898}
{-83.5901411887081, -1.9335363572132038}	{-83.5901411887075, 1.9335363572131892}
{-83.5905382788748, 1.9335474753262916}	{-83.5905382788748, -1.9335474753262898}
{-83.59163284977166, -1.9335773306320223}	{-83.59163284977022, 1.9335773306319848}
{-83.58957864106878, 1.9335226889760238}	{-83.58957864106723, -1.9335226889759842}
{-83.59183695814224, 1.9335813283560987}	{-83.59183695814176, -1.9335813283560876}
{-83.59338631239218, -1.933620635219121}	{-83.59338631239014, 1.9336206352190675}
{-83.59305398812481, -1.9336123907180145}	{-83.59305398812369, 1.9336123907179854}
{-83.59247563172539, -1.9335983487786976}	{-83.59247563172056, 1.9335983487785817}
{-83.59157858058462, -1.9335770184840022}	{-83.59157858058116, 1.9335770184839205}
{-83.59347582916382, 1.9336212311461383}	{-83.59347582915984, -1.933621231146046}
{-83.59581420722125, -1.9336746698031193}	{-83.59581420721742, 1.9336746698030334}
{-83.59459218258571, -1.9336472664215394}	{-83.59459218258536, 1.9336472664215312}
{-83.59195252931187, -1.9335891492248698}	{-83.59195252931143, 1.9335891492248611}
{-83.59709901118046, 1.933700457717877}	{-83.5970990111775, -1.9337004577178147}
{-83.59277944389727, -1.9336086376765576}	{-83.59277944389227, 1.9336086376764523}
{-83.59607678824435, 1.9336775581930004}	{-83.59607678824179, -1.9336775581929455}
{-83.59495357246509, 1.9336544626975263}	{-83.59495357245927, -1.9336544626974088}
{-83.59646861230505, 1.93368512139161}	{-83.59646861230345, -1.933685121391578}
{-83.5969432443912, -1.9336945778049268}	{-83.59694324438959, 1.9336945778048946}
