{-87.62485428859044, 2.2100203261652536}	{-87.62485428859004, -2.210020326165232}
{-87.61810280366197, -2.2097823100596754}	{-87.61810280366089, 2.2097823100596514}
{-87.61396979883801, -2.209691386375476}	{-87.61396979883746, 2.209691386375464}
{-87.61268382568326, -2.209663837335704}	{-87.61268382568309, 2.209663837335698}
{-87.61221693144455, -2.2096540981955752}	{-87.61221693144394, 2.209654098195563}
{-87.60994942635645, 2.2096080494913974}	{-87.6099494263555, -2.2096080494913783}
{-87.61476491193457, -2.209703245101007}	{-87.61476491193409, 2.2097032451009984}
{-87.6114720309571, 2.20963989164155}	{-87.61147203095689, -2.2096398916415465}
{-87.60838319773633, 2.2095820711954643}	{-87.60838319773224, -2.2095820711953875}
{-87.60803211587391, 2.209575678645536}	{-87.60803211587374, -2.209575678645532}
{-87.61301044946138, 2.2096638264415045}	{-87.6130104494584, -2.209663826441453}
{-87.60547738317851, 2.20953417387642}	{-87.60547738317787, -2.2095341738764094}
{-87.60753735988894, -2.2095686218713473}	{-87.60753735988663, 2.2095686218713095}
{-87.60055564613616, -2.209455237551303}	{-87.60055564613499, 2.2094552375512824}
{-87.60758420556145, 2.209566036002044}	{-87.60758420555926, -2.209566036002009}
{-87.6018175130726, 2.209477846165671}	{-87.60181751307077, -2.209477846165643}
{-87.60671224825148, 2.2095504154248964}	{-87.6067122482474, -2.209550415424837}
{-87.60164726672583, -2.2094776682056945}	{-87.60164726672483, 2.2094776682056803}
{-87.60312506561574, 2.2094982129493905}	{-87.60312506561412, -2.2094982129493674}
{-87.59727989285699, 2.2094196298543025}	{-87.59727989285314, -2.2094196298542514}
{-87.60110167698241, -2.209469267527042}	{-87.60110167698093, 2.2094692675270236}
{-87.5922502097249, 2.2093583329948965}	{-87.59225020972157, -2.2093583329948565}
{-87.59590781499834, 2.209402510531384}	{-87.59590781499479, -2.2094025105313415}
{-87.59741062048946, -2.2094199804854346}	{-87.59741062048721, 2.209419980485411}
{-87.59786933223525, -2.2094251044619893}	{-87.59786933223232, 2.209425104461955}
{-87.5900468877464, -2.209341301598101}	{-87.59004688774458, 2.209341301598082}
{-87.59159947465098, 2.2093572216275277}	{-87.59159947465034, -2.2093572216275223}
{-87.59542472592531, 2.209394683529683}	{-87.5954247259252, -2.209394683529682}
{-87.58565868661182, 2.2093035913364267}	{-87.58565868660835, -2.209303591336395}
{-87.58846257715929, 2.2093284250834095}	{-87.5884625771581, -2.2093284250833984}
{-87.5880328301785, 2.209324822815358}	{-87.58803283017582, -2.209324822815335}
{-87.58523546724408, 2.209302722185284}	{-87.58523546724247, -2.209302722185273}
{-87.58093339453308, -2.20927084048072}	{-87.5809333945328, 2.2092708404807198}
{-87.58441692652292, 2.2092949244001674}	{-87.58441692652262, -2.2092949244001647}
{-87.57973680216807, 2.2092649393197403}	{-87.57973680216621, -2.209264939319728}
{-87.58438567387051, 2.2092923192978424}	{-87.58438567386743, -2.2092923192978264}
{-87.58253263614627, -2.2092823857488826}	{-87.58253263614505, 2.209282385748876}
{-87.57498240735232, 2.2092460251425847}	{-87.57498240735126, -2.2092460251425785}
{-87.5787552747204, -2.2092620855395944}	{-87.5787552747198, 2.209262085539593}
{-87.5703605163518, -2.209231188381302}	{-87.57036051635095, 2.2092311883813}
{-87.5743994571554, 2.209243649806655}	{-87.57439945715343, -2.209243649806652}
{-87.57570266942821, 2.209246870286314}	{-87.57570266942665, -2.209246870286311}
{-87.57498842775003, -2.209245561510687}	{-87.57498842774815, 2.209245561510681}
{-87.56549663142664, 2.2092345094683585}	{-87.56549663142425, -2.209234509468356}
{-87.57008804748646, 2.2092366595888673}	{-87.57008804748627, -2.2092366595888646}
{-87.56736667033041, 2.209237363820368}	{-87.56736667033068, -2.209237363820364}
{-87.57213756680183, 2.20923248575335}	{-87.57213756680495, -2.209232485753348}
{-87.56432907229858, -2.209246770040743}	{-87.56432907229974, 2.2092467700407394}
{-87.56485672597935, 2.2092453535806964}	{-87.56485672598171, -2.2092453535806866}
{-87.56739561722551, 2.2092362438256394}	{-87.56739561722719, -2.2092362438256345}
{-87.56012061433789, 2.209269380283738}	{-87.56012061433896, -2.209269380283733}
{-87.56191040431129, -2.209259375472358}	{-87.56191040431341, 2.20925937547235}
{-87.56125136224237, -2.209263790479241}	{-87.56125136224375, 2.2092637904792305}
{-87.56422449914167, -2.209240314126709}	{-87.56422449914402, 2.2092403141266903}
{-87.56065925651704, -2.209273106098551}	{-87.56065925651922, 2.2092731060985287}
{-87.55657502804843, 2.2093164981943305}	{-87.55657502805023, -2.209316498194315}
{-87.56174762722713, -2.209253480072589}	{-87.5617476272278, 2.209253480072578}
{-87.55366847723677, -2.209365868240832}	{-87.55366847723815, 2.2093658682408113}
{-87.5590595640048, -2.2092805060176595}	{-87.55905956400497, 2.2092805060176572}
{-87.55731121192768, 2.209311947622215}	{-87.55731121192856, -2.2093119476222003}
{-87.55696717679727, -2.2093189752393476}	{-87.55696717679879, 2.2093189752393116}
{-87.55488397142318, 2.209367355315777}	{-87.55488397142427, -2.209367355315748}
{-87.55475443352037, -2.209370782970018}	{-87.5547544335206, 2.209370782970009}
{-87.55380379524496, 2.209399543825863}	{-87.55380379524608, -2.2093995438258296}
{-87.55501510974928, 2.209357429579848}	{-87.55501510974969, -2.209357429579836}
{-87.5537378707859, -2.2094088347494756}	{-87.55373787078679, 2.209408834749432}
{-87.55477983035283, 2.2093598120995823}	{-87.55477983035317, -2.209359812099568}
{-87.55263583631552, 2.2094793322110937}	{-87.5526358363156, -2.2094793322110906}
{-87.55432332629536, -2.2093658603221242}	{-87.55432332629617, 2.2093658603220714}
{-87.55272012497451, -2.2094992519634005}	{-87.55272012497474, 2.2094992519633774}
{-87.55311221800959, -2.209457319551862}	{-87.55311221800982, 2.2094573195518215}
{-87.55331505101675, -2.209427748942373}	{-87.55331505101705, 2.209427748942364}
{-87.55300112669202, 2.2094973339507327}	{-87.55300112669191, -2.2094973339507304}
{-87.55290978719164, 2.2095371495049165}	{-87.55290978719168, -2.20953714950489}
{-87.55291246046279, -2.2095237986215444}	{-87.55291246046286, 2.209523798621499}
{-87.55294716358526, -2.209543241673764}	{-87.55294716358515, 2.209543241673735}
{-87.55303930974014, -2.2095683247890174}	{-87.55303930973996, 2.209568324789015}
{-87.55304751497411, -2.209569823945741}	{-87.553047514974, 2.209569823945707}
{-87.55266476925993, -2.2095165919101043}	{-87.55266476925975, 2.209516591910076}
{-87.55344232795336, 2.2096045931965183}	{-87.5534423279526, -2.209604593196438}
{-87.55421778869781, -2.2096790351575666}	{-87.55421778869773, 2.209679035157558}
{-87.55309338628099, -2.209584803173624}	{-87.55309338628088, 2.2095848031736107}
{-87.55369884616033, -2.2096300197987357}	{-87.55369884615995, 2.209630019798694}
{-87.55396347129287, -2.2096479022852846}	{-87.55396347129229, 2.209647902285244}
{-87.55486662080736, -2.2097037988535444}	{-87.55486662080618, 2.2097037988534822}
{-87.55349545872167, 2.209625315238185}	{-87.55349545872156, -2.209625315238178}
{-87.55493978027438, 2.20970237597791}	{-87.55493978027317, -2.2097023759778427}
{-87.55584217446395, -2.2097475458726943}	{-87.55584217446196, 2.209747545872601}
{-87.55461890524695, -2.209689776781515}	{-87.55461890524596, 2.209689776781475}
{-87.55443180797825, 2.209681401196634}	{-87.55443180797815, -2.2096814011966286}
{-87.55593013486755, 2.2097452362041925}	{-87.5559301348658, -2.209745236204118}
{-87.55681497698292, 2.209781239760551}	{-87.55681497698247, -2.209781239760537}
{-87.55717808230796, 2.209795394145354}	{-87.5571780823054, -2.209795394145258}
{-87.55679556299133, -2.2097810695652487}	{-87.55679556298976, 2.209781069565187}
{-87.5580412742874, -2.2098259918868393}	{-87.55804127428567, 2.209825991886772}
{-87.55675941491074, 2.209781380721976}	{-87.55675941491032, -2.2097813807219593}
{-87.55752629972191, 2.209807187649379}	{-87.5575262997177, -2.2098071876492424}
{-87.55793042665435, 2.209820360517878}	{-87.55793042665437, -2.2098203605178734}
{-87.5611717806128, 2.209922861353766}	{-87.56117178061034, -2.2099228613536894}
{-87.55640865372085, -2.209776518321692}	{-87.55640865371984, 2.2097765183216604}
{-87.56138107729298, -2.2099251443780767}	{-87.5613810772916, 2.209925144378035}
{-87.55881619317663, -2.209850472103942}	{-87.55881619317303, 2.2098504721038377}
{-87.56010909186365, 2.209887175818209}	{-87.5601090918629, -2.2098871758181877}
{-87.56063182532358, 2.2099016607742445}	{-87.56063182532198, -2.209901660774203}
{-87.56312686925452, 2.2099692091272036}	{-87.56312686925135, -2.209969209127121}
{-87.56006985698569, -2.2098882775976554}	{-87.56006985698416, 2.2098882775976123}
{-87.56289599033185, -2.2099615008912132}	{-87.56289599033094, 2.2099615008911915}
{-87.56012841316777, -2.2098912714131957}	{-87.56012841316782, 2.2098912714131953}
{-87.56251683819993, -2.2099506733712517}	{-87.56251683819804, 2.2099506733712064}
{-87.56332983222406, -2.2099705036357475}	{-87.5633298322232, 2.2099705036357293}
{-87.56452412527797, 2.209999090916351}	{-87.56452412527791, -2.2099990909163503}
{-87.56402446449377, -2.209987347083661}	{-87.56402446449212, 2.2099873470836204}
{-87.56257020845949, -2.209953766725708}	{-87.56257020845666, 2.209953766725641}
{-87.56396985461876, 2.2099855349759796}	{-87.56396985461426, -2.209985534975879}
{-87.56616006468175, -2.21003442259863}	{-87.5661600646794, 2.2100344225985795}
{-87.56377679089721, -2.20998208375669}	{-87.56377679088881, 2.209982083756506}
{-87.56659488284589, 2.2100429993940707}	{-87.56659488284463, -2.210042999394042}
{-87.56518149772731, 2.2100129155139587}	{-87.56518149772523, -2.2100129155139143}
