{-86.5454194050058, -2.1111738512352636}	{-86.54541940500575, 2.111173851235259}
{-86.52823836346015, -2.1107015755999208}	{-86.52823836345951, 2.1107015755999083}
{-86.53619625085175, -2.1108592500789407}	{-86.53619625085162, 2.1108592500789376}
{-86.5305140510442, -2.110749655306367}	{-86.53051405104335, 2.110749655306351}
{-86.53113020832623, 2.110761221151423}	{-86.53113020832481, -2.110761221151397}
{-86.5346733352948, -2.1108259378619145}	{-86.53467333529177, 2.11082593786186}
{-86.52413379414143, 2.11063867402791}	{-86.52413379414104, -2.1106386740279035}
{-86.53389212327876, -2.110807290736075}	{-86.5338921232776, 2.110807290736055}
{-86.52668081152777, 2.1106861483902186}	{-86.526680811527, -2.1106861483902066}
{-86.53103202396488, -2.110757182414251}	{-86.53103202396443, 2.110757182414243}
{-86.52119816641925, 2.1106012423913914}	{-86.52119816641921, -2.11060124239139}
{-86.52696822520569, -2.110690077525507}	{-86.52696822520497, 2.1106900775254958}
{-86.52890420147091, -2.110719002907533}	{-86.5289042014705, 2.1107190029075276}
{-86.52082567732965, -2.110601952435398}	{-86.52082567732768, 2.11060195243537}
{-86.5265878388344, 2.1106828634169843}	{-86.52658783883267, -2.110682863416959}
{-86.51739519234408, -2.1105578634270006}	{-86.5173951923426, 2.1105578634269815}
{-86.52533015390439, -2.1106622644507045}	{-86.52533015390425, 2.110662264450701}
{-86.5206749529872, -2.1106030537086364}	{-86.52067495298448, 2.110603053708602}
{-86.52024764605429, 2.1105978054514534}	{-86.52024764605328, -2.110597805451443}
{-86.51729141566788, 2.1105627845741024}	{-86.51729141566652, -2.110562784574087}
{-86.51287055870293, 2.110512338990142}	{-86.51287055870257, -2.110512338990138}
{-86.51639682106867, 2.110551043178682}	{-86.51639682106673, -2.110551043178662}
{-86.51242818020039, -2.110509211566385}	{-86.51242818020017, 2.11050921156638}
{-86.51867492156283, 2.1105723297466246}	{-86.51867492156096, -2.110572329746606}
{-86.51090314674724, -2.1104972131553197}	{-86.51090314674677, 2.1104972131553144}
{-86.50679382767476, 2.110459315744041}	{-86.50679382767333, -2.110459315744029}
{-86.51594923687932, 2.1105396849054143}	{-86.51594923687831, -2.110539684905406}
{-86.50514460063128, 2.1104496911104818}	{-86.50514460063096, -2.1104496911104795}
{-86.50930340445103, -2.1104824389183037}	{-86.50930340444901, 2.1104824389182903}
{-86.5036803933892, 2.1104407476316944}	{-86.50368039338338, -2.1104407476316522}
{-86.50613540077387, 2.1104578037325163}	{-86.50613540077252, -2.110457803732508}
{-86.50894770167618, -2.110476011152355}	{-86.50894770167488, 2.110476011152347}
{-86.49585135172399, -2.1103975703606186}	{-86.49585135172119, 2.110397570360602}
{-86.50141452695584, -2.110428142042557}	{-86.50141452695425, 2.110428142042548}
{-86.50109302999681, 2.110426537012353}	{-86.50109302999523, -2.110426537012347}
{-86.50392249149266, -2.1104392029708756}	{-86.5039224914915, 2.1104392029708716}
{-86.49408676575177, 2.1104004039831357}	{-86.4940867657509, -2.1104004039831317}
{-86.49680067768756, 2.110409624057096}	{-86.49680067768688, -2.1104096240570955}
{-86.4964286803917, -2.110408569569504}	{-86.49642868038994, 2.1104085695695005}
{-86.49365434427128, 2.110402323166393}	{-86.4936543442693, -2.1104023231663893}
{-86.49687909572104, -2.110407636802602}	{-86.49687909572, 2.1104076368026017}
{-86.49130043884732, 2.1104019498114805}	{-86.49130043884676, -2.1104019498114797}
{-86.49267526702126, -2.1104024501943623}	{-86.49267526702162, 2.110402450194362}
{-86.48674749905517, -2.110404355502729}	{-86.48674749905656, 2.1104043555027263}
{-86.48855359180843, 2.110402477376284}	{-86.48855359180892, -2.1104024773762817}
{-86.49132596160408, 2.110397507826469}	{-86.49132596160523, -2.110397507826467}
{-86.4821489909769, 2.1104212836674843}	{-86.48214899097789, -2.1104212836674825}
{-86.4881673078002, -2.110400612335275}	{-86.48816730780086, 2.110400612335272}
{-86.4838138467826, -2.110419461077887}	{-86.48381384678406, 2.11041946107788}
{-86.48840724132192, -2.1103951863226547}	{-86.48840724132266, 2.1103951863226444}
{-86.47850930098882, 2.110457652884164}	{-86.47850930099207, -2.1104576528841408}
{-86.48361191240915, -2.1104198169599924}	{-86.4836119124099, 2.110419816959986}
{-86.48152847617476, 2.110437741713502}	{-86.48152847617538, -2.110437741713497}
{-86.48351079505817, 2.1104181233876043}	{-86.48351079505828, -2.110418123387604}
{-86.47992014839609, 2.11045873670572}	{-86.47992014839645, -2.1104587367057124}
{-86.4809009689851, 2.11044611745426}	{-86.48090096898575, -2.1104461174542517}
{-86.47771199583102, 2.1104926330019773}	{-86.4777119958317, -2.110492633001965}
{-86.47934111229577, -2.110465748822975}	{-86.47934111229573, 2.1104657488229726}
{-86.47795598223558, -2.1104915838770473}	{-86.47795598223654, 2.110491583877026}
{-86.4778541485771, -2.1104937316038437}	{-86.47785414857712, 2.1104937316038432}
{-86.47593683916364, -2.1105395253960446}	{-86.47593683916455, 2.1105395253960215}
{-86.4758223021801, 2.110542631706833}	{-86.47582230218121, -2.1105426317068017}
{-86.47749719215047, -2.110490867365851}	{-86.47749719215228, 2.1104908673657907}
{-86.4759763316275, 2.1105447440006277}	{-86.4759763316282, -2.110544744000611}
{-86.47659878308254, -2.1105192738838947}	{-86.47659878308252, 2.1105192738838925}
{-86.47524781319372, -2.1105837786394694}	{-86.47524781319395, 2.1105837786394552}
{-86.47435997950096, -2.1106339369230804}	{-86.47435997950117, 2.1106339369230627}
{-86.47546929883798, 2.110558449065721}	{-86.47546929883828, -2.1105584490657083}
{-86.47453401752766, -2.1106371267154027}	{-86.47453401752782, 2.1106371267153823}
{-86.47437137522492, 2.1106547085313276}	{-86.47437137522492, -2.1106547085313063}
{-86.47478856970504, -2.1105931706095933}	{-86.47478856970535, 2.110593170609546}
{-86.47456835408163, 2.110642685950214}	{-86.4745683540817, -2.1106426859502063}
{-86.47448950877785, 2.1106779257622}	{-86.47448950877794, -2.11067792576218}
{-86.47448957520575, -2.1106774641691075}	{-86.47448957520567, 2.1106774641690347}
{-86.47438084441838, -2.1106184606029776}	{-86.47438084441818, 2.110618460602961}
{-86.47467021498623, -2.11069586038913}	{-86.4746702149861, 2.1106958603890895}
{-86.47508725278904, 2.1107709559431136}	{-86.4750872527887, -2.110770955943074}
{-86.4745966795619, 2.1107036225865827}	{-86.47459667956187, -2.1107036225865694}
{-86.47546364934975, 2.11080052072881}	{-86.4754636493497, -2.110800520728801}
{-86.47427734456994, 2.1106879927452664}	{-86.47427734456978, -2.1106879927452504}
{-86.4754446807745, -2.1107846494904723}	{-86.47544468077417, 2.110784649490453}
{-86.475924258343, -2.1108200171939067}	{-86.47592425834262, 2.1108200171938822}
{-86.47492132743551, -2.110753100027521}	{-86.47492132743389, 2.1107531000274196}
{-86.4751334211253, 2.1107660580890832}	{-86.47513342112525, -2.1107660580890792}
{-86.4758321410142, 2.1108055211075714}	{-86.4758321410125, -2.110805521107481}
{-86.47814511318346, -2.1109272282545333}	{-86.47814511318101, 2.110927228254404}
{-86.47647055909566, 2.110844587397765}	{-86.47647055909553, -2.110844587397761}
{-86.47624304995634, 2.1108339977819486}	{-86.47624304995489, -2.1108339977818833}
{-86.47593467215341, 2.1108203968018087}	{-86.47593467215239, -2.1108203968017625}
{-86.47887692582219, -2.1109438504085887}	{-86.47887692582114, 2.1109438504085496}
{-86.47761709764352, -2.110893382523491}	{-86.47761709764178, 2.1108933825234226}
{-86.47793699845748, -2.110905655966265}	{-86.47793699845538, 2.1109056559661856}
{-86.47701313831625, 2.110871616170606}	{-86.4770131383152, -2.1108716161705687}
{-86.47746082061255, -2.1108874955630377}	{-86.47746082061013, 2.1108874955629506}
{-86.48154665656192, 2.111027308364893}	{-86.48154665656152, -2.111027308364878}
{-86.47869324378749, 2.1109329250281794}	{-86.47869324378446, -2.110932925028078}
{-86.47962942622141, -2.1109629120658653}	{-86.47962942621945, 2.1109629120658044}
{-86.47843693706484, 2.110925864891114}	{-86.47843693706456, -2.110925864891105}
{-86.4812578543495, -2.1110109872686826}	{-86.48125785434767, 2.111010987268625}
{-86.48003088633499, -2.1109749779401947}	{-86.48003088633457, 2.110974977940182}
{-86.48199003436532, 2.1110309675911467}	{-86.48199003436336, -2.1110309675910917}
{-86.47937321257724, 2.1109580620512336}	{-86.47937321257577, -2.1109580620511914}
{-86.48255263602323, 2.1110445041865264}	{-86.48255263602128, -2.1110445041864727}
{-86.48243782013321, -2.111041455038746}	{-86.48243782013321, 2.111041455038746}
{-86.48054698390932, -2.1109923619488056}	{-86.48054698390888, 2.1109923619487945}
{-86.48415043757733, 2.1110839050927117}	{-86.48415043757169, -2.1110839050925727}
{-86.48201859376503, -2.1110308736135797}	{-86.4820185937618, 2.1110308736135}
{-86.48292892070631, -2.1110530637040013}	{-86.48292892070282, 2.1110530637039147}

{-86.48261714577258, 2.1110472008758907}	{-86.48261714577117, -2.111047200875858}
{-86.48471087943638, 2.111095405197566}	{-86.48471087943467, -2.111095405197527}
{-86.48675736948772, -2.11114168631596}	{-86.48675736948222, 2.111141686315838}
{-86.48329583426673, 2.1110647519716657}	{-86.48329583426595, -2.1110647519716483}
{-86.48483335093529, 2.111098352046552}	{-86.48483335093522, -2.111098352046548}
{-86.48815117682187, -2.1111696766468153}	{-86.48815117681195, 2.111169676646619}
{-86.48531142564156, 2.1111095977486265}	{-86.48531142563893, -2.1111095977485714}
{-86.48753439368876, -2.111155900833014}	{-86.48753439368878, 2.1111559008330136}
