{-71.62729597717917, -0.79168129578994}	{-71.62729597717913, 0.7916812957899345}
{-71.6246348467137, 0.7915662441844231}	{-71.62463484671345, -0.7915662441844148}	{-71.62463484671336, -0.7915662441844113}	{-71.62463484671304, 0.7915662441844006}
{-71.62707474331536, 0.7916493487028671}	{-71.62707474331513, -0.791649348702859}
{-71.62563894332115, 0.7916019063785312}	{-71.62563894332095, -0.7916019063785241}
{-71.62543055325119, -0.7915952226088655}	{-71.62543055325042, 0.7915952226088422}
{-71.62480360110644, 0.7915756931912312}	{-71.6248036011061, -0.7915756931912209}
{-71.62549498968538, -0.7915966204255688}	{-71.62549498968426, 0.7915966204255357}
{-71.62529009019592, 0.7915905910021726}	{-71.62529009019549, -0.7915905910021602}
{-71.62564520266808, 0.7916007545196624}	{-71.62564520266764, -0.7916007545196502}
{-71.62371942407144, -0.7915471239503304}	{-71.62371942407066, 0.7915471239503091}
{-71.62518742943728, -0.7915869198154171}	{-71.62518742943662, 0.7915869198154}
{-71.62702167830085, -0.7916353415759709}	{-71.62702167830025, 0.7916353415759554}
{-71.62559839625145, 0.7915987402560862}	{-71.62559839625072, -0.7915987402560675}
{-71.62173598974825, -0.7915019512898128}	{-71.6217359897481, 0.7915019512898092}
{-71.62678013616589, -0.7916251658123328}	{-71.62678013616525, 0.7916251658123169}
{-71.62101906651567, 0.79148794903176}	{-71.62101906651529, -0.791487949031751}
{-71.62676444970151, 0.7916214161146423}	{-71.62676444970091, -0.7916214161146281}
{-71.62297351698679, -0.7915355019246811}	{-71.62297351698658, 0.7915355019246765}
{-71.62156274542647, -0.7915043035574693}	{-71.62156274542578, 0.791504303557454}
{-71.62363159163047, 0.7915489580256974}	{-71.62363159163002, -0.7915489580256875}
{-71.623987398037, -0.791556455299259}	{-71.62398739803683, 0.7915564552992549}
{-71.6232616818018, -0.7915415244034485}	{-71.62326168180046, 0.7915415244034207}
{-71.62211662483158, -0.7915185180740241}	{-71.6221166248305, 0.7915185180740035}
{-71.62124457594585, 0.7915014049281602}	{-71.62124457594503, -0.7915014049281439}
{-71.62136736347551, 0.7915037587629566}	{-71.6213673634741, -0.7915037587629304}
{-71.62323540542437, 0.7915387453731969}	{-71.62323540542305, -0.7915387453731727}
{-71.62014247191684, -0.7914821448312055}	{-71.6201424719167, 0.7914821448312034}
{-71.62767429045581, -0.7916168364762816}	{-71.62767429045539, 0.791616836476274}
{-71.6157373126206, -0.7914082241964916}	{-71.61573731262051, 0.7914082241964903}
{-71.62379530817206, -0.7915458531010121}	{-71.62379530817167, 0.7915458531010051}
{-71.62081161792337, 0.7914960428656784}	{-71.62081161792314, -0.7914960428656747}
{-71.62344042794277, -0.7915389382374143}	{-71.62344042794234, 0.7915389382374077}
{-71.61526598249533, -0.7914085638807034}	{-71.61526598249489, 0.7914085638806962}
{-71.62262447939601, 0.791523280006846}	{-71.62262447939594, -0.7915232800068444}
{-71.61987621098402, 0.7914813997452184}	{-71.61987621098348, -0.7914813997452104}
{-71.61605918026638, -0.7914245471941244}	{-71.61605918026615, 0.7914245471941216}
{-71.62101368687183, -0.7914966758760513}	{-71.62101368687095, 0.7914966758760384}
{-71.61643185018472, -0.7914314820693792}	{-71.61643185018322, 0.7914314820693579}
{-71.62182756475114, 0.7915065145154251}	{-71.62182756475109, -0.791506514515424}
{-71.6181363094477, 0.7914563524881048}	{-71.61813630944648, -0.791456352488088}
{-71.61544036299429, -0.7914205557972596}	{-71.61544036299344, 0.791420555797248}
{-71.61418744053178, -0.7914043023816634}	{-71.61418744053108, 0.791404302381654}
{-71.62545110947607, -0.7915470549362525}	{-71.62545110947542, 0.7915470549362448}
{-71.60705645549677, 0.7913193631865705}	{-71.60705645549592, -0.7913193631865604}
{-71.62370550996887, -0.7915206176526919}	{-71.62370550996859, 0.7915206176526887}
{-71.61053011889551, -0.7913651084998391}	{-71.61053011889416, 0.7913651084998234}
{-71.62311781805666, -0.7915101420922822}	{-71.6231178180558, 0.7915101420922726}
{-71.60538583784522, -0.7913107603078602}	{-71.60538583784516, 0.7913107603078604}
{-71.61475592647948, 0.7914135506456383}	{-71.61475592647948, -0.791413550645638}
{-71.61715251718564, -0.7914391985452706}	{-71.61715251718498, 0.7914391985452639}
{-71.61254038400182, 0.7913910692149012}	{-71.6125403840017, -0.7913910692148995}
{-71.6131251280243, 0.791397017178695}	{-71.61312512802259, -0.7913970171786783}
{-71.61941698042422, -0.7914593866715107}	{-71.61941698042178, 0.7914593866714863}
{-71.60681990859761, -0.7913377648957466}	{-71.60681990859705, 0.7913377648957407}
{-71.61296121781675, -0.7913954895612073}	{-71.61296121781666, 0.7913954895612068}
{-71.61312549393705, 0.7913969923602353}	{-71.61312549393587, -0.7913969923602245}
{-71.60733549754063, -0.7913454766125301}	{-71.6073354975406, 0.7913454766125299}
{-71.60877294484212, -0.7913579090304923}	{-71.60877294484045, 0.7913579090304779}
{-71.60465478272396, 0.7913233057010931}	{-71.60465478272388, -0.791323305701093}
{-71.62185811252931, -0.7914636849623691}	{-71.62185811252918, 0.7914636849623677}
{-71.60714484817329, -0.7913471921584377}	{-71.60714484817214, 0.7913471921584285}
{-71.60072081117187, 0.7912978980979539}	{-71.60072081117127, -0.7912978980979494}
{-71.60306823778487, 0.7913153456440156}	{-71.60306823778433, -0.7913153456440116}
{-71.61465088866686, 0.7913986862234841}	{-71.61465088866419, -0.7913986862234657}
{-71.60796621133863, -0.7913521769477404}	{-71.60796621133802, 0.7913521769477361}
{-71.59682752294911, 0.7912773529934097}	{-71.59682752294674, -0.791277352993394}
{-71.60965309386518, 0.7913604700669027}	{-71.60965309386351, -0.7913604700668911}
{-71.60447321033061, -0.7913281226299145}	{-71.60447321033043, 0.7913281226299135}
{-71.60971250394181, -0.7913596013011412}	{-71.60971250393891, 0.791359601301124}
{-71.5970299817224, 0.7912864174427956}	{-71.59702998171811, -0.7912864174427716}
{-71.60956493944722, -0.7913557810514813}	{-71.60956493944683, 0.7913557810514795}
{-71.6045016367495, 0.791328958080281}	{-71.60450163674732, -0.7913289580802697}
{-71.59626855631457, 0.7912873169599403}	{-71.59626855631015, -0.791287316959919}
{-71.59954632377566, 0.7913031110948734}	{-71.59954632377217, -0.791303111094857}
{-71.6000831575064, -0.7913055696758655}	{-71.60008315750615, 0.7913055696758647}
{-71.59802125856658, -0.7912966229897742}	{-71.59802125856423, 0.7912966229897648}
{-71.5935088309419, 0.7912781392421727}	{-71.59350883093933, -0.7912781392421625}
{-71.60126750745842, 0.7913080366706589}	{-71.60126750745799, -0.7913080366706575}
{-71.60696005632282, 0.7913285904913485}	{-71.60696005631576, -0.7913285904913233}
{-71.59620125394808, 0.7912924106936072}	{-71.59620125394689, -0.7912924106936035}
{-71.59812619403341, -0.7912984013505998}	{-71.5981261940331, 0.7912984013505984}
{-71.58397853443358, -0.7912579624022011}	{-71.5839785344301, 0.7912579624021928}
{-71.59716507428314, 0.7912922994499278}	{-71.59716507428216, -0.7912922994499254}
{-71.59469924774174, -0.7912865077596611}	{-71.5946992477418, 0.7912865077596613}
{-71.60535810432631, -0.7913087852779334}	{-71.60535810432484, 0.7913087852779316}
{-71.5866003158149, 0.7912745588474934}	{-71.58660031581383, -0.7912745588474923}
{-71.59527056846505, 0.7912880417702165}	{-71.59527056846137, -0.7912880417702113}
{-71.5891909382396, -0.7912802359328727}	{-71.58919093823803, 0.791280235932871}
{-71.59649128282294, -0.7912875956774521}	{-71.59649128282271, 0.7912875956774517}
{-71.58954199803405, -0.7912825409670369}	{-71.58954199803432, 0.7912825409670369}
{-71.58237634464383, 0.7912794008190543}	{-71.58237634464261, -0.7912794008190539}
{-71.58866818718172, -0.791280322504566}	{-71.58866818718145, 0.7912803225045658}
{-71.59489581518649, -0.7912794008190503}	{-71.59489581518618, 0.7912794008190498}
{-71.58794893852837, -0.79128254096704}	{-71.58794893852922, 0.7912825409670399}
{-71.59442531102763, 0.7912776006159838}	{-71.59442531103203, -0.7912776006159821}
{-71.58829011654865, 0.7912842317747644}	{-71.58829011654967, -0.7912842317747629}
{-71.58275706577865, 0.7912920337200069}	{-71.58275706577962, -0.791292033720004}
{-71.59049061394283, 0.7912785462062784}	{-71.59049061394386, -0.7912785462062755}
{-71.58647485972168, -0.7912869258770805}	{-71.58647485972298, 0.7912869258770784}
{-71.58339077762695, -0.791294458618376}	{-71.58339077762841, 0.7912944586183717}
{-71.58133355856917, -0.7913002359610527}	{-71.58133355857022, 0.7913002359610494}
{-71.58039007488007, -0.7913032409466696}	{-71.5803900748811, 0.7913032409466676}
{-71.59216335327568, -0.7912612207296374}	{-71.5921633532772, 0.7912612207296315}
{-71.58231974897882, -0.7913002950120498}	{-71.58231974898305, 0.7913002950120326}
{-71.5740863729482, 0.7913364539221872}	{-71.57408637294945, -0.7913364539221813}
{-71.58918509210905, -0.791263680930754}	{-71.58918509210996, 0.7912636809307493}
{-71.58420949388692, -0.7912898675178043}	{-71.58420949388712, 0.7912898675178033}
{-71.5809913247987, 0.7913083139387151}	{-71.58099132479924, -0.7913083139387131}
{-71.57955903698621, -0.7913172214737838}	{-71.57955903699029, 0.7913172214737575}
{-71.57993065713386, 0.7913147220227332}	{-71.57993065713579, -0.7913147220227198}
{-71.58211390426983, 0.7912988854060861}	{-71.58211390427029, -0.7912988854060825}
{-71.5767877891638, 0.791340481261196}	{-71.5767877891651, -0.7913404812611861}
{-71.58264961320997, -0.7912912939313734}	{-71.58264961321015, 0.7912912939313712}
{-71.57271703969695, -0.791380741796859}	{-71.57271703969806, 0.7913807417968503}
{-71.58223794238707, -0.7912888626950259}	{-71.58223794238866, 0.7912888626950083}
{-71.57697400511219, -0.7913432276141573}	{-71.57697400511346, 0.7913432276141427}
{-71.58201411230908, 0.7912875440967456}	{-71.58201411230912, -0.7912875440967443}
{-71.57361139522473, 0.7913868239853552}	{-71.57361139522556, -0.7913868239853442}
{-71.57517510928992, -0.7913670672516315}	{-71.57517510929019, 0.7913670672516299}
{-71.57885720590617, -0.7913173726760803}	{-71.57885720590821, 0.7913173726760555}
{-71.57772004901679, -0.7913337712346334}	{-71.57772004901719, 0.7913337712346307}
{-71.57885812610971, -0.7913162275566861}	{-71.57885812610996, 0.791316227556684}
{-71.57587451580594, -0.7913654223519915}	{-71.57587451580656, 0.7913654223519799}
{-71.5752756440642, 0.7913759926518137}	{-71.57527564406463, -0.7913759926518065}
{-71.5769182618333, 0.7913449425661049}	{-71.57691826183446, -0.7913449425660833}
{-71.57521707505258, 0.7913794229623429}	{-71.57521707505266, -0.7913794229623411}
{-71.57579395154403, -0.7913668678245915}	{-71.575793951544, 0.7913668678245903}
{-71.57359865002782, 0.7914182581723738}	{-71.57359865002806, -0.7914182581723672}
{-71.57366316162943, -0.7914166306300584}	{-71.57366316163066, 0.7914166306300248}
{-71.57578708494103, 0.7913587820702057}	{-71.57578708494113, -0.7913587820702043}
{-71.57571458634195, -0.7913609194847002}	{-71.57571458634224, 0.7913609194846922}
{-71.5738312775168, 0.7914212413695209}	{-71.5738312775181, -0.7914212413694747}
{-71.57400580630573, 0.7914151462065745}	{-71.57400580630578, -0.7914151462065735}
{-71.57599056821287, -0.7913392962419762}	{-71.57599056821304, 0.7913392962419662}
{-71.57357849154383, 0.7914407298065382}	{-71.57357849154396, -0.7914407298065301}
{-71.57307559223509, 0.791464154821096}	{-71.57307559223518, -0.7914641548210865}
{-71.57419355511806, 0.7914061014020699}	{-71.57419355511867, -0.7914061014020354}
{-71.574438701198, 0.7913917874983549}	{-71.57443870119859, -0.791391787498319}
{-71.5740505788553, 0.7914175629653917}	{-71.57405057885542, -0.7914175629653846}
{-71.57324279517407, -0.7914794666108101}	{-71.57324279517422, 0.791479466610789}
{-71.57365936546734, -0.7914419678370894}	{-71.57365936546768, 0.7914419678370561}
{-71.57373683146236, -0.7914335783816255}	{-71.57373683146264, 0.7914335783815911}
{-71.57361774008781, 0.791449651367923}	{-71.57361774008778, -0.791449651367919}
{-71.57341707085394, 0.7914852691387514}	{-71.57341707085398, -0.7914852691387408}
{-71.57374487310311, -0.7914015371366633}	{-71.57374487310302, 0.7914015371366567}
{-71.57360666345082, 0.7914632247573289}	{-71.57360666345083, -0.7914632247572991}
{-71.57356766159754, -0.7915282270667148}	{-71.57356766159755, 0.7915282270666886}
{-71.57349605204789, 0.7914559139974436}	{-71.57349605204794, -0.7914559139974419}
{-71.57329781677944, -0.7913776423839517}	{-71.57329781677932, 0.7913776423839273}
{-71.57402621985224, 0.7915573813428577}	{-71.57402621985206, -0.7915573813428209}
{-71.57339018888709, -0.7914424750230126}	{-71.57339018888699, 0.7914424750229874}
{-71.57429900532459, -0.7915726563655833}	{-71.5742990053244, 0.7915726563655615}
{-71.57280447728806, -0.7913945735759008}	{-71.57280447728765, 0.7913945735758586}
{-71.57463903295863, -0.791582238371792}	{-71.57463903295837, 0.7915822383717648}
{-71.57310479351385, 0.7914444224265397}	{-71.57310479351369, -0.7914444224265227}
{-71.57402775888546, -0.7915185192113822}	{-71.5740277588854, 0.7915185192113766}
{-71.57406137209061, -0.7915209619942895}	{-71.57406137209043, 0.7915209619942714}
{-71.57490969567856, 0.7915773731499397}	{-71.57490969567841, -0.7915773731499249}
{-71.57216946218742, -0.7914091080749229}	{-71.57216946218726, 0.7914091080749126}
{-71.57450764558864, 0.7915426235680839}	{-71.57450764558816, -0.7915426235680552}
{-71.57482473991551, -0.7915595574497236}	{-71.57482473991485, 0.7915595574496903}
{-71.57527946148392, 0.7915823928467958}	{-71.57527946148352, -0.7915823928467736}
{-71.5728385283244, -0.7914665748818146}	{-71.57283852832364, 0.7914665748817821}
{-71.57563491676626, -0.7915924092985314}	{-71.5756349167657, 0.7915924092985065}
{-71.57458850403259, 0.7915476032112935}	{-71.57458850403223, -0.7915476032112807}
{-71.57534826357649, 0.7915786586335832}	{-71.57534826357609, -0.7915786586335671}
{-71.57429079156488, 0.7915372837144597}	{-71.57429079156465, -0.791537283714451}
{-71.57419580286373, 0.7915337173368756}	{-71.57419580286354, -0.7915337173368676}
{-71.57452769260826, -0.7915457002486643}	{-71.57452769260665, 0.7915457002486077}
{-71.57466140144813, 0.7915503518640439}	{-71.57466140144713, -0.7915503518640108}
{-71.57754103147664, -0.7916470469805718}	{-71.57754103147448, 0.7916470469804995}
{-71.57491893614795, 0.7915619133632835}	{-71.57491893614679, -0.791561913363246}
{-71.57733654263306, 0.7916379269771074}	{-71.57733654263043, -0.791637926977025}
{-71.57212391336662, -0.7914789815061672}	{-71.57212391336377, 0.7914789815060816}
{-71.57805303154042, 0.7916545255310005}	{-71.57805303153992, -0.7916545255309857}
