{-74.15962523416916, 1.1249265124628516}	{-74.1596252341691, -1.1249265124628482}
{-74.14403982426695, 1.1246163532294526}	{-74.14403982426603, -1.1246163532294406}
{-74.15310249616994, -1.1247349671143656}	{-74.15310249616712, 1.12473496711433}
{-74.14147924014277, -1.1245866696297728}	{-74.14147924014206, 1.1245866696297642}
{-74.15307202259214, -1.1247308313038893}	{-74.15307202259112, 1.1247308313038764}
{-74.14439388078888, 1.124625668191944}	{-74.14439388078804, -1.124625668191934}
{-74.15183042622795, 1.1247134611036311}	{-74.15183042622645, -1.1247134611036145}
{-74.1391271024687, -1.124567405243837}	{-74.13912710246838, 1.1245674052438328}
{-74.15362950817666, 1.1247297571482964}	{-74.15362950817455, -1.124729757148273}
{-74.13879742333657, 1.1245681435906791}	{-74.13879742333506, -1.1245681435906631}
{-74.15301540683353, 1.1247188773977477}	{-74.15301540683221, -1.1247188773977346}
{-74.13785923392294, -1.1245626063666183}	{-74.13785923392105, 1.124562606366599}
{-74.14338729589036, 1.1246180098864118}	{-74.14338729589015, -1.1246180098864098}
{-74.15031438340532, 1.1246854776751567}	{-74.15031438340468, -1.1246854776751507}
{-74.13812664238156, -1.1245702073424164}	{-74.13812664238036, 1.1245702073424053}
{-74.13829356812492, 1.1245717393775696}	{-74.1382935681242, -1.1245717393775625}
{-74.1409852756148, 1.1245957018221655}	{-74.14098527561454, -1.1245957018221633}
{-74.14668844659472, -1.1246449179393925}	{-74.14668844659313, 1.1246449179393792}
{-74.13387959677914, -1.1245378762402585}	{-74.13387959677804, 1.1245378762402487}
{-74.14672703198042, 1.1246417704879126}	{-74.14672703197958, -1.1246417704879053}
{-74.1415808194323, 1.1246015315483362}	{-74.1415808194306, -1.1246015315483227}
{-74.12951455889828, -1.1245104373647377}	{-74.12951455889733, 1.12451043736473}
{-74.14492650889744, -1.1246226916432265}	{-74.1449265088949, 1.124622691643208}
{-74.13141752958653, -1.1245278825757241}	{-74.1314175295835, 1.1245278825757024}
{-74.13485882211405, -1.1245511175324723}	{-74.13485882211324, 1.1245511175324672}
{-74.14434696891686, -1.1246126843024664}	{-74.14434696891543, 1.1246126843024578}
{-74.12516026759413, -1.124493290706825}	{-74.12516026759405, 1.124493290706824}
{-74.13586884017874, 1.1245570777594978}	{-74.1358688401778, -1.1245570777594922}
{-74.13006417112288, 1.1245240378976973}	{-74.13006417112214, -1.1245240378976924}
{-74.14332355342508, -1.1245959960188596}	{-74.14332355342272, 1.1245959960188472}
{-74.1286519567232, -1.1245202950613917}	{-74.12865195672092, 1.1245202950613815}
{-74.13359632615173, 1.1245444729382115}	{-74.13359632615148, -1.1245444729382095}
{-74.12288499254758, 1.1244949941376257}	{-74.12288499254731, -1.1244949941376257}
{-74.13241790316458, 1.1245364386357946}	{-74.13241790316256, -1.124536438635786}
{-74.12684125967957, -1.1245137170474853}	{-74.12684125967671, 1.1245137170474744}
{-74.13013238762058, 1.12452621656998}	{-74.13013238762042, -1.1245262165699794}
{-74.13068961545342, 1.1245281778600649}	{-74.13068961545045, -1.1245281778600558}
{-74.12875007291888, -1.1245218984337877}	{-74.12875007291836, 1.1245218984337864}
{-74.12455643984207, 1.124509522258469}	{-74.12455643984156, -1.1245095222584671}
{-74.11835583114438, -1.1244930274625238}	{-74.11835583114325, 1.1244930274625216}
{-74.13374595370593, 1.1245294792444642}	{-74.1337459537022, -1.1245294792444571}
{-74.12437123511044, -1.1245100578717864}	{-74.12437123511, 1.124510057871786}
{-74.11373780355584, 1.1244912914604386}	{-74.11373780355474, -1.1244912914604368}
{-74.1249345101077, 1.1245075987184776}	{-74.12493451010695, -1.1245075987184767}
{-74.12389931051082, 1.1245064145142347}	{-74.12389931051023, -1.1245064145142334}
{-74.12225035937941, -1.1245050585825567}	{-74.122250359379, 1.1245050585825564}
{-74.12021052354795, -1.1245040523495544}	{-74.12021052355033, 1.1245040523495533}
{-74.11799712893118, 1.1245037062312544}	{-74.1179971289323, -1.124503706231254}
{-74.11582075443249, -1.1245041176295476}	{-74.11582075443296, 1.1245041176295463}
{-74.1245391137434, -1.1244994018412326}	{-74.12453911374368, 1.1244994018412313}
{-74.11252743804073, -1.1245102738509845}	{-74.11252743804147, 1.1245102738509827}
{-74.12197279273667, -1.124498185236414}	{-74.12197279273703, 1.124498185236414}
{-74.11170184390424, -1.1245152950775221}	{-74.11170184390639, 1.1245152950775175}
{-74.11256009668095, 1.1245135211092885}	{-74.1125600966824, -1.1245135211092854}
{-74.11451590247168, 1.124508674116726}	{-74.11451590247196, -1.1245086741167247}
{-74.11770354976514, -1.124499418312932}	{-74.11770354976589, 1.1244994183129307}
{-74.11286420385395, 1.1245156178244595}	{-74.11286420385498, -1.1245156178244564}
{-74.10973805124667, -1.1245275323884205}	{-74.10973805124672, 1.12452753238842}
{-74.11737449603076, -1.1244947735220412}	{-74.1173744960315, 1.1244947735220372}
{-74.10917915696064, 1.1245340406306878}	{-74.10917915696079, -1.1245340406306863}
{-74.11172836175025, -1.1245204835460283}	{-74.11172836175082, 1.1245204835460263}
{-74.10802628993613, 1.124542208999684}	{-74.1080262899372, -1.124542208999677}
{-74.11469217842055, 1.1244992510243028}	{-74.11469217842219, -1.1244992510242922}
{-74.10784917360847, 1.1245475120223325}	{-74.1078491736093, -1.1245475120223252}
{-74.11121838291788, 1.1245215817791}	{-74.11121838291832, -1.1245215817790972}
{-74.109648325891, 1.124534729836558}	{-74.10964832589127, -1.124534729836557}
{-74.11071032689682, 1.1245250709368464}	{-74.11071032689885, -1.1245250709368266}
{-74.10757648047857, 1.124555980291132}	{-74.10757648047985, -1.1245559802911202}
{-74.10728126665273, 1.124559134317641}	{-74.1072812666531, -1.1245591343176367}
{-74.10348023810855, 1.124603087492836}	{-74.10348023810889, -1.1246030874928314}
{-74.10864946377453, 1.124538455766981}	{-74.10864946377473, -1.1245384557669782}
{-74.10487198993353, 1.1245895132326211}	{-74.10487198993421, -1.1245895132326094}
{-74.10960440254357, 1.1245203594532038}	{-74.10960440254422, -1.1245203594531914}
{-74.10647151321831, -1.1245698709396093}	{-74.10647151321872, 1.124569870939603}
{-74.1063676521365, 1.1245716481081514}	{-74.1063676521371, -1.1245716481081387}
{-74.10441340773578, 1.1246078876554073}	{-74.10441340773593, -1.1246078876554038}
{-74.10539103279073, 1.1245882149515882}	{-74.1053910327906, -1.1245882149515876}
{-74.10490967780125, 1.1245987432224187}	{-74.10490967780261, -1.1245987432223874}
{-74.10329502991769, -1.1246372254608266}	{-74.10329502991902, 1.1246372254607926}
{-74.10447159948806, -1.1246065930733737}	{-74.10447159948914, 1.124606593073343}
{-74.10476911964234, -1.1245981056908472}	{-74.10476911964254, 1.1245981056908385}
{-74.10443649692287, 1.1246085457610857}	{-74.10443649692307, -1.1246085457610828}
{-74.1036935614488, 1.1246343289990532}	{-74.10369356144925, -1.1246343289990328}
{-74.10273012022654, 1.1246715175490172}	{-74.1027301202271, -1.1246715175489974}
{-74.10406367592573, 1.124613887946903}	{-74.10406367592586, -1.1246138879468992}
{-74.10517866939064, -1.124559506464273}	{-74.10517866939063, 1.1245595064642724}
{-74.10243616759954, 1.1247122806844512}	{-74.10243616759985, -1.1247122806844312}
{-74.1034665114959, 1.1246458179850642}	{-74.10346651149592, -1.1246458179850605}
{-74.10309763227833, 1.124673845541705}	{-74.10309763227872, -1.124673845541666}
{-74.10299607928648, -1.124683162596399}	{-74.10299607928653, 1.1246831625963964}
{-74.10313022517649, 1.1246677842876738}	{-74.10313022517666, -1.1246677842876531}
{-74.10343693919705, 1.124621496280167}	{-74.10343693919718, -1.1246214962801464}
{-74.10331913261922, 1.1246471272048428}	{-74.1033191326193, -1.1246471272048264}
{-74.10308445579034, -1.1247366215935533}	{-74.10308445579032, 1.1247366215935395}
{-74.10313876025893, 1.1246608766425676}	{-74.10313876025889, -1.1246608766425537}
{-74.10323516457473, -1.1247461792614744}	{-74.10323516457473, 1.1247461792614457}
{-74.10294948379638, 1.124648415426746}	{-74.10294948379634, -1.1246484154267309}
{-74.10316801044874, -1.1246952993727706}	{-74.10316801044851, 1.1246952993727273}
{-74.10359759668496, -1.1247628300672599}	{-74.1035975966846, 1.1247628300672194}
{-74.10332511795853, -1.1247288221771177}	{-74.10332511795825, 1.124728822177083}
{-74.10300983342071, 1.124696033389784}	{-74.10300983341999, -1.1246960333897158}
{-74.10376903443257, 1.124763916836987}	{-74.10376903443218, -1.1247639168369574}
{-74.10289438531183, -1.1246951160757244}	{-74.1028943853118, 1.124695116075721}
{-74.1045645554963, -1.1248126690133595}	{-74.1045645554959, 1.1248126690133342}
{-74.10208806403332, -1.124654583084392}	{-74.10208806403323, 1.1246545830843855}
{-74.10398091901303, -1.1247653374049595}	{-74.10398091901293, 1.124765337404952}
{-74.10444173983147, -1.1247902570280062}	{-74.10444173983123, 1.1247902570279933}
{-74.10294663846479, -1.124714967979949}	{-74.10294663846405, 1.1247149679799178}
{-74.10581782571951, -1.1248503996945522}	{-74.10581782571943, 1.124850399694549}
{-74.10324457410984, 1.1247361091905013}	{-74.10324457410948, -1.1247361091904882}
{-74.10452875354694, 1.1247900616330433}	{-74.10452875354649, -1.1247900616330249}
{-74.10399234965297, -1.1247686640311}	{-74.1039923496528, 1.1247686640310923}
{-74.10365859590631, -1.1247559786423142}	{-74.10365859590556, 1.1247559786422872}
{-74.10567940881587, -1.1248293749752034}	{-74.10567940881481, 1.1248293749751659}
{-74.10630936888055, 1.1248512973218108}	{-74.10630936887993, -1.1248512973217903}
{-74.10455196916912, -1.1247925523811197}	{-74.10455196916838, 1.1247925523810947}
{-74.10245228281417, 1.124724982804492}	{-74.10245228281353, -1.1247249828044685}
{-74.105299965424, -1.124813368544728}	{-74.1052999654234, 1.1248133685447095}
{-74.1084602027164, 1.1249081287928187}	{-74.10846020271606, -1.1249081287928098}
{-74.10360068953935, -1.1247671052047072}	{-74.10360068953695, 1.1247671052046386}
{-74.1062621923861, 1.1248419684550701}	{-74.10626219238594, -1.124841968455066}
{-74.10741734352915, 1.1248735016402418}	{-74.10741734352682, -1.124873501640179}
{-74.10484527928934, 1.1248052708159682}	{-74.1048452792889, -1.1248052708159566}
{-74.10689458201152, 1.1248581607556651}	{-74.10689458201014, -1.1248581607556312}
{-74.10330670531832, -1.1247679740142151}	{-74.10330670531826, 1.1247679740142127}
{-74.10931876150781, 1.1249153002351004}	{-74.10931876150762, -1.1249153002350971}
{-74.10607835067286, -1.1248378167561215}	{-74.10607835067222, 1.1248378167561073}
{-74.10818653038434, -1.124887050698397}	{-74.10818653038379, 1.124887050698385}
{-74.10674191724847, -1.1248540746382465}	{-74.10674191724651, 1.1248540746382012}
{-74.1036439086377, -1.1247848964428597}	{-74.10364390863708, 1.1247848964428444}
{-74.11098595471229, -1.1249453758521593}	{-74.11098595471061, 1.1249453758521226}
{-74.10551928097037, -1.124828334802602}	{-74.10551928096594, 1.1248283348025074}
{-74.10855545727915, -1.1248920500219355}	{-74.10855545727871, 1.1248920500219275}
{-74.10877122475178, 1.1248964906269907}	{-74.10877122474913, -1.124896490626937}
{-74.10816996357185, 1.124884347990951}	{-74.10816996357069, -1.1248843479909278}
{-74.10593996399973, -1.1248401315387113}	{-74.10593996399712, 1.1248401315386596}
{-74.1086250061669, -1.1248924275191705}	{-74.10862500616555, 1.1248924275191443}
{-74.11063778561522, -1.124930952920465}	{-74.11063778561343, 1.1249309529204312}
{-74.10814345365577, 1.1248840125666628}	{-74.10814345365499, -1.1248840125666484}
{-74.106993479541, -1.1248627256074244}	{-74.10699347953921, 1.1248627256073913}
{-74.11161433573218, 1.1249468929267181}	{-74.1116143357304, -1.1249468929266861}
{-74.10810635862907, -1.1248839936469226}	{-74.10810635862761, 1.1248839936468968}
{-74.11028361483841, -1.1249224379043543}	{-74.11028361483808, 1.124922437904349}
{-74.11078255938003, -1.1249311165672025}	{-74.11078255937875, 1.1249311165671798}
{-74.10769807379727, 1.12487824568711}	{-74.10769807379415, -1.1248782456870572}
{-74.11185370056648, -1.1249484619117327}	{-74.11185370056482, 1.124948461911705}
{-74.10877283104568, -1.124897131528446}	{-74.10877283104462, 1.1248971315284282}
