{-91.48031441120793, -2.432709534795833}	{-91.48031441120739, 2.432709534795803}
{-91.45786017838624, 2.432105447432529}	{-91.45786017838299, -2.4321054474324777}
{-91.45223722654393, -2.432018211793677}	{-91.45223722654099, 2.4320182117936326}
{-91.4561060236293, 2.432076327615135}	{-91.45610602362723, -2.4320763276151025}
{-91.45615726175593, 2.4320770721804403}	{-91.45615726175402, -2.4320770721804132}
{-91.44601404606294, 2.431934656145754}	{-91.4460140460623, -2.4319346561457444}
{-91.45097338309148, -2.432001857126709}	{-91.45097338308935, 2.432001857126679}
{-91.4489924928486, -2.431975985198802}	{-91.4489924928453, 2.431975985198761}
{-91.44949306196798, 2.431982276999437}	{-91.44949306196638, -2.4319822769994173}
{-91.44579305690166, -2.4319375974658075}	{-91.44579305690108, 2.431937597465801}
{-91.43915543316082, -2.4318607476077125}	{-91.43915543315622, 2.4318607476076615}
{-91.44751033038045, 2.4319533044548747}	{-91.4475103303798, -2.4319533044548662}
{-91.4390954336653, -2.431864329915838}	{-91.43909543366505, 2.4318643299158382}
{-91.4398923141037, -2.431872348168091}	{-91.43989231410237, 2.4318723481680755}
{-91.44288523305299, 2.431900917417759}	{-91.44288523305023, -2.4319009174177344}
{-91.43248711296393, 2.4318071294572867}	{-91.43248711296151, -2.4318071294572667}
{-91.44307096356503, -2.4318969441867644}	{-91.44307096356398, 2.4318969441867546}
{-91.43422194443248, -2.4318266625919116}	{-91.43422194442931, 2.4318266625918885}
{-91.43172262031311, 2.4318082056246553}	{-91.43172262031251, -2.431808205624651}
{-91.42833821376219, 2.431785141023757}	{-91.42833821376145, -2.4317851410237528}
{-91.43316365344715, -2.4318152114723044}	{-91.43316365344667, 2.4318152114723004}
{-91.4309041517186, 2.431802486100106}	{-91.4309041517171, -2.431802486100099}
{-91.43049310044943, -2.4318004256730257}	{-91.4304931004477, 2.431800425673016}
{-91.42490148303567, 2.4317759815040296}	{-91.42490148303207, -2.431775981504015}
{-91.42280111296266, 2.4317681960195623}	{-91.42280111296262, -2.431768196019561}
{-91.42489385029937, 2.431774510686951}	{-91.42489385029951, -2.4317745106869495}
{-91.42437644505748, 2.4317733210590826}	{-91.42437644505732, -2.4317733210590826}
{-91.42209140111272, -2.4317697861238745}	{-91.42209140111115, 2.4317697861238736}
{-91.41884353513352, -2.4317673276910616}	{-91.41884353513423, 2.4317673276910616}
{-91.41539119423632, 2.4317675874600013}	{-91.41539119423605, -2.4317675874599973}
{-91.41913419305405, -2.4317640238438014}	{-91.41913419305682, 2.4317640238437983}
{-91.41730985856528, -2.4317674560473597}	{-91.41730985856424, 2.4317674560473583}
{-91.41719526112064, 2.4317677852042965}	{-91.4171952611215, -2.431767785204294}
{-91.41324774307441, 2.431783310804799}	{-91.4132477430759, -2.4317833108047955}
{-91.41218977735211, -2.431788677883108}	{-91.41218977735161, 2.431788677883107}
{-91.4143676883613, 2.431774956553007}	{-91.41436768836235, -2.431774956552999}
{-91.40942324917019, 2.431812704773839}	{-91.40942324917069, -2.431812704773834}
{-91.40873248828878, -2.4318189856981336}	{-91.4087324882909, 2.4318189856981154}
{-91.41238246591722, -2.4317799782008263}	{-91.41238246591752, 2.4317799782008205}
{-91.40680551908261, -2.4318494354050064}	{-91.40680551908379, 2.431849435404991}
{-91.41065384595163, -2.431793934199582}	{-91.41065384595287, 2.4317939341995696}
{-91.40724190443083, 2.431850674163188}	{-91.40724190443358, -2.431850674163145}
{-91.40547171934836, -2.4318845574542514}	{-91.40547171934966, 2.4318845574542247}
{-91.40555205252005, -2.4318827891687538}	{-91.40555205252113, 2.4318827891687262}
{-91.4075934986803, 2.4318310788659026}	{-91.40759349868225, -2.4318310788658537}
{-91.40588816528775, -2.431880934632696}	{-91.40588816528842, 2.4318809346326735}
{-91.40413104281176, -2.4319405280095547}	{-91.40413104281252, 2.4319405280095268}
{-91.40501827635721, -2.4319053899516496}	{-91.40501827635892, 2.4319053899515697}
{-91.40417940371478, 2.4319445600420835}	{-91.40417940371553, -2.431944560042039}
{-91.40411899375239, 2.431947931449469}	{-91.40411899375272, -2.4319479314494563}
{-91.40338615137063, 2.431997745725523}	{-91.40338615137068, -2.4319977457255115}
{-91.40367852841521, 2.4319728799344857}	{-91.40367852841592, -2.4319728799344213}
{-91.40285335853332, 2.4320643422382133}	{-91.40285335853338, -2.4320643422381933}
{-91.40304667297652, 2.4320344995253214}	{-91.4030466729767, -2.4320344995253187}
{-91.40331619927622, -2.4319689084219673}	{-91.40331619927628, 2.43196890842193}
{-91.40312762115165, -2.4320689785312313}	{-91.40312762115165, 2.4320689785311864}
{-91.40312939468788, 2.4320774221631196}	{-91.40312939468772, -2.4320774221630606}
{-91.40313733861309, -2.4320810619646758}	{-91.40313733861278, 2.432081061964593}
{-91.40348228913058, 2.4321662198204654}	{-91.40348228913008, -2.4321662198203864}
{-91.4028493076832, 2.4320574640903923}	{-91.40284930768216, -2.432057464090256}
{-91.40394152879607, -2.4322030055564636}	{-91.40394152879614, 2.4322030055564596}
{-91.40384422680137, -2.4321923278027744}	{-91.40384422680148, 2.4321923278027726}
{-91.40292750460522, -2.432106206282147}	{-91.40292750460517, 2.4321062062821426}
{-91.40488420974984, -2.4322677217731266}	{-91.40488420974913, 2.432267721773079}
{-91.40293450185987, -2.432123559479474}	{-91.40293450185969, 2.432123559479456}
{-91.40473267054165, 2.4322444135502646}	{-91.40473267054128, -2.4322444135502375}
{-91.40582143559982, -2.4323116782215943}	{-91.40582143559858, 2.432311678221529}
{-91.40490308223816, 2.432259035505805}	{-91.40490308223694, -2.432259035505738}
{-91.4049932000324, -2.4322638648792685}	{-91.40499320003255, 2.4322638648792685}
{-91.40700955607332, 2.4323655056796154}	{-91.40700955607294, -2.4323655056796003}
{-91.40406979989667, 2.4322253679869794}	{-91.40406979989645, -2.43222536798697}
{-91.40717933050603, -2.4323661751387706}	{-91.40717933050354, 2.432366175138662}
{-91.40570989758075, 2.4323027248062328}	{-91.40570989758025, -2.4323027248062092}
{-91.40822835252182, -2.432406775536693}	{-91.4082283525194, 2.4324067755365992}
{-91.40850766935576, -2.4324178496327367}	{-91.40850766935434, 2.4324178496326807}
{-91.40576015473519, -2.4323130372669803}	{-91.40576015473297, 2.432313037266897}
{-91.40817844017536, 2.432402005991978}	{-91.40817844017124, -2.4324020059918303}
{-91.41064154919692, 2.4324895748696784}	{-91.41064154919673, -2.432489574869672}
{-91.41050407187835, 2.4324848427911445}	{-91.41050407187709, -2.432484842791098}
{-91.40761395285051, -2.4323883631660617}	{-91.4076139528489, 2.432388363166009}
{-91.41092681594151, 2.4324957800313785}	{-91.41092681594137, -2.432495780031374}
{-91.4109354602281, 2.432496052640505}	{-91.41093546022314, -2.4324960526403494}
{-91.4105574769488, -2.4324844439834967}	{-91.41055747694402, 2.4324844439833515}
{-91.41073791810389, 2.4324898470976475}	{-91.41073791810338, -2.4324898470976306}
{-91.41348095594257, -2.432570014068825}	{-91.4134809559425, 2.432570014068824}
{-91.41088309491052, 2.4324958381055355}	{-91.41088309490874, -2.4324958381054844}
{-91.41248297852604, 2.4325405077973414}	{-91.41248297852358, -2.432540507797276}
{-91.41224649904535, 2.432534045966354}	{-91.41224649904188, -2.432534045966263}
{-91.41550663745188, 2.432621297232401}	{-91.41550663744795, -2.4326212972322985}
{-91.41267177079197, -2.4325469340600634}	{-91.4126717707882, 2.432546934059965}
{-91.4143697525319, 2.4325906200007212}	{-91.41436975252826, -2.432590620000631}
{-91.41610520005268, 2.4326344401481568}	{-91.41610520004915, -2.4326344401480666}
{-91.41378662936322, -2.4325769498376117}	{-91.41378662935975, 2.4325769498375256}
{-91.41672739038823, 2.432648594763559}	{-91.41672739037591, -2.432648594763263}
{-91.41464380997387, 2.432598693381169}	{-91.41464380997274, -2.4325986933811437}
{-91.41726504526699, -2.4326604377410845}	{-91.41726504526473, 2.4326604377410312}
{-91.41690316324022, -2.4326520499688034}	{-91.41690316323071, 2.4326520499685875}
{-91.41991142827487, 2.4327206892662803}	{-91.41991142827202, -2.4327206892662163}	{-91.41991142826964, 2.4327206892661644}	{-91.41991142825793, -2.432720689265898}
{-91.41793048602148, -2.4326761765219262}	{-91.41793048601633, 2.432676176521812}
