{-77.02318423235243, -1.394905240971525}	{-77.02318423235222, 1.3949052409715097}
{-77.0048666593406, -1.3945393885130364}	{-77.00486665933838, 1.3945393885130122}
{-77.00278363830289, -1.3945171664151659}	{-77.00278363830202, 1.3945171664151566}
{-77.0072212000503, -1.394563083462345}	{-77.0072212000487, 1.394563083462329}
{-77.00975515669626, -1.394588499577551}	{-77.00975515669387, 1.3945884995775275}
{-77.00141131287317, 1.394507445711659}	{-77.00141131287236, -1.3945074457116517}
{-77.00143126872725, -1.3945076333040103}	{-77.00143126872563, 1.3945076333039943}
{-77.00103102472688, -1.3945039952137088}	{-77.00103102472676, 1.3945039952137066}
{-77.00072137055308, -1.394501276209426}	{-77.00072137055051, 1.3945012762094033}
{-77.00101754249935, -1.394503785813864}	{-77.00101754249856, 1.3945037858138571}
{-77.00243675861886, 1.394515377379964}	{-77.0024367586172, -1.39451537737995}
{-76.99542724468338, -1.3944602714726522}	{-76.99542724468198, 1.3944602714726404}
{-77.0004929579378, -1.3944985512296468}	{-77.0004929579368, 1.3944985512296395}
{-76.99800645352389, 1.394480517824982}	{-76.99800645352144, -1.3944805178249637}
{-76.99848339385873, 1.3944838314442716}	{-76.99848339385791, -1.3944838314442658}
{-76.99209871284309, -1.394441425624487}	{-76.9920987128428, 1.394441425624485}
{-76.99987092142398, -1.3944906719417691}	{-76.99987092142186, 1.394490671941756}
{-76.99125985105076, 1.3944387547010142}	{-76.99125985105063, -1.394438754701013}
{-76.9976819661682, -1.3944754915626034}	{-76.9976819661682, 1.3944754915626028}
{-76.98839973548019, -1.3944252784219338}	{-76.98839973547895, 1.3944252784219278}
{-76.99496792067615, 1.39445875380901}	{-76.99496792067411, -1.3944587538089999}
{-76.98655491606402, -1.394418531082004}	{-76.98655491606293, 1.394418531081999}
{-76.99473030514427, 1.3944550147058092}	{-76.99473030514336, -1.3944550147058057}
{-76.98867606891969, -1.3944299439326049}	{-76.98867606891946, 1.3944299439326044}
{-76.98946914158262, -1.3944329688895116}	{-76.98946914158002, 1.3944329688895014}
{-76.9871081807393, -1.3944247444697686}	{-76.98710818073738, 1.394424744469762}
{-76.98193488550444, 1.3944084657364633}	{-76.98193488550237, -1.3944084657364568}
{-76.98451315629221, 1.3944156981293172}	{-76.98451315628968, -1.3944156981293103}
{-76.98494881796357, 1.3944167691720963}	{-76.984948817962, -1.3944167691720926}
{-76.98357302695534, 1.3944138742757441}	{-76.9835730269532, -1.3944138742757395}
{-76.99067801244153, -1.394426263749437}	{-76.99067801244047, 1.3944262637494367}
{-76.97683836761932, 1.3944072679134807}	{-76.97683836761843, -1.3944072679134794}
{-76.98174196016524, 1.3944121314863407}	{-76.98174196016342, -1.3944121314863396}
{-76.98601929267922, -1.3944147201508728}	{-76.98601929267763, 1.3944147201508714}
{-76.98047703947844, 1.39441358158382}	{-76.98047703947684, -1.3944135815838197}
{-76.97501780298869, 1.3944147201508665}	{-76.975017802989, -1.3944147201508656}
{-76.97910638732439, 1.3944121314863298}	{-76.97910638732534, -1.3944121314863278}
{-76.97463514269927, -1.394416923063572}	{-76.9746351426999, 1.394416923063572}
{-76.97989625285629, -1.3944088987411851}	{-76.97989625285788, 1.3944088987411827}
{-76.97740239310573, 1.3944138742757248}	{-76.97740239310676, -1.3944138742757226}
{-76.9762376787097, 1.3944167691721638}	{-76.9762376787133, -1.3944167691721534}
{-76.97659524705193, 1.3944156981293192}	{-76.97659524705206, -1.3944156981293188}
{-76.97056005782939, -1.394436998461831}	{-76.97056005783232, 1.3944369984618197}
{-76.9744930258762, 1.3944209255346707}	{-76.97449302587829, -1.3944209255346616}
{-76.97272923436309, -1.3944291616495696}	{-76.97272923436525, 1.3944291616495588}
{-76.97329932938821, 1.3944261494600962}	{-76.97329932938885, -1.3944261494600931}
{-76.96907075936015, 1.3944512341423798}	{-76.96907075936112, -1.394451234142374}
{-76.97458375129318, -1.394414765295082}	{-76.97458375129499, 1.3944147652950682}
{-76.96910136935512, -1.3944550039789718}	{-76.96910136935537, 1.3944550039789694}
{-76.96671963469763, -1.3944743309762107}	{-76.96671963469774, 1.3944743309762095}
{-76.97368473978977, 1.3944121102274356}	{-76.97368473979019, -1.3944121102274325}
{-76.96532964718692, 1.3944941031076705}	{-76.96532964718892, -1.3944941031076492}
{-76.96633170496833, 1.394483317254112}	{-76.96633170496924, -1.3944833172541}
{-76.97050974826719, -1.3944341109470062}	{-76.97050974826772, 1.394434110946999}
{-76.9672138137856, 1.3944765585877967}	{-76.96721381378559, -1.3944765585877954}
{-76.96744609323576, -1.3944732879050947}	{-76.96744609323656, 1.3944732879050854}
{-76.96627161787795, -1.394491365539743}	{-76.96627161787954, 1.39449136553972}
{-76.96854349624637, -1.3944531308899324}	{-76.9685434962464, 1.394453130889932}
{-76.96554949500666, -1.3945082832611133}	{-76.96554949500698, 1.3945082832611073}
{-76.96612117739313, 1.3944967388047464}	{-76.96612117739403, -1.39449673880473}
{-76.96623219975255, 1.3944942771316462}	{-76.96623219975281, -1.394494277131639}
{-76.96265447204524, -1.3945816387970764}	{-76.96265447204625, 1.3945816387970484}
{-76.96578275963738, 1.3944972814793977}	{-76.96578275963763, -1.394497281479388}
{-76.96578654286056, -1.3944971684247887}	{-76.96578654286111, 1.3944971684247687}
{-76.96335054392839, -1.394578297763689}	{-76.96335054392873, 1.3945782977636771}
{-76.96402923039744, 1.394552957083494}	{-76.96402923039764, -1.3945529570834898}
{-76.96511692437547, -1.3945071156723123}	{-76.96511692437569, 1.394507115672303}
{-76.96465265488122, 1.3945294138087254}	{-76.96465265488206, -1.3945294138086899}
{-76.96312619520982, -1.3946140198881352}	{-76.96312619521008, 1.3946140198881154}
{-76.96396900864349, -1.3945592941467815}	{-76.9639690086438, 1.3945592941467588}
{-76.96402794788592, -1.394554720369463}	{-76.96402794788621, 1.3945547203694324}
{-76.96363163660735, -1.3945925646272566}	{-76.96363163660747, 1.3945925646272426}
{-76.96386664186652, 1.3945637645724467}	{-76.96386664186666, -1.3945637645724283}
{-76.96327932613464, -1.3946627123296358}	{-76.96327932613472, 1.394662712329628}
{-76.96362277716125, -1.3945723476964549}	{-76.96362277716135, 1.3945723476964367}
{-76.9635864680922, 1.394593097098916}	{-76.96358646809213, -1.3945930970988556}
{-76.96361529633455, -1.3947128992148834}	{-76.96361529633452, 1.394712899214857}
{-76.96338743715302, 1.3946072016532112}	{-76.96338743715297, -1.3946072016531952}
{-76.96328016201022, -1.3945803813400244}	{-76.96328016201001, 1.394580381339975}
{-76.9634981869029, -1.3946180212658346}	{-76.9634981869027, 1.394618021265801}
{-76.96415202802655, 1.3947047945894442}	{-76.96415202802636, -1.3947047945894178}
{-76.96332452080253, -1.394615046549524}	{-76.96332452080244, 1.3946150465495193}
{-76.9637240390091, 1.3946518511090769}	{-76.96372403900905, -1.3946518511090755}
{-76.96419830699872, -1.3946899455765507}	{-76.96419830699818, 1.394689945576509}
{-76.96449258065128, 1.3947109634836674}	{-76.96449258065115, -1.3947109634836568}
{-76.96425781127917, -1.3946958272009244}	{-76.96425781127864, 1.3946958272008927}
{-76.96305156351828, -1.3946247833834209}	{-76.96305156351785, 1.394624783383396}
{-76.96415335869273, -1.3946846167444251}	{-76.96415335869261, 1.3946846167444158}
{-76.96530493918107, 1.3947427180313863}	{-76.9653049391802, -1.3947427180313445}
{-76.96376694809021, -1.3946701384546363}	{-76.96376694808973, 1.394670138454615}
{-76.96557112610779, 1.3947502134054721}	{-76.9655711261076, -1.3947502134054663}
{-76.96539134111921, -1.3947426737221553}	{-76.96539134111764, 1.3947426737220934}
{-76.96479506604096, 1.3947189457264657}	{-76.96479506604028, -1.394718945726439}
{-76.96544603007918, 1.3947436134711053}	{-76.96544603007864, -1.3947436134710849}
{-76.96631239002707, -1.3947749738352089}	{-76.96631239002565, 1.3947749738351591}
{-76.96334187196388, 1.394671962484334}	{-76.96334187196285, -1.3946719624842998}
{-76.96668997759035, 1.394783464304013}	{-76.96668997758938, -1.394783464303981}
{-76.96590451516354, -1.3947582881491927}	{-76.96590451516309, 1.394758288149177}
{-76.96525534504877, 1.3947382194927471}	{-76.96525534504634, -1.3947382194926754}
{-76.96582172127562, -1.3947551373069884}	{-76.96582172127536, 1.3947551373069802}
{-76.96845009858649, 1.3948311188759859}	{-76.96845009858635, -1.3948311188759834}
{-76.96719786368317, 1.394796030778996}	{-76.96719786368254, -1.3947960307789795}
{-76.96564722325454, -1.3947538546786742}	{-76.96564722325267, 1.3947538546786251}
{-76.96698212395376, 1.3947891426801793}	{-76.96698212395269, -1.3947891426801502}
{-76.96711713783336, 1.3947926155073918}	{-76.96711713783267, -1.394792615507376}
{-76.96825026523408, 1.3948210067912319}	{-76.96825026523334, -1.394821006791212}
{-76.96841566664985, 1.3948250477614386}	{-76.96841566664763, -1.3948250477613844}
{-76.96488791244735, 1.3947409261281511}	{-76.96488791244553, -1.394740926128109}
{-76.97123637793788, -1.394888803319224}	{-76.97123637793717, 1.3948888033192102}
{-76.9681906625493, -1.3948194453137652}	{-76.96819066254669, 1.3948194453137062}
{-76.9669052786277, -1.3947908057131373}	{-76.96690527862711, 1.394790805713125}
{-76.96914714002652, 1.3948397121064342}	{-76.96914714002384, -1.3948397121063751}
{-76.9674077445208, -1.39480253553554}	{-76.96740774451698, 1.394802535535458}
{-76.97193896501976, -1.3948974799308413}	{-76.9719389650196, 1.3948974799308396}
{-76.96839007767073, -1.3948245358848406}	{-76.96839007766866, 1.3948245358847977}
{-76.96835840942725, -1.3948238970094882}	{-76.96835840942475, 1.3948238970094387}
{-76.97248325775297, 1.3949056136398181}	{-76.97248325774986, -1.3949056136397566}
{-76.96954193425914, 1.394848363499428}	{-76.96954193425724, -1.394848363499391}
{-76.96873068715927, 1.394832842112934}	{-76.96873068715912, -1.3948328421129317}
{-76.97038586150286, 1.3948639845354232}	{-76.97038586150204, -1.3948639845354078}
{-76.97127264334796, -1.3948803994635424}	{-76.97127264334517, 1.3948803994634906}
{-76.97237787570258, 1.3949005351025607}	{-76.97237787570003, -1.3949005351025145}
{-76.97053054536595, -1.394867397912266}	{-76.97053054536528, 1.3948673979122548}
{-76.96990537835386, -1.3948563523736481}	{-76.96990537835276, 1.3948563523736286}
{-76.97152143336855, -1.3948844852771982}	{-76.97152143336562, 1.3948844852771476}
