{-104.92564493964315, -3.20159070808054}	{-104.92564493964308, 3.201590708080536}
{-104.87292405176991, 3.2002943987449104}	{-104.8729240517683, -3.2002943987448864}
{-104.87135434509946, -3.200273619406319}	{-104.87135434509884, 3.200273619406308}
{-104.87267213098649, -3.200290187591532}	{-104.87267213098289, 3.200290187591485}
{-104.86149209647475, -3.2001572750468075}	{-104.86149209647179, 3.2001572750467737}
{-104.86551533891051, -3.2002022711422}	{-104.86551533890659, 3.200202271142158}
{-104.86942239351109, -3.200243135310905}	{-104.86942239350726, 3.2002431353108713}
{-104.85804677767335, -3.2001327275952693}	{-104.85804677766824, 3.200132727595215}
{-104.85814452054194, -3.2001335996769997}	{-104.85814452054119, 3.200133599676997}
{-104.86288151581618, 3.2001720103428863}	{-104.86288151581302, -3.2001720103428632}
{-104.8495736495934, 3.200075461473402}	{-104.84957364959142, -3.2000754614733857}
{-104.85940896647178, 3.200138015754529}	{-104.85940896646935, -3.2001380157545145}
{-104.84695844701923, -3.200070567299378}	{-104.84695844701314, 3.2000705672993464}
{-104.85173901588756, 3.2000916906796872}	{-104.85173901588281, -3.2000916906796633}
{-104.85243332440139, 3.2000940242814475}	{-104.85243332439723, -3.200094024281443}
{-104.84345541908999, -3.2000740227442566}	{-104.84345541908762, 3.200074022744255}
{-104.84682097577642, 3.2000774325238703}	{-104.84682097577733, -3.2000774325238646}
{-104.84327638422563, -3.2000784779593214}	{-104.84327638422982, 3.20007847795932}
{-104.84062560675044, 3.2000830276101864}	{-104.84062560675281, -3.2000830276101775}
{-104.83979766142681, -3.2000857320728913}	{-104.83979766142845, 3.2000857320728753}
{-104.8415683904357, -3.2000769365696162}	{-104.8415683904373, 3.200076936569609}
{-104.84123296430933, -3.2000792339906754}	{-104.84123296431059, 3.2000792339906567}
{-104.83488824194124, -3.2001360602935938}	{-104.83488824194089, 3.2001360602935884}
{-104.83821233580778, -3.200098409424408}	{-104.83821233580993, 3.200098409424373}
{-104.83320524573938, 3.200168625455696}	{-104.83320524574151, -3.2001686254556643}
{-104.83396613802684, 3.2001555901225314}	{-104.83396613802796, -3.2001555901225136}
{-104.83286276267758, -3.2001784885334974}	{-104.832862762678, 3.2001784885334787}
{-104.83423351940563, 3.2001441600990534}	{-104.834233519405, -3.2001441600990486}
{-104.83214298610076, -3.200207351382244}	{-104.83214298610112, 3.200207351382232}
{-104.83059877096478, -3.2002639337801924}	{-104.83059877096572, 3.2002639337801635}
{-104.83001353765933, 3.200290140444247}	{-104.83001353766029, -3.200290140444207}
{-104.83059565437512, 3.200257853557688}	{-104.83059565437578, -3.2002578535576527}
{-104.82902764255887, -3.200367929834065}	{-104.82902764255925, 3.200367929834027}
{-104.83046830925589, 3.2002356437371553}	{-104.83046830925642, -3.2002356437371033}
{-104.8287847772975, -3.200449186759531}	{-104.82878477729763, 3.200449186759468}
{-104.82939254751527, -3.200331629972804}	{-104.82939254751554, 3.200331629972787}
{-104.82927310329092, -3.2003757067460223}	{-104.82927310329124, 3.2003757067458305}
{-104.8291959282623, -3.2005461546922227}	{-104.82919592826244, 3.2005461546922187}
{-104.82913825757845, -3.2005105682550203}	{-104.82913825757834, 3.2005105682549715}
{-104.82913954523505, -3.2005109326876}	{-104.82913954523455, 3.2005109326874908}
{-104.82904773171022, 3.2004936426185493}	{-104.82904773170952, -3.200493642618451}
{-104.82946882005675, -3.2005540693947925}	{-104.82946882005533, 3.2005540693946086}
{-104.83009850928782, 3.2006279516302176}	{-104.83009850928579, -3.200627951629991}
{-104.83026450052982, -3.200644578828825}	{-104.83026450052823, 3.2006445788286775}
{-104.83076645874746, 3.200688765778384}	{-104.83076645874625, -3.2006887657782737}
{-104.83060725781058, -3.2006761927691185}	{-104.83060725781048, 3.2006761927691105}
{-104.83066658900457, -3.2006804619945215}	{-104.83066658900331, 3.2006804619944327}
{-104.83196136642434, -3.20076635874273}	{-104.83196136642215, 3.200766358742593}
{-104.83285867113183, 3.2008217615022536}	{-104.83285867112748, -3.200821761501995}
{-104.83409583932055, 3.200893402366036}	{-104.83409583931892, -3.2008934023659408}
{-104.83326858993772, -3.2008481890106366}	{-104.833268589935, 3.2008481890104954}
{-104.83385014165789, -3.2008783476934677}	{-104.83385014165663, 3.200878347693412}
{-104.83603956762201, -3.2009865576210115}	{-104.83603956762072, 3.2009865576209435}
{-104.83614947520095, 3.2009917544959063}	{-104.83614947519933, -3.2009917544958273}
{-104.83341938992237, -3.2008678388444833}	{-104.83341938991398, 3.20086783884412}
{-104.83780641324137, -3.2010595230763674}	{-104.83780641324121, 3.201059523076355}
{-104.835955524307, 3.200981476052373}	{-104.83595552430457, -3.200981476052272}
{-104.84093700069084, -3.201184647647066}	{-104.84093700068797, 3.2011846476469485}
{-104.83702068814573, 3.2010298454532036}	{-104.83702068813498, -3.2010298454527812}
{-104.84004377558092, -3.2011458618562916}	{-104.84004377557177, 3.201145861855949}
{-104.83962076488062, -3.2011300758703003}	{-104.83962076487454, 3.2011300758700787}
{-104.84071880103811, 3.201169979759902}	{-104.8407188010324, -3.201169979759694}
{-104.84208212741198, -3.2012182898597095}	{-104.84208212740498, 3.20121828985947}
{-104.84443502101428, 3.201299683686073}	{-104.84443502101158, -3.2012996836859857}
{-104.84137886580088, -3.2011963627132656}	{-104.84137886579742, 3.2011963627131523}
{-104.84470554350837, 3.201306383491792}	{-104.84470554349889, -3.201306383491485}
{-104.84408440107201, 3.2012862695668955}	{-104.8440844010653, -3.2012862695666864}
{-104.84557533233595, 3.2013335812528547}	{-104.84557533233249, -3.201333581252747}
{-104.8477585398292, 3.2014015240453255}	{-104.84775853982606, -3.201401524045225}
{-104.84863586354408, -3.2014283191689232}	{-104.8486358635405, 3.201428319168817}
{-104.84698500862284, 3.2013788036667217}	{-104.84698500862284, -3.2013788036667163}
{-104.84630452359217, -3.2013587471987646}	{-104.8463045235914, 3.201358747198746}
{-104.84832371577222, -3.201417261809669}	{-104.84832371576717, 3.2014172618095285}
{-104.85237567617177, 3.2015327755660823}	{-104.85237567616795, -3.201532775565973}
{-104.85058348111778, 3.2014824887541424}	{-104.85058348111222, -3.2014824887539923}
{-104.84880678809554, -3.201433399523326}	{-104.84880678809333, 3.201433399523266}
{-104.85148306886049, 3.2015062447119855}	{-104.85148306886006, -3.201506244711977}
{-104.85450784819733, 3.20158738522153}	{-104.85450784818991, -3.2015873852213352}
{-104.8523019628887, -3.201529044510377}	{-104.85230196287945, 3.2015290445101336}
{-104.85466555879076, -3.2015906992722853}	{-104.85466555878564, 3.2015906992721526}
