{-69.9973938331644, -0.4177397674441937}	{-69.9973938331644, 0.41773976744419145}
{-69.98727758565869, -0.4174011325431007}	{-69.9872775856565, 0.41740113254307404}
{-69.98730463736142, 0.4174014587292997}	{-69.9873046373603, -0.41740145872928686}
{-69.96676449833407, 0.41715994681081164}	{-69.96676449833393, -0.41715994681081}
{-69.99106821373068, 0.4174385279140121}	{-69.9910682137305, -0.41743852791400965}
{-69.97861851198272, 0.4172994695709551}	{-69.9786185119807, -0.417299469570933}
{-69.97878144803667, -0.4173012417492115}	{-69.97878144803538, 0.41730124174919664}
{-69.97515975932478, -0.41726290262825044}	{-69.97515975932285, 0.41726290262823035}
{-69.98484440545968, 0.41736263587713124}	{-69.9848444054595, -0.41736263587713024}
{-69.97396879102766, -0.4172537625881779}	{-69.973968791027, 0.4172537625881706}
{-69.97675545982025, -0.4172808600844255}	{-69.97675545981674, 0.4172808600843907}
{-69.97625649341744, -0.4172761500794369}	{-69.97625649341742, 0.4172761500794359}
{-69.99005774296106, -0.4174025357187828}	{-69.99005774295865, 0.41740253571875996}
{-69.9656981093434, 0.4171863900072786}	{-69.96569810934345, -0.4171863900072778}
{-69.97344224039482, -0.41725290049325603}	{-69.97344224039364, 0.41725290049324504}
{-69.9784124929466, 0.4172941962504604}	{-69.97841249294518, -0.41729419625044883}
{-69.98067644443627, 0.4173123718350371}	{-69.98067644443573, -0.41731237183503095}
{-69.98030656344581, 0.4173095062502938}	{-69.98030656344464, -0.41730950625028335}
{-69.95933225780995, 0.4171529849803658}	{-69.95933225780846, -0.4171529849803563}

{-69.9641911388375, -0.4171951374207345}	{-69.96419113883584, 0.41719513742072173}
{-69.97231152890086, 0.4172488672572455}	{-69.97231152890028, -0.417248867257241}
{-69.97839212155746, -0.4172873970519273}	{-69.97839212155547, 0.4172873970519147}
{-69.9642495148292, -0.4172018153310658}	{-69.96424951482352, 0.41720181533103196}
{-69.96639378585431, -0.41721417572369457}	{-69.96639378585373, 0.4172141757236907}
{-69.98506169575724, -0.41731652999692387}	{-69.98506169575595, 0.41731652999691704}
{-69.9655533714385, -0.41721517266005737}	{-69.96555337143671, 0.4172151726600488}
{-69.96266351574607, -0.41720100615354305}	{-69.96266351574583, 0.41720100615354283}
{-69.97656917071757, 0.41726517007751235}	{-69.97656917071663, -0.4172651700775074}
{-69.97089952967045, -0.41724065569948543}	{-69.97089952967009, 0.4172406556994843}
{-69.9639503161282, -0.41721267516002486}	{-69.96395031612558, 0.4172126751600149}
{-69.9740070726693, 0.41725019112870027}	{-69.97400707266819, -0.4172501911286955}
{-69.96488433391968, 0.4172188883332501}	{-69.96488433391933, -0.41721888833324955}
{-69.95480162825524, 0.4171873869749372}	{-69.95480162825233, -0.41718738697493013}
{-69.97986768377193, -0.417258149064302}	{-69.97986768376933, 0.41725814906429487}
{-69.95036733178355, 0.4171840050464978}	{-69.95036733178065, -0.4171840050464906}
{-69.97377992784102, 0.41723550686225325}	{-69.97377992783997, -0.41723550686224986}
{-69.96107100486186, 0.4172115264814535}	{-69.96107100486167, -0.41721152648145277}
{-69.96557734295523, 0.41721857761860814}	{-69.96557734295322, -0.4172185776186052}
{-69.96968366231825, -0.41722368180869185}	{-69.96968366231721, 0.417223681808691}
{-69.956080537211, -0.4172112863111555}	{-69.95608053720943, 0.4172112863111546}
{-69.9596426107024, 0.4172133316468113}	{-69.95964261070321, -0.41721333164681107}
{-69.9630738534139, 0.4172141451949204}	{-69.96307385341852, -0.4172141451949192}
{-69.96645971326366, -0.4172137874454357}	{-69.9664597132634, 0.4172137874454348}
{-69.95305853039365, -0.4172199529353483}	{-69.95305853039508, 0.4172199529353471}
{-69.95661001436687, -0.41721703715691183}	{-69.9566100143675, 0.417217037156911}
{-69.96036113948895, -0.41721259978854397}	{-69.96036113949387, 0.41721259978853736}
{-69.96438720473625, 0.41720635156851166}	{-69.9643872047368, -0.4172063515685109}
{-69.95263996458009, -0.4172290760013719}	{-69.9526399645812, 0.4172290760013695}
{-69.97338450953595, 0.41718097096609325}	{-69.97338450953609, -0.4171809709660924}
{-69.94720549273819, -0.4172521236287989}	{-69.94720549273843, 0.4172521236287987}
{-69.95308996481964, 0.4172336910109809}	{-69.9530899648204, -0.41723369101097746}
{-69.95957750958057, 0.41721070087111395}	{-69.95957750958084, -0.41721070087111334}
{-69.96672122870574, 0.4171823763372681}	{-69.96672122870622, -0.41718237633726407}
{-69.94488581829776, -0.41727866987646345}	{-69.94488581829789, 0.417278669876462}
{-69.96819454338821, -0.41716539041188866}	{-69.96819454339129, 0.41716539041187545}
{-69.94890128597132, -0.41726806618918855}	{-69.94890128597447, 0.41726806618916906}
{-69.95928054965913, -0.41720782763714026}	{-69.9592805496619, 0.4172078276371236}
{-69.95665206719234, 0.417224366846339}	{-69.95665206719457, -0.41722436684632513}
{-69.94163153654978, -0.41732665526676577}	{-69.94163153655028, 0.417326655266762}
{-69.95484596980116, -0.4172297100265849}	{-69.95484596980266, 0.41722971002657117}
{-69.95590599910688, 0.4172213656060626}	{-69.95590599910884, -0.41722136560604633}
{-69.95823565386829, -0.4172017201400628}	{-69.95823565386895, 0.4172017201400574}
{-69.94932636613699, 0.4172820875948869}	{-69.9493263661394, -0.4172820875948649}
{-69.95429937042907, -0.4172342000140113}	{-69.95429937043045, 0.41723420001399786}
{-69.94860281488417, 0.4172926504466091}	{-69.94860281488634, -0.417292650446586}
{-69.95621514077243, -0.4172095544118706}	{-69.95621514077301, 0.41720955441186325}
{-69.94234609611465, -0.41737051141766646}	{-69.94234609611581, 0.417370511417653}
{-69.95262859593123, 0.4172437942611465}	{-69.952628595934, -0.4172437942611106}
{-69.95334602741711, -0.41723442246610704}	{-69.95334602741816, 0.4172344224660934}
{-69.95563352256288, 0.41720275418966274}	{-69.95563352256299, -0.41720275418965935}
{-69.94927431329462, 0.41729604525158176}	{-69.94927431329566, -0.4172960452515677}
{-69.9448037540327, -0.41736554254279856}	{-69.94480375403339, 0.4173655425427877}
{-69.9517424965303, 0.4172513703477943}	{-69.95174249653219, -0.41725137034776166}
{-69.95080582154534, -0.4172676772941843}	{-69.95080582154559, 0.4172676772941788}
{-69.94263964414351, -0.4174182362972369}	{-69.94263964414552, 0.41741823629720043}
{-69.95383461549518, 0.41719981199282197}	{-69.95383461549554, -0.4171998119928155}
{-69.94953171380689, 0.4172886516979082}	{-69.9495317138072, -0.41728865169790424}
{-69.94713947741478, 0.4173409815915216}	{-69.94713947741513, -0.41734098159151334}
{-69.94657039820643, 0.41735417345222237}	{-69.94657039820656, -0.41735417345221504}
{-69.94773234382376, -0.41732562050828487}	{-69.94773234382546, 0.41732562050824357}
{-69.95052888928775, -0.4172527384299843}	{-69.95052888928873, 0.4172527384299575}
{-69.94804721174668, -0.4173214093923346}	{-69.94804721174799, 0.4173214093922965}
{-69.94737505699074, 0.4173411832735164}	{-69.94737505699091, -0.41734118327351255}
{-69.94219717765573, 0.4175033653551438}	{-69.94219717765738, -0.4175033653550947}
{-69.9507532018104, 0.41721786821729256}	{-69.95075320181215, -0.4172178682172352}
{-69.9435869083102, -0.41747307121086175}	{-69.9435869083109, 0.41747307121083743}
{-69.94905791465705, 0.4172647018239887}	{-69.94905791465757, -0.41726470182396386}
{-69.94569643039316, 0.4174018620827089}	{-69.94569643039324, -0.4174018620827045}
{-69.94878293584915, 0.4172665792667828}	{-69.9487829358495, -0.417266579266773}
{-69.94427729047534, -0.4174793420108133}	{-69.94427729047528, 0.4174793420108139}
{-69.94566102325531, 0.41740870329786484}	{-69.94566102325578, -0.41740870329783675}
{-69.94829450745571, -0.417262987668791}	{-69.94829450745662, 0.41726298766874326}
{-69.94491047590549, 0.4174669695740602}	{-69.94491047590613, -0.4174669695740243}
{-69.94635455147895, 0.4173716468979795}	{-69.94635455147935, -0.41737164689795014}
{-69.94585360722449, -0.41740805194974556}	{-69.94585360722475, 0.4174080519497301}
{-69.94651928050325, 0.41735440888622144}	{-69.94651928050371, -0.41735440888618575}
{-69.94570962110394, 0.41742738479177216}	{-69.94570962110384, -0.41742738479176866}
{-69.9459584583656, 0.4174020324217597}	{-69.94595845836565, -0.41740203242174895}
{-69.94514263526165, -0.41749724100941277}	{-69.94514263526169, 0.4174972410094044}
{-69.94522995260134, -0.417485367846975}	{-69.94522995260152, 0.41748536784694484}
{-69.9459840322373, 0.4173633258962732}	{-69.94598403223738, -0.4173633258962597}
{-69.9460373397856, -0.4173527333855799}	{-69.94603733978586, 0.4173527333855288}
{-69.94566489346826, 0.4174480932103207}	{-69.94566489346839, -0.4174480932103201}
{-69.94575039282387, -0.41741762086573}	{-69.94575039282394, 0.4174176208657076}
{-69.94563441627561, -0.41748457778689774}	{-69.94563441627554, 0.4174845777868941}
{-69.94568144492065, -0.4174157751945589}	{-69.94568144492067, 0.4174157751945463}
{-69.9457672801911, -0.41766219186454046}	{-69.94576728019109, 0.41766219186451564}
{-69.94528406544693, 0.41730397525355833}	{-69.94528406544688, -0.41730397525352386}
{-69.94570078341768, -0.4174831190690455}	{-69.9457007834177, 0.41748311906903335}
{-69.94576056754057, -0.4175012553586403}	{-69.94576056754043, 0.4175012553586049}
{-69.946105443619, 0.41758251027277143}	{-69.94610544361885, -0.4175825102727301}
{-69.94563576976138, -0.4174916779985356}	{-69.94563576976137, 0.41749167799853065}
{-69.94539772697514, 0.4174524996784882}	{-69.94539772697485, -0.4174524996784431}
{-69.94542581406938, -0.41745653088883833}	{-69.9454258140691, 0.4174565308887934}
{-69.945727793212, 0.41749502159571394}	{-69.94572779321187, -0.4174950215957034}
{-69.94628446913714, 0.41755893189643994}	{-69.94628446913653, -0.41755893189637067}
{-69.94489781891352, -0.4174138032599426}	{-69.94489781891309, 0.41741380325989946}
{-69.94818240891644, 0.41772984993263856}	{-69.94818240891601, -0.4177298499325985}
{-69.94409903651365, 0.417365611915743}	{-69.9440990365133, -0.4173656119157135}
{-69.94774111885077, -0.4176687406255859}	{-69.94774111884986, 0.4176687406255167}
{-69.94555410151392, -0.4174980546720072}	{-69.94555410151365, 0.41749805467198337}
{-69.9458584269266, -0.4175204476599049}	{-69.94585842692604, 0.41752044765986457}
{-69.94553407264029, 0.4174978609983255}	{-69.94553407264024, -0.4174978609983179}
{-69.94765670535301, 0.4176382166560023}	{-69.94765670535205, -0.4176382166559402}
{-69.94525615716793, -0.41748696622691633}	{-69.94525615716769, 0.417486966226902}
{-69.94503220957714, 0.4174734787077437}	{-69.94503220957702, -0.4174734787077379}
{-69.94684233361384, 0.41757789920438004}	{-69.94684233361379, -0.4175778992043686}	{-69.94684233361345, 0.4175778992043474}
{-69.9466273041968, -0.4175659904121899}	{-69.94662730419651, 0.417565990412175}
{-69.9479721917979, -0.4176376511482782}	{-69.94797219179587, 0.4176376511481692}
{-69.94647477866219, 0.41756073239485153}	{-69.94647477866214, -0.41756073239485114}	{-69.94647477866097, -0.41756073239480057}
{-69.94588389235514, 0.41753141596293075}	{-69.94588389235419, -0.4175314159628852}
{-69.95012379960397, -0.417734824734081}	{-69.95012379960367, -0.41773482473406526}	{-69.95012379960338, 0.4177348247340517}	{-69.95012379960276, 0.41773482473402473}
{-69.94553404525625, -0.4175215368674983}	{-69.94553404525652, 0.41752153686751003}	{-69.94553404525621, -0.4175215368674949}
{-69.94955439499124, 0.41770275504154275}	{-69.94955439499043, -0.4177027550414994}	{-69.94955439498865, 0.4177027550414195}
{-69.9432540580647, 0.41742692794113184}	{-69.94325405806387, -0.4174269279410972}
{-69.9494326823407, 0.41768992282246314}	{-69.94943268233868, -0.4176899228223778}
{-69.94832048939548, -0.4176438614730662}	{-69.94832048939523, 0.41764386147305527}	{-69.94832048939372, 0.41764386147299826}
{-69.94884954531535, -0.4176652086799164}	{-69.948849545315, 0.4176652086798991}	{-69.94884954531281, -0.41766520867982065}
{-69.94524056271777, 0.417523183489181}	{-69.94524056271743, -0.4175231834891682}
{-69.94656597035484, 0.41757409652092486}	{-69.94656597035127, -0.4175740965207885}
{-69.94669537509947, 0.4175789515843662}	{-69.94669537509905, -0.41757895158434505}	{-69.946695375099, 0.4175789515843429}
{-69.94958918860817, -0.41768506768219127}	{-69.9495891886052, 0.4176850676820864}
{-69.94876975174806, 0.417655676062111}	{-69.9487697517473, -0.41765567606208387}
{-69.94806768086578, -0.4176310240428217}	{-69.94806768086144, 0.4176310240426713}
{-69.95111954830988, -0.4177359792399124}	{-69.95111954830976, 0.4177359792399086}
{-69.94555034609306, 0.4175482435617356}	{-69.94555034609238, -0.417548243561714}
{-69.95072946832154, 0.4177194570021099}	{-69.95072946832009, -0.41771945700206325}
{-69.94821990765115, -0.417638064466954}	{-69.94821990765, 0.41763806446691626}
{-69.94639371794588, 0.41757991039709536}	{-69.94639371794564, -0.41757991039708525}
{-69.9477258934537, -0.41762157716070347}	{-69.94772589345345, 0.4176215771606947}	{-69.9477258934517, 0.4176215771606509}
{-69.9489023747792, 0.41765773144331947}	{-69.94890237477838, -0.41765773144329416}
{-69.95160591963136, 0.4177393945602442}	{-69.95160591963045, -0.41773939456021636}
{-69.9516397409154, 0.41774039917618766}	{-69.95163974091206, -0.4177403991760891}
{-69.94969588923131, -0.41768358808330913}	{-69.94969588922761, 0.4176835880831881}	{-69.94969588922753, -0.41768358808318673}
{-69.94572857782079, -0.41756944539400914}	{-69.94572857782019, -0.417569445393978}	{-69.94572857781938, 0.4175694453939534}
{-69.94921414265842, -0.4176681843393271}	{-69.94921414265414, 0.41766818433920694}
{-69.9524356479532, -0.41775804919290027}	{-69.95243564795095, 0.4177580491928375}
{-69.9469766381197, 0.41760800281031324}	{-69.94697663811942, -0.4176080028103062}
{-69.95376019464177, 0.4177917598168916}	{-69.95376019463976, -0.41779175981683786}
{-69.9501744443938, 0.4176960077812537}	{-69.95017444439164, -0.41769600778119537}
{-69.94756115279256, -0.4176271767020588}	{-69.94756115279, 0.41762717670199173}
{-69.95299017762495, 0.4177682219100168}	{-69.95299017762292, -0.41776822190996454}
{-69.94991668870439, -0.41768943934557784}	{-69.94991668870281, 0.4176894393455384}
{-69.95078582393596, -0.41771142890527013}	{-69.95078582393548, 0.4177114289052565}
{-69.95058974834637, -0.4177065315916444}	{-69.95058974834627, 0.4177065315916414}
{-69.94876252718106, 0.41766146380015723}	{-69.94876252717943, -0.41766146380011687}
{-69.95288202409448, 0.41776181279573854}	{-69.95288202409407, 0.41776181279569113}	{-69.95288202409319, -0.41776181279567}	{-69.9528820240923, -0.4177618127956859}
{-69.95088956966757, 0.41771386711933184}	{-69.95088956966522, -0.4177138671193151}	{-69.95088956966184, -0.41771386711919506}
{-69.94867608785675, -0.41766122995798827}	{-69.94867608785582, 0.41766122995796556}

{-69.95060330592307, -0.4177073638357937}	{-69.95060330592176, 0.41770736383576396}
{-69.9502251240894, -0.4176986769541694}	{-69.95022512408809, 0.4176986769541403}
