{-96.23994692106369, -2.69665641388805}	{-96.23994692106362, 2.6966564138880464}
{-96.20904875041673, -2.6958930854676915}	{-96.20904875041614, 2.6958930854676852}
{-96.20519518705404, -2.6958381162335825}	{-96.20519518705345, 2.695838116233572}
{-96.19966296099146, -2.6957621496169213}	{-96.19966296098906, 2.695762149616887}
{-96.20254452520713, -2.695800173642194}	{-96.20254452520619, 2.6958001736421817}	{-96.20254452520426, -2.6958001736421306}	{-96.20254452520379, 2.6958001736421253}
{-96.20748575884284, 2.6958627095902457}	{-96.20748575884149, -2.69586270959023}
{-96.19940770777276, -2.6957648942782364}	{-96.19940770777022, 2.695764894278202}
{-96.19638476473902, 2.6957299692383256}	{-96.19638476473138, -2.6957299692382395}
{-96.19163788059748, -2.695677801704512}	{-96.19163788059618, 2.695677801704498}
{-96.19498711934764, 2.6957126924895634}	{-96.194987119347, -2.6957126924895594}
{-96.19953591765444, 2.695757431961429}	{-96.19953591765064, -2.695757431961392}
{-96.18993938186779, 2.6956687728551993}	{-96.18993938186702, -2.6956687728551914}
{-96.18399447485865, 2.6956174940070494}	{-96.1839944748567, -2.6956174940070357}
{-96.19114374048613, -2.695674682037094}	{-96.1911437404858, 2.6956746820370894}
{-96.18807629725472, 2.695652121688429}	{-96.18807629725374, -2.695652121688423}
{-96.18405923913433, 2.695625256871955}	{-96.18405923913205, -2.6956252568719408}
{-96.1881200379261, -2.6956496165613544}	{-96.18812003792574, 2.6956496165613535}
{-96.17773510335044, -2.695594760111636}	{-96.17773510334999, 2.6955947601116335}
{-96.18492918598407, -2.6956274014113757}	{-96.18492918598129, 2.6956274014113646}
{-96.17259403037718, -2.695581039006442}	{-96.17259403037555, 2.695581039006439}
{-96.17908130757469, -2.695600128085378}	{-96.17908130756678, 2.695600128085356}
{-96.1758645094501, -2.6955934147066767}	{-96.1758645094485, 2.695593414706674}
{-96.1782012923795, -2.6955961790093474}	{-96.17820129237755, 2.695596179009344}
{-96.17311305126971, 2.6955950367267763}	{-96.17311305126653, -2.6955950367267763}
{-96.16841036175346, 2.6955987885991997}	{-96.16841036175546, -2.6955987885991983}
{-96.17117818933734, -2.6955935651135223}	{-96.17117818934287, 2.6955935651135103}
{-96.16947741515197, 2.695598761854815}	{-96.1694774151543, -2.695598761854808}
{-96.1702174337566, 2.6955955671937772}	{-96.17021743375867, -2.6955955671937666}
{-96.16832181274086, 2.6956063452008823}	{-96.1683218127424, -2.6956063452008685}
{-96.16472787548558, -2.695632158128544}	{-96.16472787548857, 2.6956321581285265}
{-96.16531134131903, -2.695627009317549}	{-96.16531134131952, 2.695627009317538}
{-96.16548869124425, -2.6956251227072987}	{-96.16548869124829, 2.695625122707251}
{-96.16590757821969, -2.6956198201050494}	{-96.16590757822046, 2.6956198201050467}
{-96.16293505279718, -2.6956642140031533}	{-96.16293505279911, 2.6956642140031315}
{-96.16150928235633, 2.6956891954474713}	{-96.16150928235716, -2.6956891954474607}
{-96.1619408427864, -2.695680355109104}	{-96.16194084278646, 2.6956803551091006}
{-96.16112576942898, 2.69569985731408}	{-96.16112576943065, -2.695699857314035}
{-96.1597653771546, -2.6957379357801408}	{-96.15976537715528, 2.6957379357801203}
{-96.15842931848573, -2.6957818497607455}	{-96.15842931848896, 2.695781849760644}
{-96.15995313368555, 2.6957226866053667}	{-96.15995313368576, -2.6957226866053623}
{-96.15978189738048, -2.695730613934429}	{-96.15978189738019, 2.695730613934421}
{-96.15869064551104, -2.6957917169835652}	{-96.15869064551242, 2.6957917169834893}
{-96.15728969248106, 2.6958885385661526}	{-96.1572896924809, -2.695888538566146}
{-96.15851165032348, -2.695781280389981}	{-96.15851165032392, 2.6957812803899377}
{-96.15758919595467, -2.695888864753851}	{-96.15758919595505, 2.695888864753809}
{-96.15785474381833, 2.6958444264144297}	{-96.15785474381816, -2.6958444264144097}
{-96.1578232417403, -2.6958532385856446}	{-96.1578232417404, 2.695853238585614}
{-96.15761708522403, -2.696007488727172}	{-96.15761708522386, 2.6960074887271475}
{-96.15753898186492, -2.695903248397015}	{-96.15753898186492, 2.695903248396993}
{-96.1574783713079, 2.6958807893540566}	{-96.15747837130777, -2.6958807893540317}
{-96.15815457488466, -2.6960297991358932}	{-96.15815457488453, 2.696029799135852}
{-96.15826372083045, 2.696047196443082}	{-96.15826372082998, -2.696047196443015}
{-96.15803817558884, -2.6960186908997863}	{-96.15803817558886, 2.6960186908997814}
{-96.15812022890039, -2.696027358188957}	{-96.15812022890019, 2.696027358188938}
{-96.15801848764355, 2.6960180637353903}	{-96.1580184876429, -2.696018063735328}
{-96.15861610518094, 2.696066422615428}	{-96.15861610517989, -2.696066422615355}
{-96.15916242034481, 2.696106276736555}	{-96.15916242034321, -2.6961062767364368}
{-96.16061081931583, 2.6962028269521703}	{-96.16061081931541, -2.6962028269521494}
{-96.15960623835053, 2.6961409761743913}	{-96.15960623834884, -2.6961409761742945}
{-96.15913418880278, 2.696113899290479}	{-96.15913418880159, -2.69611389929042}
{-96.16006467333196, -2.696163971232461}	{-96.16006467333128, 2.6961639712324286}
{-96.1631786357672, 2.6963220905909444}	{-96.1631786357656, -2.696322090590869}
{-96.16067929496168, 2.696201732716218}	{-96.16067929495928, -2.696201732716105}
{-96.16131809912366, 2.6962310319500906}	{-96.16131809911995, -2.6962310319499303}
{-96.16213982609433, 2.696267058187507}	{-96.16213982609285, -2.696267058187435}
{-96.16273365553836, -2.6962920237191286}	{-96.16273365552227, 2.696292023718598}
{-96.16547165451583, -2.696402713196166}	{-96.16547165451286, 2.6964027131960466}
{-96.16229942132382, 2.696279084258754}	{-96.16229942131886, -2.6962790842585638}
{-96.16477383537247, -2.6963722514467023}	{-96.1647738353725, 2.696372251446699}
{-96.1630595469536, 2.696309769468426}	{-96.1630595469384, -2.696309769467954}
{-96.16753249308732, -2.6964678595750886}	{-96.16753249308476, 2.696467859575001}
{-96.16595178863024, 2.6964135981653543}	{-96.16595178862732, -2.6964135981652566}
{-96.1666396160065, -2.6964365640167824}	{-96.16663961600455, 2.6964365640167154}
{-96.16519915064067, 2.6963897220253137}	{-96.16519915063944, -2.6963897220252733}
{-96.16640402057801, 2.696427926946754}	{-96.16640402057799, -2.696427926946752}
{-96.16871038996332, -2.6964993147244827}	{-96.1687103899575, 2.696499314724301}
{-96.16762823348262, 2.69646658516862}	{-96.1676282334799, -2.6964665851685368}
{-96.16982180501924, 2.696531472345476}	{-96.1698218050189, -2.6965314723454656}
{-96.16942351471087, -2.6965199395636312}	{-96.16942351470642, 2.6965199395635047}
{-96.16937086235157, -2.6965184459957863}	{-96.16937086234866, 2.696518445995702}
{-96.17154459708115, 2.6965788969739015}	{-96.1715445970796, -2.6965788969738576}
{-96.17074768848096, -2.6965571553403027}	{-96.17074768847921, 2.696557155340257}
{-96.17261404728484, 2.696607140668133}	{-96.17261404728467, -2.6966071406681293}
{-96.17326728615693, 2.696624325325483}	{-96.1732672861548, -2.6966243253254283}
{-96.17259377540101, 2.6966069121570393}	{-96.17259377539625, -2.6966069121569176}
{-96.17103326859282, -2.6965672395537035}	{-96.17103326859268, 2.696567239553703}
{-96.17441288259283, 2.6966517665827365}	{-96.17441288258365, -2.696651766582509}
{-96.17504619702319, 2.69666735676946}	{-96.17504619701872, -2.696667356769353}
{-96.17316109295477, -2.696621662616808}	{-96.17316109295004, 2.6966216626166957}
{-96.17550476414677, -2.6966776246161963}	{-96.17550476414316, 2.6966776246161115}
