{-75.63365521397964, 1.2968273923508322}	{-75.6336552139796, -1.2968273923508284}
{-75.63118293593034, 1.2967180670610547}	{-75.63118293593017, -1.2967180670610514}
{-75.62495239738863, 1.2965863566930715}	{-75.62495239738857, -1.2965863566930702}
{-75.62965970491803, 1.29668326447982}	{-75.62965970491783, -1.2966832644798156}
{-75.6268224896345, -1.2966263715736914}	{-75.62682248963443, 1.2966263715736899}
{-75.6281429344639, -1.2966521659267383}	{-75.62814293446381, 1.2966521659267367}
{-75.62982185616353, 1.2966841215118596}	{-75.62982185616224, -1.2966841215118345}
{-75.62743145555503, -1.296639787462618}	{-75.62743145555311, 1.2966397874625832}
{-75.62788517698252, -1.296647988021365}	{-75.62788517698107, 1.2966479880213393}
{-75.62651311359627, -1.2966238194709137}	{-75.62651311359618, 1.2966238194709117}
{-75.62433274367133, 1.2965863875237909}	{-75.62433274366997, -1.2965863875237678}
{-75.62892218436588, 1.2966631840018552}	{-75.62892218436473, -1.2966631840018361}
{-75.62184140486356, -1.2965477009403819}	{-75.62184140486346, 1.29654770094038}
{-75.62376632765829, 1.2965782988025267}	{-75.6237663276582, -1.2965782988025256}
{-75.62936597606517, 1.296665056704538}	{-75.6293659760643, -1.296665056704524}
{-75.61820413872182, 1.2964965253829643}	{-75.61820413871963, -1.2964965253829313}
{-75.62687017862108, -1.2966240336195274}	{-75.62687017862018, 1.2966240336195147}
{-75.61988665936185, -1.2965239107657678}	{-75.61988665935952, 1.2965239107657347}
{-75.62789125732093, -1.2966357207435668}	{-75.6278912573203, 1.296635720743558}
{-75.62111617184492, 1.296543533785739}	{-75.62111617184455, -1.2965435337857338}
{-75.62353740881495, -1.2965756188140771}	{-75.62353740881274, 1.2965756188140483}
{-75.62003353051831, 1.296530407807331}	{-75.62003353051657, -1.2965304078073097}
{-75.61934073227326, -1.296521705950321}	{-75.61934073227253, 1.2965217059503122}
{-75.62232719515407, 1.296558213286672}	{-75.6223271951539, -1.2965582132866704}
{-75.62115185591408, -1.296544234579917}	{-75.62115185591352, 1.2965442345799103}
{-75.61620865544023, -1.29648705976122}	{-75.61620865543871, 1.2964870597612022}
{-75.61694167560468, 1.296495302009988}	{-75.61694167560252, -1.296495302009964}
{-75.61508313236223, 1.2964749941498692}	{-75.61508313236088, -1.2964749941498546}
{-75.62040000771536, 1.296531426493336}	{-75.62040000771542, -1.2965314264933356}
{-75.61487982536626, 1.2964745464278944}	{-75.61487982536549, -1.2964745464278866}
{-75.61773781877872, 1.2965031184535034}	{-75.61773781877734, -1.2965031184534892}
{-75.6201600401851, 1.2965266005793044}	{-75.62016004018355, -1.2965266005792897}
{-75.61277036363043, -1.296457188769826}	{-75.61277036362914, 1.296457188769814}
{-75.61560390941071, 1.2964829575306724}	{-75.61560390940969, -1.2964829575306636}
{-75.60937279680589, 1.2964281391300503}	{-75.60937279680482, -1.2964281391300416}
{-75.61459674225388, 1.2964725585426944}	{-75.6145967422512, -1.296472558542672}
{-75.61153886634264, 1.2964474518630482}	{-75.61153886634013, -1.2964474518630287}
{-75.61074636789724, -1.296441176523241}	{-75.61074636789621, 1.2964411765232335}
{-75.61272163539626, -1.2964562438488516}	{-75.61272163539603, 1.29645624384885}
{-75.60739283421724, 1.296417143100931}	{-75.60739283421427, -1.296417143100909}
{-75.60559965852693, -1.2964045063462668}	{-75.60559965852501, 1.296404506346254}
{-75.60783275397006, 1.2964195971010672}	{-75.60783275396703, -1.2964195971010468}
{-75.61456902717529, -1.2964631767616388}	{-75.61456902717362, 1.296463176761628}
{-75.6046467732883, 1.2964018690716264}	{-75.60464677328707, -1.296401869071619}
{-75.61065922200123, 1.2964372661675718}	{-75.61065922200092, -1.2964372661675705}
{-75.60059283188735, 1.296380948746729}	{-75.60059283188619, -1.2963809487467222}
{-75.60726558793854, -1.2964163179302626}	{-75.6072655879381, 1.2964163179302604}
{-75.59848248014777, -1.29637236006268}	{-75.5984824801467, 1.2963723600626753}
{-75.60716940676615, -1.2964132517451208}	{-75.60716940676603, 1.2964132517451197}
{-75.60105358101706, -1.2963862957605212}	{-75.60105358101653, 1.2963862957605188}
{-75.602153242644, 1.2963908085327172}	{-75.60215324264063, -1.2963908085327043}
{-75.59993598397338, -1.296382388986251}	{-75.59993598397229, 1.2963823889862465}
{-75.59470192457123, 1.2963641432966115}	{-75.59470192457141, -1.2963641432966106}
{-75.59754185978412, -1.2963731495457298}	{-75.59754185978213, 1.2963731495457236}
{-75.59798606102281, -1.2963744168315976}	{-75.59798606101879, 1.296374416831586}
{-75.5963313750428, -1.2963702326759614}	{-75.59633137504139, 1.2963702326759585}
{-75.60345906578134, -1.2963859134292792}	{-75.6034590657808, 1.2963859134292781}
{-75.5880471026149, 1.2963572108197472}	{-75.58804710261464, -1.296357210819747}
{-75.60268905607458, 1.2963794576818404}	{-75.60268905607197, -1.2963794576818364}
{-75.58538766510597, 1.2963592420292895}	{-75.58538766510489, -1.2963592420292895}
{-75.59808328276942, -1.2963695117770333}	{-75.59808328276883, 1.2963695117770329}
{-75.5901196104323, 1.2963659884100132}	{-75.59011961043046, -1.2963659884100125}
{-75.59200218366249, -1.2963661084112599}	{-75.59200218366327, 1.29636610841126}
{-75.59393951531757, -1.2963654821315098}	{-75.59393951531963, 1.2963654821315087}
{-75.58655695393139, -1.2963708287555622}	{-75.5865569539332, 1.29637082875556}
{-75.58931537047786, -1.2963676905410855}	{-75.58931537047793, 1.2963676905410848}
{-75.59280338776695, 1.2963622422548218}	{-75.59280338776925, -1.2963622422548176}
{-75.5881175808752, -1.2963716301437873}	{-75.58811758087639, 1.2963716301437842}
{-75.5847526889475, -1.2963799197906776}	{-75.58475268894911, 1.296379919790674}
{-75.58288437561505, -1.2963854144384375}	{-75.5828843756187, 1.2963854144384268}
{-75.59118415409223, 1.296356912192601}	{-75.5911841540937, -1.296356912192594}
{-75.58440814957137, -1.296383680863107}	{-75.58440814957221, 1.2963836808631035}
{-75.57979791098766, 1.2964044069777023}	{-75.57979791098789, -1.2964044069777008}
{-75.58532723720388, -1.2963764168030227}	{-75.58532723720523, 1.2963764168030165}
{-75.58528223727045, -1.296376671289257}	{-75.58528223727238, 1.2963766712892466}
{-75.58023010507802, 1.2964084241375837}	{-75.58023010507885, -1.2964084241375782}
{-75.5850916737751, 1.2963746479414822}	{-75.58509167377777, -1.2963746479414635}
{-75.57852730211454, 1.2964248666616476}	{-75.5785273021154, -1.296424866661643}
{-75.58170694863574, -1.2963981661782604}	{-75.58170694863622, 1.296398166178255}
{-75.58114900548445, -1.2964032932742473}	{-75.58114900548553, 1.296403293274237}
{-75.5835584695795, -1.2963791120813881}	{-75.58355846958015, 1.296379112081379}
{-75.57696577314464, 1.2964512941120938}	{-75.57696577314518, -1.2964512941120871}
{-75.57948856797663, -1.29642119405064}	{-75.57948856797724, 1.2964211940506336}
{-75.57955346566608, -1.296420351264278}	{-75.57955346566669, 1.2964203512642714}
{-75.57758971382944, -1.2964481110620456}	{-75.57758971382962, 1.2964481110620432}
{-75.57892066345322, -1.2964276307852338}	{-75.57892066345383, 1.296427630785225}
{-75.57868476362665, 1.2964315835956022}	{-75.57868476362852, -1.296431583595569}
{-75.57723756702813, -1.2964580210642298}	{-75.57723756702835, 1.296458021064222}
{-75.57904813999909, 1.2964219200478238}	{-75.57904813999991, -1.2964219200478073}
{-75.57606901019001, -1.296486883489127}	{-75.57606901019075, 1.2964868834891112}
{-75.57639889257803, -1.2964789967652195}	{-75.57639889257825, 1.296478996765214}
{-75.57970536238433, -1.296392141542824}	{-75.5797053623853, 1.296392141542799}
{-75.5762761322019, -1.2964915212696746}	{-75.57627613220217, 1.2964915212696688}
{-75.57600568385223, -1.2965002106562928}	{-75.57600568385251, 1.296500210656282}
{-75.57585953725578, -1.2965054422649307}	{-75.57585953725676, 1.2965054422648943}
{-75.57594272622391, 1.2965021026294026}	{-75.57594272622403, -1.2965021026294006}
{-75.57632533852386, -1.2964847375942274}	{-75.57632533852431, 1.2964847375941988}
{-75.57515386487155, -1.2965454852769367}	{-75.57515386487165, 1.296545485276925}
{-75.57623786163423, 1.2964804316888345}	{-75.5762378616345, -1.2964804316888272}
{-75.5747789598678, 1.296583524409181}	{-75.5747789598679, -1.2965835244091666}
{-75.57524077151302, 1.2965441918220844}	{-75.57524077151334, -1.2965441918220482}
{-75.57605765229125, 1.2964576899165894}	{-75.57605765229131, -1.2964576899165754}
{-75.57484607694875, -1.2966255496077213}	{-75.57484607694899, 1.2966255496076848}
{-75.57538592565342, -1.2965191909722888}	{-75.57538592565352, 1.2965191909722829}
{-75.5752933042295, -1.2965498581932944}	{-75.57529330422962, 1.296549858193236}
{-75.5753478202313, -1.2964970090948644}	{-75.5753478202313, 1.2964970090948362}
{-75.57550149853759, -1.296667914474394}	{-75.57550149853753, 1.2966679144743836}
{-75.57509273965748, -1.2965199605154238}	{-75.57509273965647, 1.2965199605153943}	{-75.57509273965742, 1.2965199605153883}	{-75.57509273965651, -1.2965199605153603}
{-75.57535608021956, 1.296577684185879}	{-75.57535608021946, -1.2965776841858578}
{-75.57557721418158, -1.2966126893305374}	{-75.57557721418152, 1.2966126893305343}
{-75.57557745669472, 1.2966127195743729}	{-75.57557745669396, 1.2966127195743617}	{-75.57557745669439, -1.2966127195743387}
{-75.57511686379739, -1.2965650820656907}	{-75.57511686379729, 1.2965650820656829}
{-75.57628961389148, 1.2966690618635497}	{-75.57628961389102, -1.2966690618635146}
{-75.5752283453628, -1.296586441937808}	{-75.57522834536263, 1.2965864419377977}
{-75.57576926873028, -1.2966240860163152}	{-75.57576926873026, 1.2966240860163138}
{-75.576254687328, 1.2966546912695407}	{-75.57625468732772, -1.2966546912695196}
{-75.57451399587603, -1.2965541413530721}	{-75.57451399587573, 1.2965541413530552}
{-75.57577387706667, 1.2966214041736617}	{-75.57577387706658, -1.296621404173658}
{-75.57783090642768, 1.2967236182159414}	{-75.57783090642658, -1.2967236182158888}
{-75.57577493230136, -1.296627919057633}	{-75.57577493230069, 1.2966279190576004}
{-75.57574693483117, 1.2966266917071914}	{-75.5757469348302, -1.2966266917071485}
{-75.577231491718, -1.2966882493347562}	{-75.57723149171788, 1.2966882493347527}
{-75.57697261995959, 1.2966780559129631}	{-75.57697261995821, -1.2966780559129094}
{-75.57670777388168, 1.2966681176814494}	{-75.57670777388056, -1.296668117681408}
{-75.57824828022142, -1.296723370632332}	{-75.57824828022079, 1.296723370632312}
{-75.57478059783061, 1.2966041580753822}	{-75.57478059782994, -1.29660415807536}
{-75.57976493485688, -1.2967687830469843}	{-75.57976493485506, 1.2967687830469248}
{-75.57668419911671, 1.296670814553355}	{-75.57668419911654, -1.2966708145533488}
{-75.57631665682759, -1.2966595376834136}	{-75.576316656827, 1.296659537683396}
{-75.58004171824187, 1.2967699916659416}	{-75.58004171824011, -1.296769991665888}
{-75.57600773425555, -1.2966541990752698}	{-75.57600773425504, 1.2966541990752558}
{-75.5784357588235, -1.2967217690520045}	{-75.57843575882134, 1.296721769051945}
{-75.57783874161642, 1.2967056399441517}	{-75.57783874161606, -1.2967056399441423}
{-75.58137843783473, 1.2967985907523754}	{-75.58137843783342, -1.296798590752341}
{-75.57855432767, -1.2967264225615607}	{-75.57855432766846, 1.2967264225615203}
{-75.57935253454018, 1.2967462942597134}	{-75.57935253453863, -1.2967462942596744}
{-75.57899765328469, -1.296737678817999}	{-75.57899765328047, 1.296737678817899}
{-75.57915460219627, -1.2967413978625093}	{-75.57915460219594, 1.2967413978625004}
{-75.5770716234937, 1.296693179147682}	{-75.57707162349156, -1.2966931791476326}
{-75.57964157441339, 1.2967513431816038}	{-75.57964157441292, -1.296751343181592}
{-75.58159076130165, -1.2967945046817906}	{-75.58159076130087, 1.2967945046817742}
{-75.57990098917028, 1.2967578690896522}	{-75.57990098916956, -1.2967578690896375}
{-75.58029627941912, 1.2967662659105823}	{-75.58029627941683, -1.2967662659105335}
{-75.58221179756859, -1.2968061564881146}	{-75.5822117975675, 1.296806156488091}
{-75.57867676434894, -1.296733941695003}	{-75.5786767643448, 1.2967339416949193}
{-75.58304949335171, -1.2968216154220742}	{-75.5830494933508, 1.2968216154220575}
{-75.5790600483026, -1.296743066370322}	{-75.5790600483023, 1.2967430663703154}
{-75.58137781599896, -1.296787902595961}	{-75.58137781599645, 1.2967879025959117}
{-75.58431506654694, 1.2968437524875966}	{-75.58431506654513, -1.296843752487563}
{-75.58001509503781, -1.296763349365402}	{-75.58001509503231, 1.2967633493653}
{-75.58362067720323, 1.2968296765247764}	{-75.58362067720292, -1.2968296765247713}
{-75.58003041596879, 1.296764675009585}	{-75.58003041596653, -1.2967646750095447}
{-75.58349120926748, 1.2968263658962458}	{-75.58349120926583, -1.296826365896216}
{-75.5815950583828, 1.2967930752818666}	{-75.58159505838067, -1.2967930752818302}
{-75.5834303044835, 1.2968248220684275}	{-75.58343030448152, -1.2968248220683938}
