{-77.43141288126147, 1.4634851983552402}	{-77.43141288126138, -1.463485198355235}
{-77.41974345291473, 1.4632154365735224}	{-77.41974345291335, -1.4632154365735024}
{-77.42322083228548, 1.4632661528620066}	{-77.42322083228474, -1.4632661528619963}
{-77.41644500500182, 1.4631699610023798}	{-77.41644500500166, -1.4631699610023783}
{-77.42247263523795, 1.4632532369925761}	{-77.42247263523703, -1.4632532369925633}
{-77.41203259344749, 1.463112907428457}	{-77.41203259344711, -1.4631129074284517}
{-77.42454662613792, 1.4632765221637616}	{-77.42454662613763, -1.463276522163758}
{-77.41385164718307, 1.463140552257459}	{-77.41385164718278, -1.463140552257456}
{-77.41224839918097, 1.4631207422904702}	{-77.41224839918014, -1.4631207422904595}
{-77.42108763562628, -1.463226870423657}	{-77.42108763562467, 1.4632268704236386}
{-77.41613766662962, 1.4631691482586255}	{-77.41613766662955, -1.4631691482586242}
{-77.41469023720671, -1.4631527650727898}	{-77.41469023720602, 1.4631527650727831}
{-77.40883938156595, -1.4630885204298718}	{-77.40883938156433, 1.4630885204298543}
{-77.41692507530185, 1.4631746071922167}	{-77.41692507530064, -1.463174607192204}
{-77.41308951078372, -1.4631350367567797}	{-77.41308951078267, 1.4631350367567693}
{-77.41577517625649, -1.463161863492742}	{-77.41577517625495, 1.4631618634927273}
{-77.40728060248536, 1.4630797808563232}	{-77.4072806024852, -1.4630797808563225}
{-77.40655793132308, 1.463073031961472}	{-77.40655793132015, -1.463073031961445}
{-77.4145073556003, 1.463144725462784}	{-77.41450735560016, -1.4631447254627825}
{-77.41277591496666, 1.4631296619670866}	{-77.41277591496616, -1.4631296619670822}
{-77.4015472216914, 1.4630355667322965}	{-77.40154722169083, -1.4630355667322923}
{-77.41040761189369, -1.4631069998220507}	{-77.41040761189352, 1.463106999822049}
{-77.4109023147171, 1.4631108319451125}	{-77.41090231471618, -1.4631108319451063}

{-77.3977769420685, 1.4630150833691997}	{-77.39777694206728, -1.463015083369191}
{-77.40498863620158, -1.4630640656907719}	{-77.40498863620115, 1.4630640656907699}
{-77.4054690867876, 1.463067176376465}	{-77.40546908678635, -1.4630671763764573}
{-77.39952158353805, -1.463030577089971}	{-77.39952158353417, 1.4630305770899483}
{-77.40774591669262, 1.4630785441598153}	{-77.40774591669123, -1.463078544159807}
{-77.40030882443162, -1.463037576531751}	{-77.40030882443072, 1.4630375765317467}
{-77.39774150969136, -1.4630242764604988}	{-77.3977415096899, 1.4630242764604915}
{-77.40049426305274, -1.4630376302224415}	{-77.40049426305107, 1.463037630222434}
{-77.39885826310997, -1.4630302384157132}	{-77.39885826310899, 1.4630302384157092}
{-77.39319505044327, 1.4630065662085026}	{-77.39319505044271, -1.4630065662085006}
{-77.39394251218656, -1.4630094346884202}	{-77.3939425121863, 1.4630094346884186}
{-77.4014543195042, 1.4630356694945612}	{-77.40145431950337, -1.4630356694945577}
{-77.39612660029758, 1.4630189371420113}	{-77.39612660029618, -1.4630189371420084}
{-77.38828973308598, -1.4629971533288453}	{-77.38828973308543, 1.4629971533288444}
{-77.3979416491927, 1.4630204583119857}	{-77.39794164919165, -1.463020458311983}
{-77.38629793306343, -1.4629966936684478}	{-77.38629793306222, 1.462996693668445}
{-77.392513442378, 1.4630070009350618}	{-77.39251344237698, -1.4630070009350598}
{-77.38803882265402, 1.4630013279098497}	{-77.38803882265307, -1.4630013279098493}
{-77.39220286154548, 1.4630049371640272}	{-77.39220286154459, -1.4630049371640264}
{-77.38657416935222, 1.4630023802124736}	{-77.38657416935413, -1.463002380212473}
{-77.38997551175139, -1.4630024801905976}	{-77.3899755117512, 1.4630024801905968}
{-77.38447816094319, -1.463004728028364}	{-77.38447816094623, 1.4630047280283622}
{-77.38831206134336, 1.4630014242813631}	{-77.388312061345, -1.4630014242813603}
{-77.38411858959081, -1.463007002881693}	{-77.38411858959286, 1.4630070028816904}
{-77.3809838053852, 1.4630127037729206}	{-77.38098380538655, -1.463012703772918}
{-77.38743377060571, 1.4629977204961433}	{-77.387433770606, -1.4629977204961422}
{-77.37898943527263, 1.4630217904756864}	{-77.37898943527316, -1.463021790475684}
{-77.38827874694168, 1.4629902051330763}	{-77.38827874694242, -1.4629902051330732}
{-77.37613155682071, -1.4630385176035685}	{-77.37613155682124, 1.4630385176035674}
{-77.38146862081807, 1.4630140502864828}	{-77.38146862081841, -1.4630140502864821}
{-77.38168292155866, 1.4630129320573275}	{-77.38168292156001, -1.4630129320573193}
{-77.37735915805358, 1.4630384031647667}	{-77.37735915805388, -1.4630384031647636}
{-77.38268573315592, -1.4630032461956906}	{-77.3826857331563, 1.4630032461956892}
{-77.37746999838427, -1.4630416005920646}	{-77.37746999838461, 1.4630416005920621}
{-77.37545341948957, -1.4630580557211508}	{-77.37545341949082, 1.4630580557211406}
{-77.37662195669988, 1.4630475188045866}	{-77.37662195670073, -1.4630475188045797}
{-77.38093104227484, -1.4630047239247386}	{-77.38093104227661, 1.4630047239247197}
{-77.37711029348522, 1.4630464415317186}	{-77.37711029348667, -1.463046441531704}
{-77.37152791896213, 1.4631133992252972}	{-77.37152791896476, -1.4631133992252638}
{-77.37479645996711, -1.4630704011031115}	{-77.37479645996703, 1.4630704011031108}
{-77.37650197806461, 1.4630458207235726}	{-77.37650197806542, -1.4630458207235615}
{-77.37701709303796, 1.4630376856800817}	{-77.37701709303884, -1.4630376856800686}
{-77.37235668869033, 1.463118419581395}	{-77.37235668869073, -1.463118419581384}
{-77.37561547389292, -1.4630564505978632}	{-77.37561547389342, 1.4630564505978545}
{-77.37066054643705, -1.4631600440923629}	{-77.37066054643822, 1.46316004409234}
{-77.37311020102435, -1.4631036136345301}	{-77.37311020102467, 1.4631036136345212}
{-77.3754207712898, 1.4630448541369963}	{-77.37542077129036, -1.4630448541369852}
{-77.37164882274762, -1.4631512000667775}	{-77.37164882274773, 1.4631512000667717}
{-77.37424645645176, -1.4630696556085918}	{-77.37424645645214, 1.463069655608577}
{-77.37197330077286, -1.4631495275898794}	{-77.37197330077302, 1.4631495275898732}
{-77.37057519342875, 1.4632049258745687}	{-77.37057519342889, -1.4632049258745619}
{-77.37211068508088, 1.4631357815733848}	{-77.37211068508128, -1.463135781573367}
{-77.37235924460194, -1.4631229298188417}	{-77.37235924460202, 1.463122929818835}
{-77.37174817585884, -1.463159731462456}	{-77.37174817585901, 1.4631597314624445}
{-77.3720025128904, -1.4631415624425461}	{-77.3720025128908, 1.4631415624425157}
{-77.37180919022131, 1.4631583543923874}	{-77.37180919022167, -1.4631583543923474}
{-77.37141666202861, 1.463201342867999}	{-77.37141666202862, -1.4632013428679882}
{-77.37100792619773, 1.4632610441096885}	{-77.37100792619768, -1.4632610441096878}
{-77.3716421716928, -1.4631251145947737}	{-77.37164217169303, 1.4631251145947246}
{-77.3714702003976, 1.4631920351417795}	{-77.37147020039774, -1.463192035141751}
{-77.37144245509032, 1.4632433706447032}	{-77.37144245509032, -1.4632433706446843}
{-77.3714760295124, -1.4632671286130212}	{-77.37147602951231, 1.463267128612996}
{-77.37108205521905, -1.4631473960159973}	{-77.371082055219, 1.4631473960159929}
{-77.3718012768636, 1.463288124702076}	{-77.3718012768636, -1.4632881247020744}
{-77.37156065288235, -1.4632531324381073}	{-77.3715606528821, 1.4632531324380742}
{-77.37143862241986, -1.4632389109122808}	{-77.37143862241982, 1.4632389109122685}
{-77.37132787350534, 1.4632280903585237}	{-77.37132787350498, -1.4632280903584984}
{-77.3722583825925, -1.463306646264037}	{-77.3722583825924, 1.4633066462640265}
{-77.37142186095, 1.4632442596573112}	{-77.3714218609499, -1.4632442596573032}
{-77.37279405497674, -1.4633361655928863}	{-77.37279405497601, 1.4633361655928419}
{-77.37127819055287, 1.4632438014365523}	{-77.37127819055263, -1.463243801436537}
{-77.37155767865787, -1.4632594558125693}	{-77.37155767865735, 1.4632594558125391}
{-77.37335901145613, -1.4633529539250782}	{-77.37335901145583, 1.4633529539250647}
{-77.37202366615678, 1.4632882662498077}	{-77.37202366615603, -1.463288266249772}
{-77.37331217275008, -1.4633468674819523}	{-77.37331217274907, 1.463346867481906}
{-77.3719447981203, 1.4632881899531134}	{-77.37194479811954, -1.4632881899530799}
{-77.37427683566646, -1.4633830207580547}	{-77.37427683566564, 1.4633830207580272}
{-77.37177858436279, -1.463286386679662}	{-77.37177858436266, 1.4632863866796586}
{-77.3737884706243, 1.4633605844768396}	{-77.37378847062348, -1.4633605844768116}
{-77.37362894918837, -1.4633549480554415}	{-77.37362894918837, 1.463354948055439}
{-77.37260692769753, -1.4633202924257211}	{-77.37260692769742, 1.4633202924257176}
{-77.3748828096859, -1.4633945229351404}	{-77.37488280968569, 1.4633945229351324}
{-77.37255796659873, -1.4633214317444037}	{-77.37255796659846, 1.463321431744395}
{-77.37570316707125, 1.4634169259981857}	{-77.3757031670712, -1.4634169259981822}
{-77.3724094561723, 1.4633201822522643}	{-77.37240945617219, -1.463320182252259}
{-77.3757932523935, 1.4634164833823393}	{-77.37579325239184, -1.4634164833822925}
{-77.37602099959349, -1.463422772259238}	{-77.3760209995934, 1.4634227722592348}
{-77.37265969935662, 1.463332589368148}	{-77.37265969935507, -1.4633325893681068}
{-77.37801030845327, -1.4634722329341001}	{-77.37801030845303, 1.4634722329340946}
{-77.37347773320876, 1.4633570330419081}	{-77.37347773320742, -1.463357033041875}
{-77.37710069072506, 1.4634468000232834}	{-77.37710069072368, -1.46344680002325}
{-77.37508678341516, -1.4633981092900255}	{-77.37508678341506, 1.463398109290023}
{-77.3766953447211, -1.463436092562538}	{-77.376695344721, 1.4634360925625356}
{-77.37588230764032, -1.4634173266186328}	{-77.37588230764013, 1.4634173266186297}
{-77.37533942644465, 1.463405068806572}	{-77.37533942644372, -1.463405068806551}
{-77.37881106765629, 1.4634818044426992}	{-77.37881106765609, -1.463481804442696}
{-77.37714265120063, -1.463445678498922}	{-77.37714265119953, 1.4634456784988992}
{-77.37502892995954, -1.4634008138928296}	{-77.37502892995762, 1.4634008138927892}
{-77.37888547467301, 1.4634811012750395}	{-77.37888547467294, -1.463481101275039}
{-77.37920477143304, -1.4634876247429147}	{-77.37920477143194, 1.4634876247428923}
{-77.37577953469467, -1.4634189094314636}	{-77.3757795346945, 1.4634189094314594}
{-77.37977253008161, 1.4634976058766385}	{-77.37977253007963, -1.4634976058766003}
{-77.37794505629344, -1.4634622056346307}	{-77.3779450562933, 1.4634622056346285}
{-77.37985777198357, 1.4634986394049205}	{-77.3798577719795, -1.4634986394048433}
{-77.37880899328535, -1.4634789867208897}	{-77.37880899328337, 1.4634789867208533}
{-77.3768978023991, 1.4634437408893428}	{-77.37689780239651, -1.463443740889296}
{-77.38087553422588, -1.4635159627431615}	{-77.38087553422324, 1.4635159627431147}
{-77.37935834214203, 1.4634888319046986}	{-77.37935834214177, -1.4634888319046946}
{-77.37892320242089, -1.463481165393929}	{-77.37892320241988, 1.4634811653939117}
