{-69.97479172756181, -0.377355496545846}	{-69.9747917275617, 0.3773554965458253}
{-69.96544212007021, 0.37693374342917696}	{-69.96544212007011, -0.37693374342917657}
{-69.9447090444238, 0.3768141388225838}	{-69.94470904442163, -0.3768141388225718}
{-69.940946038942, 0.3767936018327306}	{-69.94094603894088, -0.3767936018327256}
{-69.95434229720695, -0.3768626242360759}	{-69.95434229720408, 0.37686262423606093}
{-69.94773996889943, -0.3768306385717996}	{-69.94773996889619, 0.3768306385717844}
{-69.93982100360428, 0.376794768504363}	{-69.93982100360225, -0.37679476850435417}
{-69.94927890244517, -0.37683464573389136}	{-69.94927890244485, 0.37683464573388853}
{-69.93910735370952, 0.37679497895210456}	{-69.93910735370925, -0.37679497895210373}
{-69.94642068885558, 0.37682116060964027}	{-69.94642068885443, -0.3768211606096357}
{-69.93440131039796, 0.3767820182749717}	{-69.93440131039715, -0.3767820182749689}
{-69.95830035004981, 0.3768521537343074}	{-69.95830035004941, -0.3768521537343056}
{-69.9266151247063, -0.37676966026161757}	{-69.9266151247004, 0.37676966026160336}
{-69.94895053325942, -0.3768203224965492}	{-69.94895053325692, 0.37682032249654374}
{-69.95259669671, 0.376827393876039}	{-69.95259669670912, -0.37682739387603853}
{-69.93780946027118, 0.3768038085703673}	{-69.93780946026855, -0.3768038085703643}
{-69.94061577155908, 0.376807303939329}	{-69.94061577155999, -0.37680730393932743}
{-69.94314894207861, -0.37680957520614267}	{-69.94314894207866, 0.37680957520614217}
{-69.9278914501182, -0.3768013920705876}	{-69.92789145011461, 0.37680139207058555}
{-69.94759232860906, -0.37680486348137354}	{-69.94759232860814, 0.37680486348137343}
{-69.93250254579047, -0.3768077298474541}	{-69.93250254579394, 0.37680772984745364}
{-69.93479234847776, 0.37680642755623067}	{-69.93479234847838, -0.37680642755622906}
{-69.93722538839363, -0.3768041208400333}	{-69.93722538839565, 0.37680412084003073}
{-69.93987757315621, -0.3768005814548392}	{-69.93987757315638, 0.3768005814548391}
{-69.9428219713942, -0.3767954922359655}	{-69.94282197139594, 0.3767954922359603}
{-69.92969037465981, -0.37682355346645163}	{-69.92969037466118, 0.37682355346644864}
{-69.933455760175, -0.37681393662787094}	{-69.9334557601787, 0.37681393662786117}
{-69.93771520017144, -0.376801272156044}	{-69.93771520017249, 0.37680127215604}
{-69.94252816042187, 0.37678489906064255}	{-69.942528160424, -0.3767848990606343}
{-69.93234519403003, 0.3768240771431997}	{-69.9323451940313, -0.3768240771431949}
{-69.93847441541149, -0.3767976987770175}	{-69.93847441541253, 0.37679769877701375}
{-69.93016717956176, -0.3768373348864979}	{-69.9301671795634, 0.37683733488648974}
{-69.9378117672716, -0.3767971937293678}	{-69.9378117672731, 0.3767971937293598}
{-69.93158486922034, 0.37683295635960656}	{-69.93158486922276, -0.3768329563595923}
{-69.92649673904202, -0.3768647915110397}	{-69.92649673904504, 0.37686479151101787}
{-69.93673768871257, -0.3767953861877465}	{-69.9367376887131, 0.3767953861877447}
{-69.93396232868697, -0.37681568222407547}	{-69.93396232868805, 0.3768156822240658}
{-69.918799591559, -0.3769351774046009}	{-69.9187995915598, 0.3769351774045948}
{-69.93194507004168, -0.37682398191497196}	{-69.93194507004237, 0.3768239819149654}
{-69.93293298401296, -0.37681504391734594}	{-69.93293298401576, 0.3768150439173184}
{-69.93520435876555, -0.3767930931378809}	{-69.93520435876677, 0.376793093137867}
{-69.9262455378849, 0.37688546622474894}	{-69.926245537887, -0.37688546622472796}
{-69.93117507939874, -0.37683133365244853}	{-69.9311750794006, 0.37683133365242466}
{-69.92544556598705, -0.37689823569960657}	{-69.92544556598779, 0.37689823569959824}
{-69.93300965167649, 0.37680444494604953}	{-69.93300965167776, -0.376804444946035}
{-69.93047257554812, 0.37683781059265}	{-69.93047257554859, -0.37683781059264154}
{-69.92954959152966, 0.3768506805423429}	{-69.92954959152988, -0.3768506805423397}
{-69.91946824933589, -0.37699968732756506}	{-69.9194682493379, 0.3769996873275345}
{-69.9322198073931, -0.37680018438772}	{-69.93221980739432, 0.3768001843876993}
{-69.92581126476203, 0.3769062477179331}	{-69.92581126476327, -0.37690624771791337}

{-69.92829343265012, -0.3768656193686669}	{-69.92829343265218, 0.376865619368626}
{-69.92724550176902, 0.3768861476621691}	{-69.9272455017699, -0.37688614766215084}
{-69.91899649464118, 0.3770571590050455}	{-69.91899649464169, -0.3770571590050343}
{-69.92996573477733, -0.3768166385450357}	{-69.92996573477805, 0.3768166385450179}
{-69.92552497628387, -0.376919631424981}	{-69.92552497628449, 0.37691963142496676}
{-69.92296442435617, -0.3769825249662593}	{-69.9229644243564, 0.37698252496625423}
{-69.92985877781918, 0.3768032173065215}	{-69.92985877781965, -0.37680321730650723}
{-69.92334632558848, -0.3769827270476357}	{-69.92334632558914, 0.37698272704761554}
{-69.92587330134306, -0.37690882411068743}	{-69.92587330134414, 0.3769088241106544}
{-69.92315993809278, -0.37699307801114945}	{-69.92315993809376, 0.376993078011116}
{-69.9286502688654, -0.37681190884498894}	{-69.92865026886568, 0.37681190884497995}
{-69.92316380545927, -0.37700459135615655}	{-69.92316380545954, 0.3770045913561474}
{-69.92541070312039, 0.3769204595357709}	{-69.92541070312038, -0.37692045953576725}
{-69.92354487949584, -0.37699505122763693}	{-69.92354487949632, 0.376995051227613}
{-69.92332082404552, 0.37700463576852106}	{-69.92332082404556, -0.37700463576851806}
{-69.92459423864089, 0.3769462349208361}	{-69.92459423864126, -0.3769462349208223}
{-69.92259766904816, 0.37704467424459076}	{-69.92259766904941, -0.37704467424452537}
{-69.92648078230148, 0.37683831379389837}	{-69.92648078230168, -0.3768383137938934}
{-69.92333227182836, 0.3770193027154075}	{-69.92333227182893, -0.37701930271537415}
{-69.92175460139762, -0.377117868685506}	{-69.92175460139956, 0.3771178686853746}
{-69.92502314039703, -0.37689515047085553}	{-69.92502314039778, 0.3768951504708}
{-69.92281044870951, 0.3770604934186659}	{-69.9228104487097, -0.3770604934186563}
{-69.92484094350552, -0.37689301627625}	{-69.92484094350579, 0.3768930162762237}
{-69.92245652607562, -0.37711178017610786}	{-69.92245652607586, 0.3771117801760957}
{-69.92367631278083, -0.3769861150723987}	{-69.92367631278084, 0.3769861150723918}
{-69.92355491256006, -0.37700030887001235}	{-69.9235549125605, 0.3770003088699607}
{-69.92244710794469, 0.37714960664642355}	{-69.92244710794476, -0.3771496066464178}
{-69.92378213065238, -0.37693847071563963}	{-69.92378213065254, 0.3769384707156359}
{-69.92291091626599, -0.37710432501775226}	{-69.92291091626603, 0.37710432501773433}
{-69.92377842557484, -0.3768981674870891}	{-69.92377842557492, 0.3768981674870833}
{-69.9232544057409, 0.37706254196785755}	{-69.923254405741, -0.3770625419678333}
{-69.92319107978265, -0.37709154003050915}	{-69.92319107978273, 0.3770915400304751}
{-69.92332376901439, 0.3769819012989742}	{-69.92332376901442, -0.3769819012989522}
{-69.9232617459208, -0.3772285125876524}	{-69.92326174592074, 0.37722851258761353}
{-69.92315452704267, -0.3770721915902801}	{-69.92315452704267, 0.37707219159023375}
{-69.92305991501338, 0.3770128634097358}	{-69.92305991501338, -0.377012863409726}
{-69.92313462879319, -0.3770428624509829}	{-69.92313462879306, 0.37704286245095237}
{-69.92350992182706, -0.37715410303467944}	{-69.92350992182703, 0.377154103034675}
{-69.92323289326251, 0.37708872467282034}	{-69.92323289326225, -0.377088724672769}
{-69.9232529141752, 0.3770926645919415}	{-69.92325291417518, -0.3770926645919394}
{-69.92363363863755, 0.37715704068698824}	{-69.92363363863718, -0.37715704068692185}
{-69.92273908584576, -0.3770240773412986}	{-69.9227390858457, 0.37702407734129}
{-69.9239633752463, -0.3771866648951592}	{-69.9239633752454, 0.37718666489504604}
{-69.92352227748097, 0.37713365507421404}	{-69.92352227748064, -0.3771336550741861}
{-69.92329345180639, 0.37710849122267454}	{-69.92329345180625, -0.3771084912226615}
{-69.92321926499338, -0.3771009629865306}	{-69.9232192649933, 0.37710096298652446}
{-69.92321512446242, 0.37710057252163875}	{-69.92321512446135, -0.3771005725215423}
{-69.92594276200668, -0.3773409052333789}	{-69.92594276200613, 0.37734090523332103}
{-69.92270957358092, 0.37707316400121116}	{-69.92270957358065, -0.3770731640011899}
{-69.92213848801067, 0.3770284871250798}	{-69.9221384880101, -0.37702848712503684}
{-69.92428400411525, 0.3771875119678174}	{-69.92428400411498, -0.37718751196779526}
{-69.92574003661461, -0.3772900823266428}	{-69.92574003661363, 0.37729008232657424}
{-69.92269427257015, -0.3770853736971415}	{-69.92269427256966, 0.377085373697108}
{-69.92574453528022, -0.3772814690712764}	{-69.92574453528022, 0.3772814690712752}
{-69.9234574913255, -0.3771405072869889}	{-69.92345749132588, 0.3771405072870097}	{-69.92345749132544, -0.3771405072869823}	{-69.92345749132403, -0.37714050728690085}
{-69.9232313048475, -0.3771271066496207}	{-69.9232313048451, 0.377127106649484}
{-69.92483833903412, -0.3772187700209021}	{-69.92483833903339, 0.3772187700208549}	{-69.92483833903327, -0.3772187700208499}
{-69.92379495640581, 0.37716136439225284}	{-69.92379495640571, -0.3771613643922455}	{-69.92379495640479, -0.3771613643921972}
{-69.92396133766862, 0.3771702103254816}	{-69.9239613376683, -0.37717021032546544}
{-69.92495174079725, -0.37722116250789506}	{-69.92495174079552, -0.37722116250780835}	{-69.92495174079586, 0.3772211625078241}
{-69.92632209328403, 0.3772894694151714}	{-69.92632209328283, 0.3772894694151142}	{-69.92632209328268, -0.3772894694151038}
{-69.92294866591465, 0.37712627631359497}	{-69.92294866591399, -0.3771262763135652}
{-69.9283638973941, 0.37738074761938467}	{-69.92836389739439, 0.3773807476193957}	{-69.9283638973934, -0.37738074761934914}	{-69.9283638973929, 0.37738074761933044}
{-69.92282100424498, -0.3771274130715063}	{-69.9228210042433, 0.3771274130714288}
{-69.92512145823426, 0.37722980393220545}	{-69.92512145823423, -0.37722980393220334}	{-69.92512145823363, -0.3772298039321799}
{-69.9246186147723, 0.37720799497333557}	{-69.92461861477173, -0.3772079949733102}
{-69.92551960440566, 0.3772461113668953}	{-69.92551960440524, -0.37724611136687264}	{-69.92551960440481, -0.3772461113668534}	{-69.92551960440436, 0.3772461113668343}
{-69.9269055915262, -0.3773033459148678}	{-69.92690559152574, 0.3773033459148506}
{-69.92261320226143, -0.377130131994232}	{-69.92261320226088, 0.3771301319942076}
{-69.927206583954, -0.3773113691902397}	{-69.9272065839538, -0.37731136919023195}	{-69.92720658395211, -0.37731136919015584}	{-69.92720658395201, 0.3773113691901513}
{-69.92356592647727, -0.37717082621626624}	{-69.92356592647711, 0.37717082621626147}
{-69.926337534558, 0.37727558977570264}	{-69.92633753455489, -0.377275589775585}
{-69.92852944170576, -0.3773567395545493}	{-69.92852944170187, 0.37735673955440463}
{-69.92308857675908, 0.3771592445801633}	{-69.92308857675836, -0.3771592445801377}
{-69.92983919800655, -0.37739957237947985}	{-69.92983919800511, -0.3773995723794508}	{-69.92983919800446, 0.37739957237940724}	{-69.92983919800294, 0.3773995723793976}
{-69.92468866294416, -0.3772196424278368}	{-69.92468866294321, 0.37721964242780465}
{-69.92727071928482, -0.37730821808082615}	{-69.92727071928458, 0.3773082180808197}
{-69.92378670078779, 0.37719081030789114}	{-69.92378670078752, -0.3771908103079121}	{-69.92378670078715, -0.37719081030787155}
{-69.9276686450332, 0.3773193710108097}	{-69.92766864503227, -0.3773193710107787}	{-69.92766864502971, -0.37731937101072727}	{-69.92766864502963, -0.3773193710107251}
{-69.92974004982506, -0.37738680052510176}	{-69.92974004982092, 0.3773868005249669}
{-69.92616033266465, 0.3772721766235494}	{-69.9261603326622, -0.37727217662347196}
{-69.92348644291609, -0.3771879079992204}	{-69.92348644291161, 0.37718790799908064}
{-69.92722561765795, 0.37730390036722067}	{-69.92722561765538, -0.37730390036714134}
{-69.93108714575322, -0.3774218208795879}	{-69.931087145748, 0.3774218208794283}
{-69.92298164965723, 0.3771779660937902}	{-69.92298164965631, -0.3771779660937637}
{-69.92699775834903, -0.37729704117015733}	{-69.92699775834771, 0.3772970411701182}
{-69.9278126518133, -0.37732085186382497}	{-69.92781265181252, -0.3773208518638022}	{-69.92781265181078, 0.3773208518637532}
{-69.9298978418889, 0.37738091886474745}	{-69.92989784188705, -0.37738091886469427}
{-69.93007954083147, 0.3773860806238183}	{-69.93007954083097, -0.37738608062380435}
{-69.92761683307421, 0.3773170562476045}	{-69.92761683307293, -0.3773170562475692}
{-69.92789426650516, 0.3773247299935038}	{-69.92789426650273, -0.3773247299934382}
{-69.92627433176996, 0.3772805013565186}	{-69.92627433176706, -0.3772805013564402}
{-69.92631964370764, -0.3772817228380592}	{-69.92631964370578, 0.3772817228380097}
{-69.93167372163636, 0.3774242290188057}	{-69.93167372163106, -0.37742422901866507}
{-69.92548482896848, 0.3772615163893475}	{-69.92548482896319, -0.3772615163892103}
{-69.93183123038588, 0.3774263630741272}	{-69.93183123038143, -0.3774263630740123}
{-69.92735983903884, -0.3773115986039469}	{-69.92735983903862, 0.3773115986039409}	{-69.92735983903665, -0.3773115986038912}
{-69.92709575673076, -0.3773048983103514}
{-69.9309546098144, 0.37740167726310414}	{-69.93095460981267, -0.3774016772630609}
{-69.92819195041129, -0.3773331705493958}	{-69.92819195040808, -0.3773331705493168}	{-69.92819195040781, 0.37733317054931004}
{-69.92973022149583, -0.37737089584895345}	{-69.9297302214951, 0.3773708958489362}
