{-72.55972693479885, 0.9120319500226014}	{-72.5597269347988, -0.9120319500225987}
{-72.55469239387172, -0.9118879931785115}	{-72.55469239386971, 0.9118879931784808}
{-72.55161719922353, 0.911841787408646}	{-72.55161719922322, -0.9118417874086416}
{-72.5539883636728, 0.9118765854368582}	{-72.55398836367192, -0.9118765854368456}
{-72.55392250554058, -0.9118756414504998}	{-72.55392250554048, 0.9118756414504977}
{-72.55177075856614, 0.911845520327075}	{-72.5517707585651, -0.9118455203270602}
{-72.54789943534661, -0.9117926006231856}	{-72.54789943534567, 0.911792600623173}
{-72.55204974510931, -0.911847999455498}	{-72.55204974510863, 0.9118479994554881}
{-72.54609566504331, 0.9117704031752584}	{-72.54609566504293, -0.9117704031752539}
{-72.54934212815434, 0.9118117063796606}	{-72.54934212815354, -0.9118117063796511}
{-72.5528601915004, 0.9118553979337972}	{-72.55286019150012, -0.9118553979337936}
{-72.54698552203985, 0.9117841968502081}	{-72.54698552203942, -0.9117841968502027}
{-72.55215936669042, 0.9118453825672249}	{-72.55215936668897, -0.9118453825672078}
{-72.5484773504725, 0.9118029038198558}	{-72.54847735047247, -0.9118029038198557}
{-72.5464840380252, -0.9117804766311491}	{-72.54648403802337, 0.9117804766311288}
{-72.54665001182406, -0.9117822973992195}	{-72.54665001182357, 0.9117822973992141}
{-72.5384780328613, -0.9116949196777252}	{-72.53847803286087, 0.9116949196777205}
{-72.55534424950989, 0.9118706688349032}	{-72.5553442495098, -0.9118706688349024}
{-72.54226073921865, -0.9117378606527768}	{-72.54226073921713, 0.9117378606527622}
{-72.54403043985617, 0.9117553502942627}	{-72.54403043985592, -0.9117553502942614}
{-72.53841732699989, 0.9117013593267401}	{-72.53841732699935, -0.9117013593267363}
{-72.54896384960709, -0.9118000587489339}	{-72.54896384960425, 0.9118000587489077}
{-72.54090079093578, 0.9117266810942606}	{-72.54090079093505, -0.9117266810942544}
{-72.54995473158088, 0.9118067601652302}	{-72.54995473158002, -0.9118067601652228}
{-72.54049769896426, -0.911725516546514}	{-72.54049769896322, 0.9117255165465056}
{-72.53678346875964, 0.9116945497875321}	{-72.5367834687594, -0.9116945497875307}
{-72.53930682457703, 0.9117149564858327}	{-72.53930682457379, -0.9117149564858074}
{-72.54855212180391, 0.9117874411338736}	{-72.54855212180281, -0.9117874411338649}
{-72.53962416103191, -0.9117196502793409}	{-72.5396241610301, 0.9117196502793272}
{-72.53781149114204, 0.9117063347888447}	{-72.53781149114185, -0.9117063347888431}
{-72.54358396563984, 0.9117473275660531}	{-72.54358396563794, -0.9117473275660407}
{-72.53141830910538, -0.9116639140400488}	{-72.53141830910357, 0.9116639140400369}
{-72.54032749132494, 0.9117228268794011}	{-72.54032749132361, -0.9117228268793937}
{-72.53159297002246, -0.911667191493473}	{-72.53159297002028, 0.911667191493459}
{-72.54473527193805, 0.9117477204203714}	{-72.54473527193265, -0.9117477204203397}
{-72.52726293511165, 0.9116449110456506}	{-72.52726293510914, -0.9116449110456366}
{-72.54556415611107, 0.9117481558468463}	{-72.54556415610976, -0.9117481558468381}
{-72.53349005626738, 0.9116829664643291}	{-72.53349005626556, -0.9116829664643192}
{-72.53108680356827, 0.9116705818630836}	{-72.53108680356485, -0.9116705818630662}
{-72.52523988748342, 0.911641887824865}	{-72.52523988748105, -0.9116418878248534}
{-72.54310562744533, -0.9117252126376842}	{-72.54310562744433, 0.91172521263768}
{-72.53109635983084, 0.9116721530858142}	{-72.5310963598308, -0.9116721530858135}
{-72.52968302201232, 0.9116662621295445}	{-72.52968302201107, -0.9116662621295394}
{-72.52563423382249, 0.9116504006183191}	{-72.52563423381898, -0.9116504006183065}
{-72.53262703987599, -0.9116760401971047}	{-72.53262703987548, 0.9116760401971029}
{-72.52393671747399, -0.9116463832342635}	{-72.52393671747049, 0.9116463832342517}
{-72.5400509678501, 0.9116972708515314}	{-72.5400509678485, -0.911697270851527}
{-72.52753372798693, 0.9116609720245991}	{-72.52753372798618, -0.9116609720245984}
{-72.5266763108797, 0.911658711867443}	{-72.52667631087908, -0.9116587118674412}
{-72.5243252144026, 0.9116531382394856}	{-72.52432521440215, -0.9116531382394841}
{-72.52066487637549, 0.9116454470273709}	{-72.52066487637504, -0.9116454470273696}
{-72.52902088687689, -0.9116607384252043}	{-72.52902088687561, 0.9116607384252025}
{-72.52333311332909, -0.9116518986197906}	{-72.52333311332593, 0.9116518986197866}
{-72.52984214287228, 0.911660187863038}	{-72.52984214287042, -0.9116601878630364}
{-72.52284518525002, -0.9116532776346052}	{-72.52284518524817, 0.9116532776346038}
{-72.51545164211588, -0.9116481509293991}	{-72.51545164211622, 0.9116481509293991}
{-72.52044245769926, -0.9116501270419065}	{-72.52044245769987, 0.9116501270419065}
{-72.52525734725374, 0.911650584555727}	{-72.5252573472515, -0.9116505845557259}
{-72.51771906290888, -0.9116522089257513}	{-72.51771906291043, 0.9116522089257517}
{-72.52263509125513, 0.9116495876499288}	{-72.52263509125791, -0.9116495876499271}
{-72.51579814822028, 0.9116554581536581}	{-72.51579814822156, -0.9116554581536565}
{-72.52138993229424, -0.9116487909733223}	{-72.52138993229484, 0.9116487909733205}
{-72.51583487090404, -0.91165731675482}	{-72.51583487090481, 0.9116573167548186}
{-72.52262096154823, -0.9116445138084637}	{-72.52262096154912, 0.9116445138084603}
{-72.51886511401852, 0.9116529590277774}	{-72.51886511402027, -0.9116529590277742}
{-72.51620048829089, 0.9116599528866928}	{-72.51620048829164, -0.9116599528866925}
{-72.5147315169241, -0.9116643782701602}	{-72.51473151692727, 0.9116643782701491}
{-72.51455216295587, 0.9116649904048936}	{-72.51455216295918, -0.9116649904048808}
{-72.5157455972482, -0.9116604232523489}	{-72.51574559725029, 0.9116604232523399}
{-72.5183839440423, 0.9116491963570247}	{-72.51838394404243, -0.9116491963570231}
{-72.51252168389523, 0.9116767679838954}	{-72.51252168389651, -0.9116767679838897}
{-72.50850950971149, -0.9116975206432969}	{-72.50850950971345, 0.9116975206432856}
{-72.51591938841021, -0.91165561053818}	{-72.51591938841123, 0.9116556105381742}
{-72.51566180214041, -0.9116571971028055}	{-72.51566180214235, 0.9116571971027934}
{-72.50831597969153, 0.911706366024851}	{-72.50831597969169, -0.9117063660248494}
{-72.51202408907085, 0.9116794762808835}	{-72.51202408907287, -0.9116794762808682}
{-72.50915417604561, -0.911701964312466}	{-72.50915417604702, 0.9117019643124564}
{-72.5168043747559, 0.9116373322005369}	{-72.51680437475696, -0.9116373322005279}
{-72.51034623788081, 0.9116960842426194}	{-72.51034623788115, -0.9116960842426165}
{-72.50641721248907, -0.9117345576157206}	{-72.50641721248925, 0.9117345576157178}
{-72.51242405337923, -0.9116713673928176}	{-72.51242405338081, 0.9116713673928}
{-72.50610350793102, 0.9117427614129838}	{-72.50610350793112, -0.9117427614129834}
{-72.50937651960574, -0.9117030755417284}	{-72.50937651960726, 0.9117030755417093}
{-72.51488042522469, 0.9116315207363533}	{-72.51488042522615, -0.9116315207363338}
{-72.50338086817153, -0.9117920095228381}	{-72.50338086817243, 0.9117920095228256}
{-72.51323046497265, 0.911644471219566}	{-72.51323046497332, -0.9116444712195535}
{-72.5074684851672, -0.9117371082990472}	{-72.50746848516813, 0.9117371082990325}
{-72.5044727002695, -0.9117888973679659}	{-72.50447270027026, 0.9117888973679524}
{-72.50934922634181, 0.911698252554467}	{-72.5093492263427, -0.9116982525544505}
{-72.50629901118626, -0.9117592912143901}	{-72.50629901118717, 0.9117592912143714}
{-72.50582250091028, -0.9117695779337075}	{-72.50582250091074, 0.9117695779336984}
{-72.50771253109367, 0.9117255051018498}	{-72.50771253109404, -0.9117255051018437}
{-72.50756452119028, 0.9117292412551586}	{-72.50756452119083, -0.9117292412551471}
{-72.50574837441084, -0.9117790210204743}	{-72.50574837441084, 0.9117790210204734}
{-72.50626229746962, 0.911763679181727}	{-72.50626229746973, -0.9117636791817234}
{-72.50545563867934, 0.9117899989973279}	{-72.50545563867941, -0.9117899989973272}
{-72.50675856658955, -0.9117433390178723}	{-72.50675856658962, 0.9117433390178685}
{-72.50701460317033, 0.9117332254113272}	{-72.50701460317082, -0.9117332254113087}
{-72.5064842311334, 0.9117564852965826}	{-72.50648423113398, -0.911756485296556}
{-72.50540159970959, -0.9118096162200034}	{-72.50540159970966, 0.9118096162199976}
{-72.50608064879893, -0.911771991826557}	{-72.50608064879914, 0.9117719918265473}
{-72.50444888370001, 0.9118752810214908}	{-72.50444888370023, -0.9118752810214804}
{-72.5060385248936, 0.911758681604688}	{-72.50603852489392, -0.9117586816046714}
{-72.50582204839088, -0.9117774251244627}	{-72.50582204839108, 0.9117774251244342}
{-72.5055526287698, 0.9118057264430314}	{-72.50555262876993, -0.9118057264430248}
{-72.50530490311995, 0.9118385259813345}	{-72.50530490311995, -0.911838525981331}
{-72.50512431515983, 0.9118705138225832}	{-72.50512431515988, -0.9118705138225691}
{-72.5054911045309, -0.9117740973717917}	{-72.50549110453099, 0.9117740973717798}
{-72.50521280452892, -0.9119126822673982}	{-72.50521280452895, 0.9119126822673957}
{-72.50524640627222, 0.9117852043569504}	{-72.50524640627216, -0.9117852043569382}
{-72.50538501821968, -0.9118820704700062}	{-72.50538501821953, 0.9118820704699588}
{-72.50520080040586, 0.9118223732835693}	{-72.50520080040583, -0.9118223732835623}
{-72.50532504562949, -0.911848839290614}	{-72.50532504562933, 0.9118488392905986}
{-72.50519728485034, 0.9118284498411229}	{-72.50519728485006, -0.9118284498410809}
{-72.50558098077578, 0.9118776342553844}	{-72.50558098077562, -0.9118776342553628}
{-72.50544124810673, -0.9118626109666514}	{-72.50544124810646, 0.9118626109666311}
{-72.50583453706071, -0.9118991400100834}	{-72.5058345370601, 0.9118991400100331}
{-72.50527183477328, -0.911853010884376}	{-72.50527183477323, 0.91185301088437}
{-72.50508261668956, 0.9118390953208029}	{-72.50508261668955, -0.9118390953208}
{-72.50701193408533, -0.9119679263227874}	{-72.5070119340848, 0.9119679263227508}
{-72.50520254928536, -0.9118570696211001}	{-72.50520254928493, 0.9118570696210745}
{-72.50537394359168, 0.91186678764728}	{-72.50537394359114, -0.9118667876472518}
{-72.50522064119129, -0.9118586896538163}	{-72.50522064119086, 0.911858689653796}
{-72.50685793850327, 0.9119397285005846}	{-72.50685793850327, -0.9119397285005834}
{-72.50754034285592, -0.9119715342134529}	{-72.50754034285553, 0.9119715342134354}
{-72.50411976670942, 0.9118206929990801}	{-72.50411976670881, -0.9118206929990548}
{-72.50722826761495, 0.9119508621325096}	{-72.50722826761462, -0.9119508621324962}
{-72.50793432921242, -0.9119790250957461}	{-72.50793432921229, 0.9119790250957416}
{-72.50558833165034, -0.9118895996348915}	{-72.50558833164894, 0.9118895996348382}
{-72.50582030536307, -0.9118980724204616}	{-72.50582030536279, 0.9118980724204513}
{-72.50806733339934, -0.9119768849531596}	{-72.50806733339923, 0.9119768849531557}
{-72.50490914038933, -0.9118702722710507}	{-72.50490914038855, 0.9118702722710239}
{-72.50924034020069, -0.9120112590190311}	{-72.50924034020065, 0.9120112590190299}
{-72.50608222746287, -0.9119119566150361}	{-72.50608222746267, 0.9119119566150308}
{-72.50881007616256, -0.9119949491199879}	{-72.50881007616205, 0.911994949119973}
{-72.50521035729207, 0.9118888247828185}	{-72.5052103572915, -0.9118888247828009}
{-72.50903834110613, -0.9119983276148121}	{-72.50903834110517, 0.911998327614784}
{-72.50732835029916, -0.9119508070913109}	{-72.50732835029773, 0.9119508070912707}
{-72.5062454901492, 0.9119215359834961}	{-72.50624549014788, -0.9119215359834613}
{-72.5078747467666, -0.9119644178258587}	{-72.50787474676567, 0.911964417825834}
{-72.51008663650232, 0.9120211557634144}	{-72.51008663650171, -0.9120211557633988}
{-72.50649259827793, 0.9119312144276587}	{-72.50649259827631, -0.9119312144276194}
{-72.51075882557132, 0.9120354585872723}	{-72.51075882557016, -0.9120354585872438}
{-72.507413078896, 0.911955570711494}	{-72.50741307889557, -0.9119555707114836}
{-72.50962110919212, 0.912007131146237}	{-72.50962110919146, -0.9120071311462224}
{-72.50913463605586, -0.9119960141526312}	{-72.50913463605335, 0.9119960141525745}
{-72.50976380711559, -0.9120100945372572}	{-72.50976380711498, 0.9120100945372445}
{-72.5062645889902, 0.9119333544415386}	{-72.50626458899009, -0.9119333544415362}
{-72.50924421859283, 0.9119974263195382}	{-72.50924421859027, -0.9119974263194827}
