{-70.4125475946987, -0.586049443478883}	{-70.41254759469862, 0.5860494434788737}
{-70.37206769623168, 0.5855767317461671}	{-70.37206769623174, -0.5855767317461658}
{-70.38634892290405, 0.5856415308624128}	{-70.3863489229035, -0.5856415308624109}
{-70.39879696785654, -0.5856949736813346}	{-70.39879696785323, 0.5856949736813201}
{-70.37633303788323, -0.5856041965210508}	{-70.37633303788215, 0.585604196521046}
{-70.38525205015229, 0.5856379679799023}	{-70.3852520501501, -0.585637967979895}
{-70.37611208144264, -0.5856056810285727}	{-70.37611208144209, 0.5856056810285711}
{-70.38204436033192, 0.5856251148253528}	{-70.38204436032673, -0.5856251148253362}
{-70.3866915369646, 0.5856391487319026}	{-70.38669153696213, -0.5856391487318948}
{-70.39016793621657, -0.5856487467666206}	{-70.39016793621467, 0.585648746766617}
{-70.37623601570134, -0.5856139814662632}	{-70.37623601569743, 0.5856139814662535}
{-70.37766853152137, -0.585617170834577}	{-70.377668531519, 0.5856171708345715}
{-70.37828259758957, 0.5856183727960291}	{-70.37828259758561, -0.5856183727960218}
{-70.37819532447402, 0.5856182257762957}	{-70.37819532447371, -0.5856182257762944}
{-70.37752349656724, 0.5856172799687797}	{-70.37752349656199, -0.585617279968773}
{-70.37638315387689, -0.58561599504088}	{-70.37638315387366, 0.5856159950408776}
{-70.37488917087323, -0.5856147381943816}	{-70.37488917087158, 0.5856147381943799}
{-70.38881897381275, 0.5856224683697137}	{-70.38881897381059, -0.585622468369712}
{-70.37143305377576, -0.5856179538072928}	{-70.37143305377532, 0.5856179538072924}
{-70.36955228675268, -0.5856180385327454}	{-70.36955228675072, 0.5856180385327449}
{-70.38299314118662, 0.5856133714090292}	{-70.38299314118784, -0.5856133714090285}
{-70.3663011033353, -0.5856243800942096}	{-70.36630110333546, 0.5856243800942091}
{-70.37989405068647, -0.5856110838839946}	{-70.37989405068845, 0.5856110838839926}
{-70.37894157975225, 0.5856123212633546}	{-70.37894157975279, -0.5856123212633535}
{-70.36391118786207, -0.5856369118050363}	{-70.36391118786271, 0.5856369118050354}
{-70.3783782616791, 0.5856083226182773}	{-70.37837826168179, -0.5856083226182707}
{-70.37909379195136, 0.5856066628978918}	{-70.3790937919525, -0.5856066628978901}
{-70.36656879599866, -0.5856402406059042}	{-70.3665687960008, 0.5856402406058981}
{-70.36883145318545, 0.5856333363187488}	{-70.36883145318644, -0.585633336318746}
{-70.37194874582534, 0.5856226540646736}	{-70.37194874582806, -0.5856226540646641}
{-70.3759801882202, -0.5856072848140637}	{-70.37598018822402, 0.5856072848140471}
{-70.36790844973332, -0.5856412987900256}	{-70.3679084497355, 0.5856412987900159}
{-70.3611485877388, 0.585672615325458}	{-70.36114858774192, -0.5856726153254417}
{-70.3683348473046, -0.5856362607899347}	{-70.36833484730543, 0.585636260789929}
{-70.37661296915599, 0.5855907898887533}	{-70.37661296915931, -0.5855907898887331}
{-70.36183251637615, 0.585678767918161}	{-70.36183251637624, -0.5856787679181606}
{-70.37250370105977, 0.5856101791181467}	{-70.37250370106206, -0.5856101791181313}
{-70.36119561636663, -0.5856884224683286}	{-70.36119561636768, 0.5856884224683219}
{-70.37432608786847, 0.5855908754834456}	{-70.37432608786928, -0.5855908754834392}
{-70.36655648827077, -0.5856527057112105}	{-70.36655648827201, 0.5856527057112001}
{-70.36064672256099, 0.5857030610615601}	{-70.36064672256158, -0.5857030610615555}
{-70.36706091235368, 0.5856446929785399}	{-70.3670609123538, -0.5856446929785378}
{-70.3647576299442, -0.5856670425342559}	{-70.36475762994505, 0.5856670425342476}
{-70.36427160764339, -0.5856720682541451}	{-70.36427160764502, 0.5856720682541282}
{-70.36557294948706, -0.5856577446576916}	{-70.36557294948894, 0.58565774465767}
{-70.36862453949556, 0.5856220269010739}	{-70.36862453949597, -0.5856220269010692}
{-70.3643356730487, -0.585675400699115}	{-70.36433567304898, 0.5856754006991114}
{-70.36207660612413, -0.5857052909577768}	{-70.36207660612521, 0.5857052909577638}
{-70.36178551926103, -0.5857093836434389}	{-70.36178551926155, 0.5857093836434324}
{-70.36339368234363, 0.5856853656077065}	{-70.3633936823444, -0.5856853656076924}
{-70.36682582298806, -0.5856309286065543}	{-70.36682582298936, 0.5856309286065325}
{-70.36442361682812, 0.5856714121082981}	{-70.36442361683017, -0.5856714121082613}
{-70.36404977372882, -0.5856781105292658}	{-70.36404977372878, 0.5856781105292657}
{-70.3586231059608, -0.5857815682053026}	{-70.35862310596096, 0.5857815682053009}
{-70.3620741725831, -0.58571153895193}	{-70.36207417258402, 0.5857115389519101}
{-70.36083740147059, -0.5857382642497091}	{-70.36083740147062, 0.5857382642497077}
{-70.36155145426864, 0.5857218125529616}	{-70.36155145426942, -0.585721812552943}
{-70.36408372392707, 0.58565955341844}	{-70.36408372392734, -0.5856595534184338}
{-70.36278264909987, 0.5856937440620914}	{-70.36278264909981, -0.5856937440620903}
{-70.35815721557253, -0.5858239781530565}	{-70.35815721557402, 0.5858239781530125}
{-70.36548627939602, -0.5856026704318555}	{-70.3654862793977, 0.5856026704318039}
{-70.36009551911538, 0.5857776513034776}	{-70.36009551911597, -0.585777651303458}
{-70.36116374144318, -0.5857402531603861}	{-70.36116374144332, 0.5857402531603789}
{-70.3597194438747, 0.5857949260595114}	{-70.3597194438758, -0.5857949260594688}
{-70.3599877667183, -0.5857839042688507}	{-70.35998776671849, 0.5857839042688455}
{-70.36176726903783, -0.5857043124174486}	{-70.36176726903889, 0.5857043124173948}
{-70.36160720100965, 0.5857121450350645}	{-70.36160720100973, -0.5857121450350528}
{-70.3598884176143, -0.585804741712438}	{-70.35988841761488, 0.5858047417124057}
{-70.35967123877384, 0.585817709645161}	{-70.35967123877386, -0.5858177096451602}
{-70.36071603588039, 0.5857480648898035}	{-70.36071603588042, -0.5857480648897984}
{-70.36060444189073, 0.5857564497678561}	{-70.36060444189098, -0.5857564497678374}
{-70.35964079340141, 0.5858391345185854}	{-70.35964079340158, -0.5858391345185782}
{-70.35976608769668, -0.5858266654089406}	{-70.3597660876969, 0.5858266654089204}
{-70.36070648027939, -0.5857160205647217}	{-70.36070648027943, 0.5857160205647076}
{-70.35985442940213, 0.5858380349181159}	{-70.35985442940242, -0.5858380349180723}
{-70.35978216463798, -0.5858511762318893}	{-70.35978216463803, 0.585851176231883}
{-70.36018389260244, 0.5857523604453513}	{-70.36018389260249, -0.5857523604453245}
{-70.36030479038219, -0.5857070871587786}	{-70.36030479038227, 0.5857070871587576}
{-70.36008251367593, -0.5858788171539162}	{-70.36008251367598, 0.5858788171538469}
{-70.36008478736161, -0.585920790288097}	{-70.36008478736157, 0.5859207902880577}
{-70.3599612410095, -0.5858298565567481}	{-70.35996124100954, 0.5858298565567366}
{-70.35981029694379, 0.585772448340733}	{-70.35981029694383, -0.5857724483407295}
{-70.35969327241737, 0.5857422524604422}	{-70.35969327241725, -0.5857422524604027}
{-70.36057284159118, 0.5859145141966474}	{-70.36057284159106, -0.5859145141966464}
{-70.363118481906, 0.5859797150691612}	{-70.36311848190523, -0.5859797150691403}
{-70.36408710387164, 0.5860040687882213}	{-70.36408710386941, -0.5860040687881654}
{-70.36321594973366, 0.5859825556641538}	{-70.3632159497332, -0.5859825556641431}
{-70.36063089177013, -0.5859198210117662}	{-70.36063089176838, 0.5859198210117295}	{-70.3606308917676, 0.5859198210117057}
{-70.36534204669678, 0.5860322140005702}	{-70.36534204669334, -0.5860322140004899}
{-70.36572492335075, 0.5860411966353714}	{-70.36572492334943, -0.5860411966353356}	{-70.36572492334822, 0.5860411966353077}
{-70.36410813450183, -0.5860038754818134}	{-70.36410813449882, 0.5860038754817444}
{-70.36135907674759, -0.5859414112577724}	{-70.36135907674581, 0.5859414112577339}
{-70.36594203447765, -0.5860439416005957}	{-70.36594203447343, 0.5860439416005029}
{-70.36513863724679, 0.5860262391616893}	{-70.36513863724447, -0.5860262391616378}
{-70.36299592636398, -0.5859797175806796}	{-70.36299592636179, 0.5859797175806324}
{-70.36436940395801, 0.5860091092728934}	{-70.36436940395481, -0.5860091092728253}
{-70.36500418385357, -0.5860225014994312}	{-70.36500418385337, 0.5860225014994274}
{-70.36842248912198, 0.5860936199471052}	{-70.368422489119, -0.5860936199470436}
{-70.36215604204293, 0.5859650026442237}	{-70.36215604204264, -0.5859650026442181}
{-70.36594923499139, 0.5860418281799912}	{-70.36594923499028, -0.5860418281799616}	{-70.36594923498983, 0.5860418281799529}
{-70.3670450829022, -0.5860637331205126}	{-70.36704508290185, 0.5860637331205054}
{-70.36520407910322, 0.5860274019501233}	{-70.3652040791016, -0.5860274019500913}
{-70.3670508231244, 0.5860633905473596}	{-70.36705082311964, -0.5860633905472679}
{-70.36380174971677, 0.5860008503484927}	{-70.36380174971556, -0.586000850348468}

{-70.36854034288574, 0.5860903701302402}	{-70.36854034288567, -0.586090370130239}
