{-71.04738693528948, 0.6586216901879238}	{-71.0473869352893, -0.6586216901879007}
{-71.04674312148074, -0.6585011375909625}	{-71.04674312148028, 0.6585011375909567}
{-71.02602855975523, 0.6582544926615338}	{-71.02602855975404, -0.658254492661519}
{-71.03598081570574, -0.6583702265273537}	{-71.03598081570571, 0.6583702265273534}
{-71.03976212325736, -0.6584131712979177}	{-71.03976212325733, 0.6584131712979179}
{-71.03733845780371, 0.6583862990325193}	{-71.03733845780187, -0.6583862990324985}
{-71.02868355350121, 0.6582926560318991}	{-71.02868355350053, -0.6582926560318912}
{-71.0271470961044, -0.658276438759129}	{-71.02714709610318, 0.6582764387591173}
{-71.03326170482198, 0.658339387516587}	{-71.03326170482046, -0.6583393875165714}
{-71.03385605309161, -0.6583453533245329}	{-71.03385605308972, 0.658345353324514}
{-71.04279365256433, 0.6584327913398043}	{-71.04279365256389, -0.6584327913397989}
{-71.01855154241531, 0.6582018094229655}	{-71.01855154241466, -0.658201809422959}
{-71.0309946595751, -0.658317228197341}	{-71.03099465957473, 0.6583172281973378}
{-71.03866730511538, -0.6583865055558257}	{-71.03866730511442, 0.6583865055558172}
{-71.02714776930902, 0.6582853474830622}	{-71.0271477693089, -0.6582853474830618}
{-71.02520057508947, -0.6582687297144808}	{-71.02520057508788, 0.658268729714467}
{-71.03332444370577, 0.6583360846621289}	{-71.0333244437054, -0.6583360846621261}
{-71.03715695465996, -0.6583669359408915}	{-71.03715695465955, 0.6583669359408886}
{-71.02179284766848, 0.6582469901931122}	{-71.02179284766542, -0.6582469901930889}
{-71.03213259031494, -0.6583252186997822}	{-71.03213259031354, 0.6583252186997716}
{-71.02347072579904, -0.6582617576287443}	{-71.02347072579869, 0.6582617576287408}
{-71.02608177785434, -0.6582802618027798}	{-71.02608177785314, 0.6582802618027714}
{-71.02502671955409, 0.6582730358487401}	{-71.02502671955332, -0.6582730358487353}
{-71.02039407402975, -0.6582424128666016}	{-71.02039407402877, 0.6582424128665959}
{-71.02781498072342, 0.6582897074537346}	{-71.0278149807218, -0.6582897074537248}
{-71.03207142476332, 0.6583158313071713}	{-71.03207142476333, -0.6583158313071711}
{-71.01759490301097, 0.6582304418367527}	{-71.01759490300941, -0.6582304418367443}
{-71.03140951648342, 0.6583086428603304}	{-71.03140951648305, -0.6583086428603295}
{-71.01101464516859, 0.6581980687759098}	{-71.01101464516806, -0.6581980687759077}
{-71.01933417927624, -0.658241173882006}	{-71.01933417927414, 0.6582411738819952}
{-71.02519026732438, -0.6582701276060551}	{-71.02519026732313, 0.6582701276060486}
{-71.02869548622165, -0.658286621810561}	{-71.02869548622103, 0.6582866218105583}
{-71.01410011437555, -0.6582214893208238}	{-71.01410011437233, 0.6582214893208088}
{-71.0290316786829, -0.6582845034286038}	{-71.02903167868172, 0.6582845034285982}
{-71.01033853472975, -0.6582101859781876}	{-71.0103385347264, 0.6582101859781749}
{-71.02141937627816, -0.6582515047165804}	{-71.02141937627577, 0.6582515047165721}
{-71.01501268059381, 0.6582291941322573}	{-71.0150126805902, -0.6582291941322455}
{-71.0228172431951, 0.6582544290421535}	{-71.02281724319502, -0.6582544290421538}
{-71.01345099552562, 0.658226503501112}	{-71.01345099552375, -0.6582265035011072}
{-71.01848173226237, 0.6582402207590935}	{-71.01848173226207, -0.6582402207590926}
{-71.00670363233786, 0.6582111447554156}	{-71.00670363233756, -0.6582111447554151}
{-71.02505225341596, 0.6582517025176295}	{-71.02505225341409, -0.6582517025176248}
{-71.01146474589909, 0.6582252261030755}	{-71.01146474589768, -0.6582252261030723}
{-71.01254848834827, 0.6582270464945803}	{-71.01254848834678, -0.6582270464945779}
{-71.01297537634026, -0.65822764845168}	{-71.01297537633779, 0.6582276484516768}
{-71.01287111449975, 0.6582275299867296}	{-71.01287111449848, -0.6582275299867282}
{-71.01236017857819, -0.6582270916951639}	{-71.01236017857816, 0.6582270916951627}
{-71.01156533640678, 0.6582266349687644}	{-71.01156533640535, -0.6582266349687634}
{-71.01060717210505, -0.6582263606408968}	{-71.01060717210494, 0.6582263606408968}
{-71.0096036169297, -0.6582263680787154}	{-71.00960361692921, 0.658226368078715}
{-71.00866949035307, -0.6582266547325074}	{-71.00866949035213, 0.6582266547325074}
{-71.00791605436751, -0.6582271161472827}	{-71.00791605437058, 0.6582271161472811}
{-71.00745058500563, -0.658227546436426}	{-71.00745058500966, 0.6582275464364216}
{-71.00737596330528, -0.6582276392121351}	{-71.00737596330596, 0.6582276392121343}
{-71.00779028913448, 0.6582269889622}	{-71.00779028913504, -0.6582269889621994}
{-71.00878652019296, 0.6582250928577631}	{-71.00878652019581, -0.6582250928577562}
{-71.01045213851822, 0.658221352972232}	{-71.0104521385188, -0.6582213529722305}
{-71.01286884657263, 0.6582150788868933}	{-71.01286884657452, -0.6582150788868877}
{-71.00304335201308, -0.6582441685945682}	{-71.00304335201486, 0.6582441685945623}
{-71.0072283909846, -0.658230210473284}	{-71.00722839098813, 0.6582302104732723}
{-70.9997467013683, 0.6582580465143096}	{-70.99974670137054, -0.6582580465143008}
{-71.00595999081155, -0.6582324643047723}	{-71.00595999081186, 0.6582324643047713}
{-71.0010771103691, 0.658254565633751}	{-71.00107711037006, -0.6582545656337464}
{-71.00952188826976, -0.6582127782715388}	{-71.00952188827077, 0.6582127782715331}
{-70.99576086449392, -0.6582869412447976}	{-70.99576086449484, 0.658286941244792}
{-71.00664408948148, 0.6582233214250333}	{-71.00664408948178, -0.6582233214250308}
{-70.996384684083, -0.6582881423047602}	{-70.99638468408466, 0.6582881423047496}
{-71.00979443753084, 0.6581968449339127}	{-71.00979443753323, -0.6581968449338969}
{-71.00312328199988, -0.6582456579515864}	{-71.00312328200177, 0.6582456579515723}
{-70.99833870907892, -0.6582832547937305}	{-70.99833870907928, 0.6582832547937272}
{-70.99543674974765, -0.6583076933741417}	{-70.99543674974854, 0.6583076933741316}
{-71.00422526147977, 0.6582285709314296}	{-71.00422526148097, -0.6582285709314193}
{-70.99541836251257, -0.658313265488687}	{-70.99541836251298, 0.6583132654886831}
{-71.00731968138983, -0.6581911641248319}	{-71.00731968139274, 0.6581911641248008}
{-70.99369805205198, -0.6583401848729667}	{-70.99369805205347, 0.6583401848729513}
{-70.99993416974047, -0.6582674560279312}	{-70.99993416974064, 0.65826745602793}
{-70.99944200844543, 0.658273566369216}	{-70.99944200844716, -0.6582735663691948}
{-71.00093460705502, 0.6582538383334616}	{-71.000934607056, -0.6582538383334482}
{-70.99651063337028, 0.6583160981142785}	{-70.99651063337114, -0.658316098114266}
{-70.99429126820638, -0.6583493650651332}	{-70.99429126820789, 0.6583493650651111}
{-71.00143075568386, -0.6582354633363974}	{-71.00143075568482, 0.6582354633363798}
{-70.99629836947797, -0.6583226642721605}	{-70.99629836947811, 0.6583226642721586}
{-71.00010974094484, 0.6582536469907889}	{-71.00010974094528, -0.6582536469907802}
{-70.99296251280155, -0.6583917112786126}	{-70.99296251280184, 0.6583917112786074}
{-71.00038141025021, 0.658238748927433}	{-71.00038141025028, -0.6582387489274305}
{-70.9919492276132, 0.6584245417429143}	{-70.99194922761407, -0.658424541742895}
{-70.997003445792, -0.6583053517895263}	{-70.99700344579342, 0.6583053517894889}
{-70.99844045990672, 0.6582690628547722}	{-70.99844045990733, -0.6582690628547556}
{-70.99674130536049, -0.6583151272782178}	{-70.99674130536097, 0.6583151272782038}
{-70.99237385958003, 0.6584425966158807}	{-70.99237385958058, -0.6584425966158618}
{-70.99887827024793, -0.6582379351417461}	{-70.99887827024867, 0.6582379351417215}
{-70.99438268744366, -0.6583908735617986}	{-70.99438268744403, 0.6583908735617847}
{-70.99577823657681, 0.6583393360963042}	{-70.99577823657737, -0.6583393360962819}
{-70.99517228194507, -0.6583637075499074}	{-70.99517228194608, 0.6583637075498621}
{-70.99620799682747, -0.6583181338137585}	{-70.99620799682805, 0.6583181338137307}
{-70.99566321851417, -0.6583444990662991}	{-70.99566321851552, 0.6583444990662305}
{-70.99388264987695, -0.6584399476037119}	{-70.99388264987722, 0.6584399476037014}
{-70.9961090625587, -0.6583068429773875}	{-70.99610906255887, 0.6583068429773862}
{-70.99491317683028, -0.6583873124485877}	{-70.99491317683119, 0.6583873124485203}
{-70.99502544433348, -0.6583787044563424}	{-70.99502544433388, 0.658378704456312}
{-70.99446923936843, -0.6584280131280932}	{-70.99446923936867, 0.65842801312807}
{-70.99492716355296, 0.6583801714705085}	{-70.99492716355317, -0.6583801714704789}
{-70.99489925227914, 0.6583836980244611}	{-70.99489925227915, -0.6583836980244603}
{-70.99458254826953, 0.6584340010752353}	{-70.99458254826958, -0.6584340010752342}
{-70.99486888465461, 0.658373391771917}	{-70.99486888465462, -0.6583733917719045}
{-70.99444837038679, 0.6585052850027845}	{-70.99444837038678, -0.6585052850027595}
{-70.99469273728909, -0.6583611626191953}	{-70.99469273728918, 0.6583611626191455}
{-70.99468269380993, 0.6584021948250711}	{-70.9946826938099, -0.6584021948250435}
{-70.99475803686165, 0.6584658580008701}	{-70.99475803686165, -0.658465858000861}
{-70.99456732891878, 0.6583917251787685}	{-70.99456732891866, -0.6583917251787363}
{-70.99493626272051, 0.6584855593798132}	{-70.99493626272049, -0.6584855593798092}
{-70.9946372411247, -0.6584287364175555}	{-70.99463724112448, 0.658428736417529}
{-70.99528157008567, -0.6585268886422957}	{-70.99528157008542, 0.6585268886422669}
{-70.99355617843987, -0.6583065974797446}	{-70.99355617843973, 0.6583065974797248}
{-70.99566742096562, -0.6585391049183961}	{-70.99566742096522, 0.6585391049183555}
{-70.99460306983408, 0.6584358641080011}	{-70.99460306983376, -0.6584358641079722}
{-70.99486102322733, -0.6584582841988161}	{-70.99486102322727, 0.6584582841988086}
{-70.9946448856428, 0.6584412426071208}	{-70.9946448856425, -0.6584412426071014}
{-70.99586702706733, -0.6585295370105025}	{-70.99586702706704, 0.6585295370104838}
{-70.99401732158165, 0.6584060222917277}	{-70.99401732158125, -0.6584060222917066}
{-70.99588381694473, 0.6585220199248333}	{-70.99588381694417, -0.6585220199248004}
{-70.99629626741566, -0.6585460092553437}	{-70.99629626741562, 0.6585460092553429}
{-70.9995966859815, -0.6586139950357823}	{-70.99959668598103, 0.6586139950357724}
{-70.99666763998347, 0.6585545456916507}	{-70.99666763998337, -0.6585545456916436}	{-70.99666763998339, 0.658554545691644}
{-71.00305713928908, 0.6586823611407497}	{-71.00305713928695, -0.6586823611407079}
{-70.99803984314522, -0.6585834090431129}	{-70.99803984314424, 0.658583409043094}
{-70.99987865370413, 0.6586191760413189}	{-70.99987865370214, -0.658619176041281}
{-71.00172749944065, 0.6586546512459868}	{-71.00172749943965, -0.6586546512459678}
{-70.99782366916313, 0.6585807351947135}	{-70.99782366916202, -0.6585807351946933}
{-71.00144802591075, -0.658648469339536}	{-71.00144802591045, 0.6586484693395303}
{-71.00128772891077, -0.6586455118559231}	{-71.00128772890918, 0.6586455118558934}
{-71.00032995693864, -0.6586280614916633}	{-71.00032995693779, 0.6586280614916479}
{-71.00115711249508, -0.6586429472672805}
